INDICATIVO	NOMBRE	PROVINCIA	MUNICIPIO	ALTITUD	LONGITUD	LATITUD	n_llu_m01	n_llu_m02	n_llu_m03	n_llu_m04	n_llu_m05	n_llu_m06	n_llu_m07	n_llu_m08	n_llu_m09	n_llu_m10	n_llu_m11	n_llu_m12	n_llu_anual	n_nub_m01	n_nub_m02	n_nub_m03	n_nub_m04	n_nub_m05	n_nub_m06	n_nub_m07	n_nub_m08	n_nub_m09	n_nub_m10	n_nub_m11	n_nub_m12	n_nub_anual	n_nie_m01	n_nie_m02	n_nie_m03	n_nie_m04	n_nie_m05	n_nie_m06	n_nie_m07	n_nie_m08	n_nie_m09	n_nie_m10	n_nie_m11	n_nie_m12	n_nie_anual	n_gra_m01	n_gra_m02	n_gra_m03	n_gra_m04	n_gra_m05	n_gra_m06	n_gra_m07	n_gra_m08	n_gra_m09	n_gra_m10	n_gra_m11	n_gra_m12	n_gra_anual	n_fog_m01	n_fog_m02	n_fog_m03	n_fog_m04	n_fog_m05	n_fog_m06	n_fog_m07	n_fog_m08	n_fog_m09	n_fog_m10	n_fog_m11	n_fog_m12	n_fog_anual	n_des_m01	n_des_m02	n_des_m03	n_des_m04	n_des_m05	n_des_m06	n_des_m07	n_des_m08	n_des_m09	n_des_m10	n_des_m11	n_des_m12	n_des_anual	n_cub_m01	n_cub_m02	n_cub_m03	n_cub_m04	n_cub_m05	n_cub_m06	n_cub_m07	n_cub_m08	n_cub_m09	n_cub_m10	n_cub_m11	n_cub_m12	n_cub_anual	n_tor_m01	n_tor_m02	n_tor_m03	n_tor_m04	n_tor_m05	n_tor_m06	n_tor_m07	n_tor_m08	n_tor_m09	n_tor_m10	n_tor_m11	n_tor_m12	n_tor_anual	nt_00_m01	nt_00_m02	nt_00_m03	nt_00_m04	nt_00_m05	nt_00_m06	nt_00_m07	nt_00_m08	nt_00_m09	nt_00_m10	nt_00_m11	nt_00_m12	nt_00_anual	nt_30_m01	nt_30_m02	nt_30_m03	nt_30_m04	nt_30_m05	nt_30_m06	nt_30_m07	nt_30_m08	nt_30_m09	nt_30_m10	nt_30_m11	nt_30_m12	nt_30_anual	nw_55_m01	nw_55_m02	nw_55_m03	nw_55_m04	nw_55_m05	nw_55_m06	nw_55_m07	nw_55_m08	nw_55_m09	nw_55_m10	nw_55_m11	nw_55_m12	nw_55_anual	nw_91_m01	nw_91_m02	nw_91_m03	nw_91_m04	nw_91_m05	nw_91_m06	nw_91_m07	nw_91_m08	nw_91_m09	nw_91_m10	nw_91_m11	nw_91_m12	nw_91_anual	ta_max_m01	ta_max_m02	ta_max_m03	ta_max_m04	ta_max_m05	ta_max_m06	ta_max_m07	ta_max_m08	ta_max_m09	ta_max_m10	ta_max_m11	ta_max_m12	ta_max_anual	ta_min_m01	ta_min_m02	ta_min_m03	ta_min_m04	ta_min_m05	ta_min_m06	ta_min_m07	ta_min_m08	ta_min_m09	ta_min_m10	ta_min_m11	ta_min_m12	ta_min_anual	w_med_m01	w_med_m02	w_med_m03	w_med_m04	w_med_m05	w_med_m06	w_med_m07	w_med_m08	w_med_m09	w_med_m10	w_med_m11	w_med_m12	w_med_anual
5960	JEREZ_DE_LA_FRONTERA/AEROPUERTO	CADIZ	JEREZ_DE_LA_FRONTERA	27	603212	364502	4	2	7	14	0	1	1	0	5	5	16	8	63	11	9	15	18	14	12	16	10	14	19	17	13	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	4	1	0	0	0	4	2	5	4	5	32	16	17	13	8	17	18	15	21	16	12	7	13	173	4	2	3	4	0	0	0	0	0	0	6	5	24	0	0	1	1	0	0	1	0	2	0	0	0	5	9	1	0		0		0	0	0		0	0		0	0	0		16		18	29	23		0	0		1				2			0						0				0			0						20.3(25)	24.3(24)	28.2(11)		35.4(11)		39.2(19)	40.2(17)	37.6(03)		25.3(01)	22.4(27)		-2.3(13)	-0.9(03)	3.1(16)		9.6(07)		13.4(05)	12.0(13)	11.1(26)		0.1(16)	1.7(12)		10	11	14		15	15		12	11		13		
5910	ROTA_B_N_OBSERVATORIO	CADIZ	ROTA	21	619572	363820	6	2	5	12	1	1	1	1	4	4	14	8	59	15	18	21	20	15	20	21	12	17	20	20	17	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	1	0	0	2	1	3	6	4	6	36	13	8	8	6	14	9	9	16	11	7	3	8	112	3	2	2	4	2	1	1	3	2	4	7	6	37	0	0	0	1	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	9	18	6	2	0	0	44	2	7	9	6	7	1	0	1	1	0	2	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0(25)	23.6(23)	26.6(11)	28.5(29)	32.7(11)	33.5(02)	36.5(22)	35.6(17)	34.7(03)	31.7(08)	23.9(01)	22.4(24)	36.5(22/jul)	0.9(13)	1.4(04)	6.1(03)	6.9(04)	11.3(07)	12.5(17)	15.3(05)	14.5(13)	13.1(11)	8.2(16)	4.9(16)	5.0(30)	0.9(13/ene)	11	16	18	18	20	19	16	15	13	12	15	13	16
6001	TARIFA	CADIZ	TARIFA	32	535562	360050																																																																																																									0			0				0	0	0	0			0			0				0	0	0	0			8			11				9	12	12	7			0			0				0	0	0	0			16.2(16)			23.1(14)				28.0(21)	28.5(01)	24.5(08)	20.8(02)			4.6(22)			8.6(26)				15.6(13)	14.8(30)	9.0(16)	5.9(16)			18		27		26			24	20	19	19		
1111	SANTANDER_I_CMT	CANTABRIA	SANTANDER	52	348022	432928	22	8	15	17	15	14	15	12	16	19	28	18	199	13	16	20	16	15	19	18	21	19	17	7	19	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	4	1	2	0	2	0	0	0	0	2	1	0	0	8	1	7	7	1	5	2	4	1	4	1	0	1	34	17	5	4	13	11	9	9	9	7	13	23	11	131	1	0	0	2	0	1	6	3	0	2	4	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3		4	8	6	4	4	0	0	3	7	19	9			1	0	0	0	0	0	0	0	0	4	4		15.7(31)	24.6(26)	23.0(03)	24.0(15)	21.0(07)	24.7(26)	29.6(23)	34.8(08)	32.0(20)	27.6(13)	22.5(01)	22.5(21)	34.8(08/ago)	3.6(05)	4.2(04)	6.0(16)	4.2(04)	7.8(05)	10.4(11)	13.7(27)	15.3(13)	13.6(09)	10.5(22)	4.5(15)	4.7(04)	3.6(05/ene)	18	13	15		17	13	12	11	12	13	22	17	
1109	SANTANDER/PARAYAS	CANTABRIA	CAMARGO	3	349322	432526	24	6	13	13	17	15	13	13	16	20	23	16	189	10	17	14	13	15	17	17	20	19	16	11	21	190	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	0	5	0	2	1	0	0	1	0	0	1	0	0	0	5	1	8	8	3	5	2	7	0	4	2	0	2	42	20	3	9	14	11	11	7	11	7	13	19	8	133	1	1	0	3	0	1	5	3	1	1	4	1	21	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	1	0	0	0	5	7	5	5	6	2	2	0	0		4	18	11		0	0	0	0	0	0	0	0		0	2	5		16.8(31)	26.6(26)	24.2(03)	25.6(17)	26.5(31)	29.4(27)	32.5(04)	35.5(08)	32.1(20)	28.0(13)	22.6(01)	23.2(21)	35.5(08/ago)	-1.4(04)	1.0(04)	4.3(22)	2.4(13)	8.3(01)	9.0(13)	15.0(31)	14.1(16)	12.5(10)	8.2(22)	4.8(15)	1.2(30)	-1.4(04/ene)													
8500A	CASTELL”N-ALMASSORA	CASTELLON	ALMASSORA	43	4192	395726	1	0	3	11	6	0	3	2	6	5	6	5	48														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1																											0	0	0	1	1	0	3	1	2	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	29	25	6	0	0	0	65	4	3	0	3	0	1	0	1	2	0	1	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	22.1(31)	23.3(27)	24.8(04)	28.8(14)	28.5(08)	38.8(29)	36.6(23)	34.5(09)	31.5(01)	29.0(02)	27.3(02)	25.3(21)	38.8(29/jun)	3.0(11)	3.4(04)	6.9(08)	7.0(06)	9.3(04)	11.8(12)	20.8(29)	18.5(28)	15.2(11)	10.6(24)	5.3(19)	4.0(28)	3.0(11/ene)	9	8	8	11	9	9	8	8	8	7	10	8	9
5000C	CEUTA	CEUTA	CEUTA	87	520492	355319		2	4	11	0					5																		0	0	0	0					0					0	0	0	0					0					0	0	0	0					0																															0	0	0	0					0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	13	1	0	0	0	23	9	3	6		4		1	2	1		11	3		0	0	0		0		0	0	0		0	0		21.4(25)	20.8(28)	25.6(11)	24.0(13)	30.8(28)	30.8(30)	34.2(30)	36.4(08)	30.2(25)	29.9(06)	23.3(29)	21.4(23)	36.4(08/ago)	9.4(09)	7.9(03)	11.2(07)	10.0(06)	13.5(06)	15.4(04)	18.3(05)	19.5(13)	16.2(30)	13.7(22)	8.9(16)	11.0(17)	7.9(03/feb)	11	14	14	11	13	10	9	10	9		12	11	
4121	CIUDAD_REAL	CIUDAD_REAL	CIUDAD_REAL	628	355132	385921	7	2	5	17	3	1	1	2	10	8	22	13	91														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	5	2	3	0	0	0	0	0	0	1	2	2	9	19																											0	0	0	2	2	0	1	1	5	1	0	0	12	21	5	0	0	0	0	0	0	0	0	1	2	29	0	0	0	0	11	19	30	31	12	2	0	0	105	0	1	2	2	0	0		0		0	1	3		0	0	0	0	0	0		0		0	0	0		16.9(25)	22.8(26)	26.4(16)	28.5(30)	33.8(15)	42.7(28)	40.0(21)	38.9(17)	35.8(01)	31.6(09)	21.7(01)	18.3(16)	42.7(28/jun)	-4.4(12)	-2.6(04)	1.3(28)	2.5(04)	7.8(04)	9.6(12)	16.8(27)	16.1(24)	11.0(23)	5.8(16)	-0.2(19)	-1.4(30)	-4.4(12/ene)	6	6	9	9	9	9	8	8	8	6	9	8	8
5402	C”RDOBA/AEROPUERTO	CORDOBA	C”RDOBA	90	450482	375056	3	3	5	15	0	0	1	0	6	5	18	9	65				18	18	14	14	6	18	17		15	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	3	2	8				4	12	16	17	23	9	10		8					8	1	0	0	2	3	4		8		0	1	1	3	0	0	0	1	1	0	0	0	7	13	2		0	0	0	0		0	0	1	0		0	0		2	20	26	31		22	13	0	0			1			1		1		0		2				0			0		0		0		0			21.4(26)	24.8(28)		31.3(30)	37.1(28)	40.4(29)	41.8(11)		39.1(02)	35.1(07)	26.7(01)	21.2(16)		-2.5(11)	-0.3(03)		4.6(04)	11.0(13)	11.0(06)	16.5(08)		12.6(23)	6.5(16)	-1.8(16)	1.9(12)		9	6			11	13	13		9	8	10	10	
8096	CUENCA	CUENCA	CUENCA	948	207552	400402	8	0	5	13	4	3	3	6	12	9	23	10	96	9	14	15	15	11	19	17	19	21	19	10	17	186	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	5	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	1																											0	0	0	2	1	0	1	0	2	0	0	0	6	23	16	3	0	0	0	0	0	0	0	3	7	52	0	0	0	0	2	15	27	26	6	2	0	0	78	1	2	1	1	0	1	0	0	0	0		3		0	0	0	0	0	0	0	0	0	0		0		17.9(14)	22.5(27)	24.7(16)	25.2(30)	31.1(15)	39.2(29)	39.0(12)	36.2(17)	32.8(04)	30.3(09)	19.8(01)	20.7(25)	39.2(29/jun)	-5.8(11)	-2.3(04)	-1.7(20)	0.4(04)	2.0(04)	4.7(12)	12.8(28)	12.3(22)	8.5(23)	3.7(17)	-2.2(17)	-2.1(28)	-5.8(11/ene)	5	6	7	7	7	9	9	7	6	6	7	6	7
1014	HONDARRIBIA-MALKARROA	GIPUZKOA	HONDARRIBIA	4	147322	432125	21	8	13	19	19	13	14	12	16	19	26	15	195														0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	4	1	1	0	0	0	0	0	1	0	0	1	0	4	1	11	8	3	6	3	3	4	4	2	0	2	47	21	3	8	12	14	8	11	8	5	10	20	12	132	1	1	1	1	1	2	5	4	3	2	5	0	26	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	3	1	1	0	0	8	4	3	5		1		1	1	0	1		11		0	0	0		0		0	0	0	0		1		17.8(31)	26.1(27)	26.8(03)	26.2(15)	25.0(31)	35.1(27)	39.8(23)	34.2(08)	31.7(20)	30.1(13)	23.3(01)	22.4(21)	39.8(23/jul)	-2.2(05)	1.0(04)	3.5(12)	3.7(13)	4.0(05)	10.5(08)	13.8(29)	13.3(14)	11.9(07)	8.6(22)	2.8(20)	0.7(04)	-2.2(05/ene)	11	10	11	12	12	11	10	9	10	10	15	12	11
1024E	SAN_SEBASTI¡N_IGUELDO	GIPUZKOA	DONOSTIA/SAN_SEBASTI¡N	251	202282	431823	23	5	13	18	18	14	15	14	14	19	25	16	194	7	14	17		13	17	17	18	18	20	7	15	163	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	2	0	5	10	2	2	6	7	12	10	8	10	11	5	5	88	1	10	8		4	3	4	3	4	1	0	2		23	4	6		14	10	10	10	8	10	23	14		0	1	1	1	0	0	4	4	3	1	5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	7	10	11	9	9	5	8		1	6	9	21	15		4	1	1	0	0	0		0	0	0	4	5		16.0(31)	25.6(27)	23.3(03)	23.7(15)	23.3(31)	34.5(27)	39.0(23)	33.0(08)	29.2(20)	27.5(11)	21.8(01)	20.0(21)	39.0(23/jul)	0.5(04)	2.0(04)	5.0(20)	2.3(04)	3.6(05)	9.5(08)	13.9(31)	13.2(16)	11.0(09)	8.6(21)	3.9(15)	2.8(03)	0.5(04/ene)	16	19	15	14	15	13	12	10	12	17	22	20	15
367	GIRONA/COSTA_BRAVA	GIRONA	VILOBÕ_D'ONYAR	143	245481	415442	6	4	4	15	15	3	6	4	13	13	11	8	102		11	14	20	16	19	19	18	15				132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	1	4	5	3	1	0	0	3	1	3	34		14	14	1	7	8	10	12	9						3	3	9	8	3	2	1	6					0	0	0	4	2	0	2	2	3	3	0	0	16	23			0	0		0		0		4	1		0			0	0		27		11		0	0																												21.8(06)			21.6(30)	26.6(31)		36.1(07)		32.8(01)		24.9(02)	20.1(21)		-6.2(11)			0.1(05)	2.5(06)		14.3(28)		11.1(06)		-2.5(19)	-0.1(11)		8		11		13		14		10	10	9	9	
5530E	GRANADA/AEROPUERTO	GRANADA	CHAUCHINA	567	347222	371123	6	1	4	12	1	0	0	0	10	4	17	8	63	11	12	16	13	19	10	9	10	20	22	22	20	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	5	5	14	15	15	12	7	11	20	22	20	7	8	1	8	146	5	1	3	10	1	0	0	1	3	1	7	3	35	0	0	0	0	1	0	0	1	7	0	0	0	9	25	20	7	0	0	0	0	0	0	0	5	8	65	0	0	0	0	12	22	31	30	17	11	0	0	123	0	1	1		1	1	1	0	2	0	2	1		0	0	0		0	0	0	0	0	0	0	0		19.4(26)	22.9(28)	26.0(11)	28.5(17)	34.4(28)	42.6(28)	40.7(22)	39.7(06)	36.2(01)	33.1(07)	23.2(01)	20.6(24)	42.6(28/jun)	-6.9(12)	-3.6(04)	-0.9(08)	1.5(12)	7.8(21)	6.4(10)	13.3(10)	13.6(13)	9.5(26)	2.5(16)	-3.2(17)	-2.2(30)	-6.9(12/ene)	6	7	9		11	11	11	9	7	6	8	6	
5514	GRANADA/BASE_A…REA	GRANADA	ALHENDÕN	687	337532	370814	7	1	4	12	1	1	1	0	6	5	15	8	61	10	10	16	14	14	9	8	10	20	20	21	17	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	4	16	17	12	7	17	20	23	20	10	9	1	9	161	5	1	3	9	0	1	0	1	0	2	8	5	35	0	0	0	1	1	0	0	0	5	0	0	0	7	23	14	2	0	0	0	0	0	0	0	5	5	49	0	0	0	0	10	17	29	30	12	6	0	0	104	0	1			0	0	1	0	2	1	1	1		0	0			0	0	0	0	0	0	0	0		18.5(26)	22.2(28)	25.2(11)	28.6(17)	32.6(28)	40.0(28)	38.6(22)	39.4(06)	34.3(01)	32.4(07)	23.0(01)	20.6(27)	40.0(28/jun)	-5.4(12)	-3.2(03)	-0.4(08)	2.5(12)	7.3(18)	8.4(06)	12.4(09)	15.1(28)	10.3(30)	3.4(16)	-2.3(17)	-1.0(30)	-5.4(12/ene)	9			12	13								
3013	MOLINA_DE_ARAG”N	GUADALAJARA	MOLINA_DE_ARAG”N	1062	152442	405030	6	1	7	13	12	6	8	7	11	11	22	12	116														5	3	1	3	0	0	0	0	0	0	4	1	17	0	0	1	3	1	1	1	0	0	0	0	0	7	1	1	0	0	1	0	1	2	2	3	0	9	20																											0	0	1	3	2	2	9	3	5	0	0	0	25	26	26	26	7	3	1	0	0	0	0	7	16	112	0	0	0	0	0	9	23	19	1	0	0	0	52	2	1	1	4	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0				16.4(15)	21.8(27)	23.4(15)	23.9(17)	28.6(31)	37.8(29)	35.4(12)	33.2(17)	30.5(04)	28.4(08)	18.5(01)	16.2(25)	37.8(29/jun)	-11.3(11)	-9.1(17)	-7.2(21)	-4.8(13)	-2.0(06)	-0.6(12)	7.5(28)	6.2(14)	2.4(06)	0.7(27)	-5.6(19)	-8.5(28)	-11.3(11/ene)	7	5	7	9	8	8	7	7	6	6	10	8	7
4642E	HUELVA_RONDA_ESTE	HUELVA	HUELVA	19	654422	371642	5	4	5	12	0	0	0	1	3	8	22																0	0	0	0	0	0	0	0	0	0	0			0	0	0	1	0	0	0	0	0	0	0			3	1	2	1	0	3	0	0	3	2	6																													0	1	1	3	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	17	29	17	6	0	0	86	3	2	1	5	0	1	0	0	1	1	1	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5(26)	23.9(23)	28.3(11)	28.9(28)	34.3(11)	33.6(01)	37.0(20)	37.2(17)	34.6(03)	32.7(07)	26.0(01)	24.0(26)	37.2(17/ago)	0.4(07)	2.1(04)	5.5(22)	7.3(04)	11.8(06)	11.5(17)	15.3(05)	16.7(12)	14.2(23)	7.8(22)	4.6(19)	4.2(11)	0.4(07/ene)	9	9	12	14	15	16	16	14	13	11	12	11	13
9898	HUESCA/PIRINEOS	HUESCA	ALCAL¡_DEL_OBISPO	546	19322	420504	8	1	2	14	9	7	6	5	9	5	21	12	99														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	8	1	0	1	1	0	0	2	0	2	3	9	27																											0	0	1	3	2	2	6	4	3	2	1	0	24	17	4	0	1	0	0	0	0	0	0	3	4	29	0	0	0	0	1	16	24	23	0	0	0	0	64	3		0		0		1	0	0	1	1			0		0		0		0	0	0	0	0			15.9(14)	22.3(27)	23.2(16)	22.8(14)	30.0(15)	41.2(29)	38.9(23)	37.7(09)	29.7(17)	28.0(01)	20.3(01)	14.1(24)	41.2(29/jun)	-5.8(03)	-2.0(04)	1.0(21)	-0.5(04)	1.5(06)	6.2(12)	11.8(31)	11.4(14)	8.8(07)	6.4(21)	-2.3(19)	-2.8(29)	-5.8(03/ene)	7	8	8	10	9	12	11	8	7	8	8	7	9
5270B	JAÉN	JAEN	JA…N	580	348322	374639	3	1	3	16	1	0	2			3	11	7															0	0	0	0	0	0	0			0	1	0		1	0	0	0	0	0	0			0	0	1		0	0	0	0	0	0	0			0	1	2																												0	1	0	3	1	0	2			2	0	0		2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	11	16	29	29	9	3	0	0	97	1	3	4	3	1					0				0	0	0	0	0					0				16.8(14)	21.6(26)	24.6(16)	27.4(30)	32.9(31)	39.2(29)	40.6(22)	38.5(17)	35.5(02)	30.7(07)	22.5(01)	19.7(16)	40.6(22/jul)	-1.4(11)	-0.3(04)	4.5(20)	5.7(05)	10.7(04)	11.1(15)	15.9(09)	18.8(12)	13.7(11)	8.1(21)	1.6(16)	3.7(31)	-1.4(11/ene)	8	8	10	9	10	11		9		7	11		
9170	LOGRO—O/AGONCILLO	LA_RIOJA	AGONCILLO	353	219522	422708	13	3	4	16	10	8	13	5	10	9	25	10	126	16	13	20	18	19	23	21	19	20	26	15	22	232	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	3	6	14	7	11	11	2	5	5	8	11	6	2	0	1	69	8	4	0	10	7	2	2	1	4	3	15	8	64	0	0	0	2	0	3	5	2	3	0	1	0	16	2	10	3	0	0	0	0	0	0	0	0	2	17	0	0	0	0	1	15	19	23	2	0	0	0	60	2	1	1					0	0	0	5			0	0	0					0	0	0	0			15.9(01)	23.1(27)	24.0(24)	24.9(29)	30.5(31)	42.2(29)	38.9(23)	36.6(17)	30.7(17)	28.8(13)	21.9(01)	17.6(22)	42.2(29/jun)	-2.5(16)	-2.3(16)	-1.3(22)	2.1(06)	1.9(06)	2.7(12)	11.8(31)	10.9(23)	8.0(09)	5.6(22)	0.2(20)	-1.8(29)	-2.5(16/ene)	13	10	11	12	11		11	10	9	9	10	11	
C249I	FUERTEVENTURA/AEROPUERTO	LAS_PALMAS	PUERTO_DEL_ROSARIO	25	1351472	282641	3	3	3	2	0	1	1	0	2	4	7	5	31	24	16	28	27	19	20	26	19	22	24	28	28	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	3	3	11	7	4	10	6	5	1	3	68	4	0	0	0	1	3	1	2	2	2	1	0	16	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0		0		0		0	0	0		0	0	0	0		0		2		1	0	0		3		2			1		5		1	11			0		0			0		0		0	0			21.9(20)	27.0(26)	24.3(31)	26.5(29)		29.7(02)		31.5(17)		30.5(26)	27.9(02)	23.9(21)		12.7(10)	12.2(05)	13.4(27)	14.7(01)		16.5(17)		20.3(20)		17.8(24)	15.6(20)	12.7(15)			18	22			22		25	22	20	27		
C649I	GRAN_CANARIA/AEROPUERTO	LAS_PALMAS	INGENIO	32	1523432	275504	10	4	6	7	0	2	0	1	4	6	9	6	55	24	14	25	28	21	25	27	26	21	22	26	27	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	5	2	9	5	4	5	8	6	3	4	69	2	1	1	0	1	0	0	0	1	3	1	0	10	0	0	0	1	0	0	0	0	1	0	0	1	3	0	0	0		0	0		0		0				0	0	0		0	1		5		1					3			18						15				0			0						0			22.5(01)	27.2(23)	23.8(06)		29.2(27)	31.6(03)		31.7(16)		30.6(27)				13.2(13)	13.8(21)	13.1(26)		15.9(30)	16.8(17)		20.6(01)		17.3(22)					16	24	22	30	26	35	33	29	22	25		
C029O	LANZAROTE/AEROPUERTO	LAS_PALMAS	SAN_BARTOLOM…	14	1336012	285707	6	2	5	3	1	2	2	1	1	3	6	5	37	25	13		26	18	24	26	19	19	23	27	22	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15		4	12	6	5	11	9	8	2	7		2	0		0	1	0	0	1	2	0	1	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0		2	0	16	8	4	1	0		6		4	13					5	9		7		0		0	0					0	0		0		21.6(20)	25.2(11)	26.3(10)	26.2(28)		35.1(02)	29.6(26)	35.8(16)	32.8(30)	33.7(01)	32.3(02)	24.4(27)		11.5(10)	10.8(09)	12.0(16)	13.3(24)		15.0(17)	18.5(05)	20.0(01)	18.9(18)	14.9(25)	13.7(20)	12.5(15)		18	16	22	25	27		32	33	23	21		18	
2661	LE”N/VIRGEN_DEL_CAMINO	LEON	VALVERDE_DE_LA_VIRGEN	912	539042	423518	3	3	4	14	4	6	11	4	6	11	22	18	106	14	17	16	23	17	20	24	18	18	16	17	14	214	3	2	0	1	0	0	0	0	0	0	1	0	7	0	0	0	2	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	2	2	7	14	12	8	13	1	9	2	6	9	10	3	1	5	79	5	3	2	6	5	8	1	4	2	12	12	12	72	0	0	0	2	0	1	7	1	1	1	0	0	13	26	16	15	4	0	0	0	0	0	0	4	16	81	0	0	0	0	0	5	13	10	0	0	0	0	28		3	6		3	3	2	1		2	9	5			0	0		0	0	0	0		0	0	0		15.5(05)	20.9(25)	20.7(16)	22.8(29)	29.6(31)	35.7(28)	34.5(22)	31.9(03)	29.3(13)	26.9(07)	18.4(01)	18.1(30)	35.7(28/jun)	-5.3(11)	-5.1(04)	-3.2(18)	-3.2(04)	1.0(19)	1.2(06)	7.2(30)	6.7(12)	4.0(07)	1.1(21)	-2.7(19)	-5.1(27)	-5.3(11/ene)	11	9	14	16	13		11	12	12	12	18	12	
1549	PONFERRADA	LEON	PONFERRADA	534	636002	423350	10	6	7	17	6	11	10	7	7	15	28	17	141														1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	2	5	4	1	2	1	1	1	0	2	8	4	14	43																											0	0	0	0	0	1	7	1	3	0	1	0	13	19	11	3	0	0	0	0	0	0	0	1	9	43	0	0	0	0	5	7	20	18	6	0	0	0	56	0	1	0	0	0	0		0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0		15.4(24)	22.9(25)	24.2(24)	27.0(29)	33.9(31)	34.8(28)	37.6(22)	35.0(30)	34.0(13)	29.5(07)	20.8(01)	14.9(19)	37.6(22/jul)	-5.9(07)	-2.2(04)	-1.4(18)	1.1(11)	4.6(02)	5.6(12)	10.0(28)	9.2(13)	7.4(29)	4.2(22)	-0.9(19)	-3.6(29)	-5.9(07/ene)	5	4	6	8	8	7	7	7	6		7	4	
