,bus_based_companies_count,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,prov_total_millones_vehiculos_km,prov_porcentaje_carreteras_ccaa_y_estado,perc_calidad_cobertura_fija_movil,ccaa_accessibility_mean,tiene_cercanias,tiene_feve,tiene_ave,nume_estaciones_tren
4693,,abaltzisketa,abaltzisketa,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,abaltzisketa/guipuzcoa,Gipuzkoa,Abaltzisketa,3593.26,0.8,75.0,18.40637242,,,,
4694,,aduna,aduna,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,aduna/guipuzcoa,Gipuzkoa,Aduna,3593.26,0.8,100.0,18.40637242,,,,
4695,,aizarnazabal,aizarnazabal,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,aizarnazabal/guipuzcoa,Gipuzkoa,Aizarnazabal,3593.26,0.8,55.0,18.40637242,,,,
4696,,albiztur,albiztur,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,albiztur/guipuzcoa,Gipuzkoa,Albiztur,3593.26,0.8,75.0,18.40637242,,,,
4697,,alegia,alegia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,alegia/guipuzcoa,Gipuzkoa,Alegia,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4698,,alkiza,alkiza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,alkiza/guipuzcoa,Gipuzkoa,Alkiza,3593.26,0.8,75.0,18.40637242,,,,
4699,,altzo,altzo,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,altzo/guipuzcoa,Gipuzkoa,Altzo,3593.26,0.8,47.5,18.40637242,,,,
4700,,andoain,andoain,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,andoain/guipuzcoa,Gipuzkoa,Andoain,3593.26,0.8,97.5,18.40637242,1.0,0.0,0.0,4.0
4701,,anoeta,anoeta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,anoeta/guipuzcoa,Gipuzkoa,Anoeta,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4702,,antzuola,antzuola,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,antzuola/guipuzcoa,Gipuzkoa,Antzuola,3593.26,0.8,100.0,18.40637242,,,,
4703,,arama,arama,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,arama/guipuzcoa,Gipuzkoa,Arama,3593.26,0.8,100.0,18.40637242,,,,
4704,,aretxabaleta,aretxabaleta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,aretxabaleta/guipuzcoa,Gipuzkoa,Aretxabaleta,3593.26,0.8,69.75,18.40637242,,,,
4705,,asteasu,asteasu,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,asteasu/guipuzcoa,Gipuzkoa,Asteasu,3593.26,0.8,73.75,18.40637242,,,,
4706,,ataun,ataun,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ataun/guipuzcoa,Gipuzkoa,Ataun,3593.26,0.8,64.17,18.40637242,,,,
4707,,aia,aia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,aia/guipuzcoa,Gipuzkoa,Aia,3593.26,0.8,64.46,18.40637242,,,,
4708,,azkoitia,azkoitia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,azkoitia/guipuzcoa,Gipuzkoa,Azkoitia,3593.26,0.8,86.25,18.40637242,,,,
4709,,azpeitia,azpeitia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,azpeitia/guipuzcoa,Gipuzkoa,Azpeitia,3593.26,0.8,86.88,18.40637242,,,,
4710,,beasain,beasain,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,beasain/guipuzcoa,Gipuzkoa,Beasain,3593.26,0.8,74.38,18.40637242,1.0,0.0,0.0,1.0
4711,,beizama,beizama,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,beizama/guipuzcoa,Gipuzkoa,Beizama,3593.26,0.8,35.0,18.40637242,,,,
4712,,belauntza,belauntza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,belauntza/guipuzcoa,Gipuzkoa,Belauntza,3593.26,0.8,100.0,18.40637242,,,,
4713,,berastegi,berastegi,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,berastegi/guipuzcoa,Gipuzkoa,Berastegi,3593.26,0.8,93.75,18.40637242,,,,
4714,,bidania_goiatz,bidania_goiatz,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,bidania_goiatz/guipuzcoa,Gipuzkoa,Bidania-Goiatz,3593.26,0.8,62.5,18.40637242,,,,
4715,,zegama,zegama,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zegama/guipuzcoa,Gipuzkoa,Zegama,3593.26,0.8,70.5,18.40637242,,,,
4716,,zerain,zerain,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zerain/guipuzcoa,Gipuzkoa,Zerain,3593.26,0.8,47.5,18.40637242,,,,
4717,,zestoa,zestoa,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zestoa/guipuzcoa,Gipuzkoa,Zestoa,3593.26,0.8,89.29,18.40637242,,,,
4718,,deba,deba,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,deba/guipuzcoa,Gipuzkoa,Deba,3593.26,0.8,61.67,18.40637242,,,,
4719,,eibar,eibar,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,eibar/guipuzcoa,Gipuzkoa,Eibar,3593.26,0.8,84.38,18.40637242,,,,
4720,,elgoibar,elgoibar,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,elgoibar/guipuzcoa,Gipuzkoa,Elgoibar,3593.26,0.8,91.25,18.40637242,,,,
4721,,elgeta,elgeta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,elgeta/guipuzcoa,Gipuzkoa,Elgeta,3593.26,0.8,70.0,18.40637242,,,,
4722,,eskoriatza,eskoriatza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,eskoriatza/guipuzcoa,Gipuzkoa,Eskoriatza,3593.26,0.8,72.5,18.40637242,,,,
4723,,ezkio_itsaso,ezkio_itsaso,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ezkio_itsaso/guipuzcoa,Gipuzkoa,Ezkio-Itsaso,3593.26,0.8,72.08,18.40637242,,,,
4724,,hondarribia,hondarribia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,hondarribia/guipuzcoa,Gipuzkoa,Hondarribia,3593.26,0.8,85.5,18.40637242,,,,
4725,,gabiria,gabiria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,gabiria/guipuzcoa,Gipuzkoa,Gabiria,3593.26,0.8,100.0,18.40637242,,,,
4726,,getaria,getaria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,getaria/guipuzcoa,Gipuzkoa,Getaria,3593.26,0.8,76.0,18.40637242,,,,
4727,,hernani,hernani,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,hernani/guipuzcoa,Gipuzkoa,Hernani,3593.26,0.8,78.18,18.40637242,1.0,0.0,0.0,4.0
4728,,ibarra,ibarra,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ibarra/guipuzcoa,Gipuzkoa,Ibarra,3593.26,0.8,100.0,18.40637242,,,,
4729,,idiazabal,idiazabal,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,idiazabal/guipuzcoa,Gipuzkoa,Idiazabal,3593.26,0.8,75.0,18.40637242,,,,
4730,,ikaztegieta,ikaztegieta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ikaztegieta/guipuzcoa,Gipuzkoa,Ikaztegieta,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4731,,irun,irun,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,irun/guipuzcoa,Gipuzkoa,Irun,3593.26,0.8,80.0,18.40637242,1.0,0.0,0.0,4.0
4732,,irura,irura,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,irura/guipuzcoa,Gipuzkoa,Irura,3593.26,0.8,100.0,18.40637242,,,,
4733,,itsasondo,itsasondo,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,itsasondo/guipuzcoa,Gipuzkoa,Itsasondo,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4734,,lazkao,lazkao,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lazkao/guipuzcoa,Gipuzkoa,Lazkao,3593.26,0.8,76.25,18.40637242,,,,
4735,,legazpi,legazpi,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,legazpi/guipuzcoa,Gipuzkoa,Legazpi,3593.26,0.8,95.83,18.40637242,1.0,0.0,0.0,1.0
4736,,legorreta,legorreta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,legorreta/guipuzcoa,Gipuzkoa,Legorreta,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4737,,lezo,lezo,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lezo/guipuzcoa,Gipuzkoa,Lezo,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4738,,lizartza,lizartza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lizartza/guipuzcoa,Gipuzkoa,Lizartza,3593.26,0.8,75.0,18.40637242,,,,
4739,,mondragon,arrasate,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mondragon/guipuzcoa,Gipuzkoa,Arrasate/Mondragón,3593.26,0.8,,18.40637242,,,,
4740,,mutriku,mutriku,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mutriku/guipuzcoa,Gipuzkoa,Mutriku,3593.26,0.8,58.41,18.40637242,,,,
4741,,olaberria,olaberria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,olaberria/guipuzcoa,Gipuzkoa,Olaberria,3593.26,0.8,100.0,18.40637242,,,,
4742,,onati,onati,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,onati/guipuzcoa,Gipuzkoa,Oñati,3593.26,0.8,67.5,18.40637242,1.0,0.0,0.0,1.0
4743,,ormaiztegi,ormaiztegi,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ormaiztegi/guipuzcoa,Gipuzkoa,Ormaiztegi,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4744,,oiartzun,oiartzun,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,oiartzun/guipuzcoa,Gipuzkoa,Oiartzun,3593.26,0.8,87.5,18.40637242,,,,
4745,,pasaia,pasaia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,pasaia/guipuzcoa,Gipuzkoa,Pasaia,3593.26,0.8,90.0,18.40637242,1.0,0.0,0.0,1.0
4746,,soraluze_placencia_de_las_armas,soraluze_placencia_de_las_armas,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,soraluze_placencia_de_las_armas/guipuzcoa,Gipuzkoa,Soraluze-Placencia de las Armas,3593.26,0.8,100.0,18.40637242,,,,
4747,,errezil,errezil,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,errezil/guipuzcoa,Gipuzkoa,Errezil,3593.26,0.8,51.79,18.40637242,,,,
4748,,san_sebastian,donostia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,san_sebastian/guipuzcoa,Gipuzkoa,Donostia/San Sebastián,3593.26,0.8,,18.40637242,,,,
4749,,urnieta,urnieta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,urnieta/guipuzcoa,Gipuzkoa,Urnieta,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4750,,usurbil,usurbil,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,usurbil/guipuzcoa,Gipuzkoa,Usurbil,3593.26,0.8,100.0,18.40637242,,,,
4751,,bergara,bergara,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,bergara/guipuzcoa,Gipuzkoa,Bergara,3593.26,0.8,73.21,18.40637242,,,,
4752,,ordizia,ordizia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ordizia/guipuzcoa,Gipuzkoa,Ordizia,3593.26,0.8,100.0,18.40637242,1.0,0.0,0.0,1.0
4753,,urretxu,urretxu,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,urretxu/guipuzcoa,Gipuzkoa,Urretxu,3593.26,0.8,100.0,18.40637242,,,,
4754,,zaldibia,zaldibia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zaldibia/guipuzcoa,Gipuzkoa,Zaldibia,3593.26,0.8,100.0,18.40637242,,,,
4755,,zarautz,zarautz,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zarautz/guipuzcoa,Gipuzkoa,Zarautz,3593.26,0.8,74.38,18.40637242,,,,
4756,,zumaia,zumaia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zumaia/guipuzcoa,Gipuzkoa,Zumaia,3593.26,0.8,73.33,18.40637242,,,,
4757,,mendaro,mendaro,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mendaro/guipuzcoa,Gipuzkoa,Mendaro,3593.26,0.8,100.0,18.40637242,,,,
4758,,astigarraga,astigarraga,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,astigarraga/guipuzcoa,Gipuzkoa,Astigarraga,3593.26,0.8,100.0,18.40637242,,,,
4759,,baliarrain,baliarrain,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,baliarrain/guipuzcoa,Gipuzkoa,Baliarrain,3593.26,0.8,87.5,18.40637242,,,,
4760,,ayamonte,ayamonte,huesca,huesca,aragon,aragon,ayamonte/huesca,Huesca,Huesca,1758.71,0.9762951254044157,79.17,62.64830823,0.0,0.0,1.0,1.0
4761,,abiego,abiego,huesca,huesca,aragon,aragon,abiego/huesca,Huesca,Abiego,1758.71,0.9762951254044157,62.5,62.64830823,0.0,0.0,1.0,1.0
4762,,abizanda,abizanda,huesca,huesca,aragon,aragon,abizanda/huesca,Huesca,Abizanda,1758.71,0.9762951254044157,54.0,62.64830823,0.0,0.0,1.0,1.0
4763,,aguero,aguero,huesca,huesca,aragon,aragon,aguero/huesca,Huesca,Agüero,1758.71,0.9762951254044157,45.0,62.64830823,0.0,0.0,1.0,1.0
4764,,aisa,aisa,huesca,huesca,aragon,aragon,aisa/huesca,Huesca,Aisa,1758.71,0.9762951254044157,87.5,62.64830823,0.0,0.0,1.0,1.0
4765,,albalate_de_cinca,albalate_de_cinca,huesca,huesca,aragon,aragon,albalate_de_cinca/huesca,Huesca,Albalate de Cinca,1758.71,0.9762951254044157,90.0,62.64830823,,,,
4766,,albalatillo,albalatillo,huesca,huesca,aragon,aragon,albalatillo/huesca,Huesca,Albalatillo,1758.71,0.9762951254044157,62.5,62.64830823,0.0,0.0,1.0,1.0
4767,,albelda,albelda,huesca,huesca,aragon,aragon,albelda/huesca,Huesca,Albelda,1758.71,0.9762951254044157,100.0,62.64830823,0.0,0.0,1.0,1.0
4768,,albero_alto,albero_alto,huesca,huesca,aragon,aragon,albero_alto/huesca,Huesca,Albero Alto,1758.71,0.9762951254044157,77.5,62.64830823,0.0,0.0,1.0,1.0
4769,,albero_bajo,albero_bajo,huesca,huesca,aragon,aragon,albero_bajo/huesca,Huesca,Albero Bajo,1758.71,0.9762951254044157,77.5,62.64830823,0.0,0.0,1.0,1.0
4770,,alberuela_de_tubo,alberuela_de_tubo,huesca,huesca,aragon,aragon,alberuela_de_tubo/huesca,Huesca,Alberuela de Tubo,1758.71,0.9762951254044157,77.5,62.64830823,,,,
4771,,alcala_de_gurrea,alcala_de_gurrea,huesca,huesca,aragon,aragon,alcala_de_gurrea/huesca,Huesca,Alcalá de Gurrea,1758.71,0.9762951254044157,71.25,62.64830823,,,,
4772,,alcala_del_obispo,alcala_del_obispo,huesca,huesca,aragon,aragon,alcala_del_obispo/huesca,Huesca,Alcalá del Obispo,1758.71,0.9762951254044157,46.25,62.64830823,,,,
4773,,alcampell,alcampell,huesca,huesca,aragon,aragon,alcampell/huesca,Huesca,Alcampell,1758.71,0.9762951254044157,77.5,62.64830823,0.0,0.0,1.0,1.0
4774,,alcolea_de_cinca,alcolea_de_cinca,huesca,huesca,aragon,aragon,alcolea_de_cinca/huesca,Huesca,Alcolea de Cinca,1758.71,0.9762951254044157,100.0,62.64830823,,,,
4775,,alcubierre,alcubierre,huesca,huesca,aragon,aragon,alcubierre/huesca,Huesca,Alcubierre,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4776,,alerre,alerre,huesca,huesca,aragon,aragon,alerre/huesca,Huesca,Alerre,1758.71,0.9762951254044157,100.0,62.64830823,0.0,0.0,1.0,1.0
4777,,alfantega,alfantega,huesca,huesca,aragon,aragon,alfantega/huesca,Huesca,Alfántega,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4778,,almudevar,almudevar,huesca,huesca,aragon,aragon,almudevar/huesca,Huesca,Almudévar,1758.71,0.9762951254044157,81.88,62.64830823,0.0,0.0,1.0,1.0
4779,,almunia_de_san_juan,almunia_de_san_juan,huesca,huesca,aragon,aragon,almunia_de_san_juan/huesca,Huesca,Almunia de San Juan,1758.71,0.9762951254044157,88.75,62.64830823,,,,
4780,,almuniente,almuniente,huesca,huesca,aragon,aragon,almuniente/huesca,Huesca,Almuniente,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4781,,alquezar,alquezar,huesca,huesca,aragon,aragon,alquezar/huesca,Huesca,Alquézar,1758.71,0.9762951254044157,75.83,62.64830823,0.0,0.0,1.0,1.0
4782,,altorricon,altorricon,huesca,huesca,aragon,aragon,altorricon/huesca,Huesca,Altorricón,1758.71,0.9762951254044157,70.0,62.64830823,0.0,0.0,1.0,1.0
4783,,angues,angues,huesca,huesca,aragon,aragon,angues/huesca,Huesca,Angüés,1758.71,0.9762951254044157,57.5,62.64830823,0.0,0.0,1.0,1.0
4784,,anso,anso,huesca,huesca,aragon,aragon,anso/huesca,Huesca,Ansó,1758.71,0.9762951254044157,80.0,62.64830823,0.0,0.0,1.0,1.0
4785,,aragues_del_puerto,aragues_del_puerto,huesca,huesca,aragon,aragon,aragues_del_puerto/huesca,Huesca,Aragüés del Puerto,1758.71,0.9762951254044157,90.0,62.64830823,,,,
4786,,aren,aren,huesca,huesca,aragon,aragon,aren/huesca,Huesca,Arén,1758.71,0.9762951254044157,49.32,62.64830823,0.0,0.0,1.0,1.0
4787,,arguis,arguis,huesca,huesca,aragon,aragon,arguis/huesca,Huesca,Arguis,1758.71,0.9762951254044157,45.0,62.64830823,0.0,0.0,1.0,1.0
4788,,ayerbe,ayerbe,huesca,huesca,aragon,aragon,ayerbe/huesca,Huesca,Ayerbe,1758.71,0.9762951254044157,79.17,62.64830823,0.0,0.0,0.0,1.0
4789,,azanuy_alins,azanuy_alins,huesca,huesca,aragon,aragon,azanuy_alins/huesca,Huesca,Azanuy-Alins,1758.71,0.9762951254044157,52.5,62.64830823,0.0,0.0,1.0,1.0
4790,,azara,azara,huesca,huesca,aragon,aragon,azara/huesca,Huesca,Azara,1758.71,0.9762951254044157,70.0,62.64830823,0.0,0.0,1.0,1.0
4791,,baells,baells,huesca,huesca,aragon,aragon,baells/huesca,Huesca,Baélls,1758.71,0.9762951254044157,68.33,62.64830823,0.0,0.0,1.0,1.0
4792,,bailo,bailo,huesca,huesca,aragon,aragon,bailo/huesca,Huesca,Bailo,1758.71,0.9762951254044157,70.0,62.64830823,0.0,0.0,1.0,1.0
4793,,baldellou,baldellou,huesca,huesca,aragon,aragon,baldellou/huesca,Huesca,Baldellou,1758.71,0.9762951254044157,12.5,62.64830823,0.0,0.0,1.0,1.0
4794,,ballobar,ballobar,huesca,huesca,aragon,aragon,ballobar/huesca,Huesca,Ballobar,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4795,,barbastro,barbastro,huesca,huesca,aragon,aragon,barbastro/huesca,Huesca,Barbastro,1758.71,0.9762951254044157,93.33,62.64830823,0.0,0.0,1.0,1.0
4796,,barbunales,barbunales,huesca,huesca,aragon,aragon,barbunales/huesca,Huesca,Barbuñales,1758.71,0.9762951254044157,77.5,62.64830823,0.0,0.0,1.0,1.0
4797,,barcabo,barcabo,huesca,huesca,aragon,aragon,barcabo/huesca,Huesca,Bárcabo,1758.71,0.9762951254044157,49.38,62.64830823,0.0,0.0,1.0,1.0
4798,,belver_de_cinca,belver_de_cinca,huesca,huesca,aragon,aragon,belver_de_cinca/huesca,Huesca,Belver de Cinca,1758.71,0.9762951254044157,67.5,62.64830823,,,,
4799,,benabarre,benabarre,huesca,huesca,aragon,aragon,benabarre/huesca,Huesca,Benabarre,1758.71,0.9762951254044157,76.11,62.64830823,0.0,0.0,1.0,1.0
4800,,benasque,benasque,huesca,huesca,aragon,aragon,benasque/huesca,Huesca,Benasque,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4801,,berbegal,berbegal,huesca,huesca,aragon,aragon,berbegal/huesca,Huesca,Berbegal,1758.71,0.9762951254044157,77.5,62.64830823,0.0,0.0,1.0,1.0
4802,,bielsa,bielsa,huesca,huesca,aragon,aragon,bielsa/huesca,Huesca,Bielsa,1758.71,0.9762951254044157,73.75,62.64830823,0.0,0.0,1.0,1.0
4803,,bierge,bierge,huesca,huesca,aragon,aragon,bierge/huesca,Huesca,Bierge,1758.71,0.9762951254044157,31.11,62.64830823,0.0,0.0,1.0,1.0
4804,,biescas,biescas,huesca,huesca,aragon,aragon,biescas/huesca,Huesca,Biescas,1758.71,0.9762951254044157,84.42,62.64830823,0.0,0.0,1.0,1.0
4805,,binaced,binaced,huesca,huesca,aragon,aragon,binaced/huesca,Huesca,Binaced,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4806,,binefar,binefar,huesca,huesca,aragon,aragon,binefar/huesca,Huesca,Binéfar,1758.71,0.9762951254044157,100.0,62.64830823,0.0,0.0,0.0,1.0
4807,,bisaurri,bisaurri,huesca,huesca,aragon,aragon,bisaurri/huesca,Huesca,Bisaurri,1758.71,0.9762951254044157,71.25,62.64830823,0.0,0.0,1.0,1.0
4808,,blecua_y_torres,blecua_y_torres,huesca,huesca,aragon,aragon,blecua_y_torres/huesca,Huesca,Blecua y Torres,1758.71,0.9762951254044157,62.5,62.64830823,,,,
4809,,boltana,boltana,huesca,huesca,aragon,aragon,boltana/huesca,Huesca,Boltaña,1758.71,0.9762951254044157,50.0,62.64830823,0.0,0.0,1.0,1.0
4810,,bonansa,bonansa,huesca,huesca,aragon,aragon,bonansa/huesca,Huesca,Bonansa,1758.71,0.9762951254044157,39.64,62.64830823,0.0,0.0,1.0,1.0
4811,,broto,broto,huesca,huesca,aragon,aragon,broto/huesca,Huesca,Broto,1758.71,0.9762951254044157,76.67,62.64830823,0.0,0.0,1.0,1.0
4812,,caldearenas,caldearenas,huesca,huesca,aragon,aragon,caldearenas/huesca,Huesca,Caldearenas,1758.71,0.9762951254044157,66.94,62.64830823,0.0,0.0,0.0,4.0
4813,,campo,campo,huesca,huesca,aragon,aragon,campo/huesca,Huesca,Campo,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4814,,camporrells,camporrells,huesca,huesca,aragon,aragon,camporrells/huesca,Huesca,Camporrélls,1758.71,0.9762951254044157,77.5,62.64830823,0.0,0.0,1.0,1.0
4815,,canal_de_berdun,canal_de_berdun,huesca,huesca,aragon,aragon,canal_de_berdun/huesca,Huesca,Canal de Berdún,1758.71,0.9762951254044157,55.0,62.64830823,,,,
4816,,candasnos,candasnos,huesca,huesca,aragon,aragon,candasnos/huesca,Huesca,Candasnos,1758.71,0.9762951254044157,70.0,62.64830823,0.0,0.0,1.0,1.0
4817,,canfranc,canfranc,huesca,huesca,aragon,aragon,canfranc/huesca,Huesca,Canfranc,1758.71,0.9762951254044157,60.0,62.64830823,0.0,0.0,0.0,1.0
4818,,capella,capella,huesca,huesca,aragon,aragon,capella/huesca,Huesca,Capella,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4819,,casbas_de_huesca,casbas_de_huesca,huesca,huesca,aragon,aragon,casbas_de_huesca/huesca,Huesca,Casbas de Huesca,1758.71,0.9762951254044157,37.92,62.64830823,0.0,0.0,1.0,1.0
4820,,castejon_del_puente,castejon_del_puente,huesca,huesca,aragon,aragon,castejon_del_puente/huesca,Huesca,Castejón del Puente,1758.71,0.9762951254044157,100.0,62.64830823,,,,
4821,,castejon_de_monegros,castejon_de_monegros,huesca,huesca,aragon,aragon,castejon_de_monegros/huesca,Huesca,Castejón de Monegros,1758.71,0.9762951254044157,90.0,62.64830823,,,,
4822,,castejon_de_sos,castejon_de_sos,huesca,huesca,aragon,aragon,castejon_de_sos/huesca,Huesca,Castejón de Sos,1758.71,0.9762951254044157,90.0,62.64830823,,,,
4823,,castelflorite,castelflorite,huesca,huesca,aragon,aragon,castelflorite/huesca,Huesca,Castelflorite,1758.71,0.9762951254044157,40.0,62.64830823,,,,
4824,,castiello_de_jaca,castiello_de_jaca,huesca,huesca,aragon,aragon,castiello_de_jaca/huesca,Huesca,Castiello de Jaca,1758.71,0.9762951254044157,95.0,62.64830823,0.0,0.0,0.0,1.0
4825,,castillazuelo,castillazuelo,huesca,huesca,aragon,aragon,castillazuelo/huesca,Huesca,Castillazuelo,1758.71,0.9762951254044157,90.0,62.64830823,,,,
4826,,castillonroy,castillonroy,huesca,huesca,aragon,aragon,castillonroy/huesca,Huesca,Castillonroy,1758.71,0.9762951254044157,15.83,62.64830823,0.0,0.0,1.0,1.0
4827,,chalamera,chalamera,huesca,huesca,aragon,aragon,chalamera/huesca,Huesca,Chalamera,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4828,,esplus,esplus,huesca,huesca,aragon,aragon,esplus/huesca,Huesca,Esplús,1758.71,0.9762951254044157,43.0,62.64830823,0.0,0.0,1.0,1.0
4829,,estada,estada,huesca,huesca,aragon,aragon,estada/huesca,Huesca,Estada,1758.71,0.9762951254044157,60.0,62.64830823,0.0,0.0,1.0,1.0
4830,,estadilla,estadilla,huesca,huesca,aragon,aragon,estadilla/huesca,Huesca,Estadilla,1758.71,0.9762951254044157,45.0,62.64830823,0.0,0.0,1.0,1.0
4831,,fago,fago,huesca,huesca,aragon,aragon,fago/huesca,Huesca,Fago,1758.71,0.9762951254044157,50.0,62.64830823,0.0,0.0,1.0,1.0
4832,,fiscal,fiscal,huesca,huesca,aragon,aragon,fiscal/huesca,Huesca,Fiscal,1758.71,0.9762951254044157,67.32,62.64830823,0.0,0.0,1.0,1.0
4833,,fonz,fonz,huesca,huesca,aragon,aragon,fonz/huesca,Huesca,Fonz,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4834,,foradada_del_toscar,foradada_del_toscar,huesca,huesca,aragon,aragon,foradada_del_toscar/huesca,Huesca,Foradada del Toscar,1758.71,0.9762951254044157,70.25,62.64830823,,,,
4835,,fraga,fraga,huesca,huesca,aragon,aragon,fraga/huesca,Huesca,Fraga,1758.71,0.9762951254044157,75.0,62.64830823,0.0,0.0,1.0,1.0
4836,,la_fueva,la_fueva,huesca,huesca,aragon,aragon,la_fueva/huesca,Huesca,La Fueva,1758.71,0.9762951254044157,79.17,62.64830823,0.0,0.0,1.0,1.0
4837,,gistain,gistain,huesca,huesca,aragon,aragon,gistain/huesca,Huesca,Gistaín,1758.71,0.9762951254044157,90.0,62.64830823,0.0,0.0,1.0,1.0
4838,,el_grado,el_grado,huesca,huesca,aragon,aragon,el_grado/huesca,Huesca,El Grado,1758.71,0.9762951254044157,79.17,62.64830823,0.0,0.0,1.0,1.0
