,bus_based_companies_count,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,prov_total_millones_vehiculos_km,prov_porcentaje_carreteras_ccaa_y_estado,perc_calidad_cobertura_fija_movil,ccaa_accessibility_mean,tiene_cercanias,tiene_feve,tiene_ave,nume_estaciones_tren
1040,,san_nicolas_del_puerto,san_nicolas_del_puerto,sevilla,sevilla,andalucia,andalucia,san_nicolas_del_puerto/sevilla,Sevilla,San Nicolás del Puerto,7681.57,0.8641040828893053,58.75,51.60093823,,,,
1041,,santiponce,santiponce,sevilla,sevilla,andalucia,andalucia,santiponce/sevilla,Sevilla,Santiponce,7681.57,0.8641040828893053,100.0,51.60093823,1.0,0.0,1.0,100.0
1042,,el_saucejo,el_saucejo,sevilla,sevilla,andalucia,andalucia,el_saucejo/sevilla,Sevilla,El Saucejo,7681.57,0.8641040828893053,100.0,51.60093823,1.0,0.0,1.0,100.0
1043,,tocina,tocina,sevilla,sevilla,andalucia,andalucia,tocina/sevilla,Sevilla,Tocina,7681.57,0.8641040828893053,100.0,51.60093823,1.0,0.0,0.0,4.0
1044,,tomares,tomares,sevilla,sevilla,andalucia,andalucia,tomares/sevilla,Sevilla,Tomares,7681.57,0.8641040828893053,100.0,51.60093823,1.0,0.0,1.0,100.0
1045,,umbrete,umbrete,sevilla,sevilla,andalucia,andalucia,umbrete/sevilla,Sevilla,Umbrete,7681.57,0.8641040828893053,75.0,51.60093823,1.0,0.0,1.0,100.0
1046,,utrera,utrera,sevilla,sevilla,andalucia,andalucia,utrera/sevilla,Sevilla,Utrera,7681.57,0.8641040828893053,69.58,51.60093823,1.0,0.0,0.0,1.0
1047,,valencina_de_la_concepcion,valencina_de_la_concepcion,sevilla,sevilla,andalucia,andalucia,valencina_de_la_concepcion/sevilla,Sevilla,Valencina de la Concepción,7681.57,0.8641040828893053,100.0,51.60093823,1.0,0.0,0.0,1.0
1048,,villamanrique_de_la_condesa,villamanrique_de_la_condesa,sevilla,sevilla,andalucia,andalucia,villamanrique_de_la_condesa/sevilla,Sevilla,Villamanrique de la Condesa,7681.57,0.8641040828893053,70.0,51.60093823,,,,
1049,,villanueva_del_ariscal,villanueva_del_ariscal,sevilla,sevilla,andalucia,andalucia,villanueva_del_ariscal/sevilla,Sevilla,Villanueva del Ariscal,7681.57,0.8641040828893053,100.0,51.60093823,,,,
1050,,villanueva_del_rio_y_minas,villanueva_del_rio_y_minas,sevilla,sevilla,andalucia,andalucia,villanueva_del_rio_y_minas/sevilla,Sevilla,Villanueva del Río y Minas,7681.57,0.8641040828893053,85.0,51.60093823,1.0,0.0,0.0,1.0
1051,,villanueva_de_san_juan,villanueva_de_san_juan,sevilla,sevilla,andalucia,andalucia,villanueva_de_san_juan/sevilla,Sevilla,Villanueva de San Juan,7681.57,0.8641040828893053,60.0,51.60093823,,,,
1052,,villaverde_del_rio,villaverde_del_rio,sevilla,sevilla,andalucia,andalucia,villaverde_del_rio/sevilla,Sevilla,Villaverde del Río,7681.57,0.8641040828893053,100.0,51.60093823,,,,
1053,,isla_mayor,isla_mayor,sevilla,sevilla,andalucia,andalucia,isla_mayor/sevilla,Sevilla,Isla Mayor,7681.57,0.8641040828893053,100.0,51.60093823,1.0,0.0,1.0,100.0
1054,,el_cuervo_de_sevilla,el_cuervo_de_sevilla,sevilla,sevilla,andalucia,andalucia,el_cuervo_de_sevilla/sevilla,Sevilla,El Cuervo de Sevilla,7681.57,0.8641040828893053,80.0,51.60093823,1.0,0.0,1.0,100.0
1055,2.0,puertollano,puertollano,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,puertollano/ciudad_real,Ciudad Real,Puertollano,3308.56,0.858456851319003,73.75,58.62232947,0.0,0.0,1.0,1.0
1056,,abenojar,abenojar,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,abenojar/ciudad_real,Ciudad Real,Abenójar,3308.56,0.858456851319003,30.83,58.62232947,0.0,0.0,1.0,1.0
1057,,agudo,agudo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,agudo/ciudad_real,Ciudad Real,Agudo,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1058,,alamillo,alamillo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alamillo/ciudad_real,Ciudad Real,Alamillo,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1059,,albaladejo,albaladejo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,albaladejo/ciudad_real,Ciudad Real,Albaladejo,3308.56,0.858456851319003,60.0,58.62232947,0.0,0.0,1.0,1.0
1060,,alcazar_de_san_juan,alcazar_de_san_juan,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alcazar_de_san_juan/ciudad_real,Ciudad Real,Alcázar de San Juan,3308.56,0.858456851319003,71.67,58.62232947,0.0,0.0,0.0,4.0
1061,,alcoba,alcoba,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alcoba/ciudad_real,Ciudad Real,Alcoba,3308.56,0.858456851319003,22.5,58.62232947,0.0,0.0,1.0,1.0
1062,,alcolea_de_calatrava,alcolea_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alcolea_de_calatrava/ciudad_real,Ciudad Real,Alcolea de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1063,,alcubillas,alcubillas,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alcubillas/ciudad_real,Ciudad Real,Alcubillas,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1064,,aldea_del_rey,aldea_del_rey,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,aldea_del_rey/ciudad_real,Ciudad Real,Aldea del Rey,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1065,,alhambra,alhambra,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,alhambra/ciudad_real,Ciudad Real,Alhambra,3308.56,0.858456851319003,75.0,58.62232947,0.0,0.0,1.0,1.0
1066,,almaden,almaden,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almaden/ciudad_real,Ciudad Real,Almadén,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,0.0,1.0
1067,,almadenejos,almadenejos,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almadenejos/ciudad_real,Ciudad Real,Almadenejos,3308.56,0.858456851319003,28.75,58.62232947,0.0,0.0,1.0,1.0
1068,,almagro,almagro,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almagro/ciudad_real,Ciudad Real,Almagro,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,0.0,1.0
1069,,almedina,almedina,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almedina/ciudad_real,Ciudad Real,Almedina,3308.56,0.858456851319003,57.5,58.62232947,0.0,0.0,1.0,1.0
1070,,almodovar_del_campo,almodovar_del_campo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almodovar_del_campo/ciudad_real,Ciudad Real,Almodóvar del Campo,3308.56,0.858456851319003,36.14,58.62232947,0.0,0.0,1.0,1.0
1071,,almuradiel,almuradiel,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,almuradiel/ciudad_real,Ciudad Real,Almuradiel,3308.56,0.858456851319003,65.0,58.62232947,0.0,0.0,0.0,1.0
1072,,anchuras,anchuras,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,anchuras/ciudad_real,Ciudad Real,Anchuras,3308.56,0.858456851319003,25.5,58.62232947,0.0,0.0,1.0,1.0
1073,,arenas_de_san_juan,arenas_de_san_juan,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,arenas_de_san_juan/ciudad_real,Ciudad Real,Arenas de San Juan,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1074,,argamasilla_de_alba,argamasilla_de_alba,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,argamasilla_de_alba/ciudad_real,Ciudad Real,Argamasilla de Alba,3308.56,0.858456851319003,100.0,58.62232947,0.0,0.0,1.0,1.0
1075,,argamasilla_de_calatrava,argamasilla_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,argamasilla_de_calatrava/ciudad_real,Ciudad Real,Argamasilla de Calatrava,3308.56,0.858456851319003,100.0,58.62232947,,,,
1076,,arroba_de_los_montes,arroba_de_los_montes,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,arroba_de_los_montes/ciudad_real,Ciudad Real,Arroba de los Montes,3308.56,0.858456851319003,45.0,58.62232947,0.0,0.0,1.0,1.0
1077,,ballesteros_de_calatrava,ballesteros_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,ballesteros_de_calatrava/ciudad_real,Ciudad Real,Ballesteros de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,,,,
1078,,brazatortas,brazatortas,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,brazatortas/ciudad_real,Ciudad Real,Brazatortas,3308.56,0.858456851319003,43.33,58.62232947,0.0,0.0,0.0,1.0
1079,,cabezarrubias_del_puerto,cabezarrubias_del_puerto,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,cabezarrubias_del_puerto/ciudad_real,Ciudad Real,Cabezarrubias del Puerto,3308.56,0.858456851319003,45.0,58.62232947,,,,
1080,,calzada_de_calatrava,calzada_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,calzada_de_calatrava/ciudad_real,Ciudad Real,Calzada de Calatrava,3308.56,0.858456851319003,60.0,58.62232947,0.0,0.0,1.0,1.0
1081,,campo_de_criptana,campo_de_criptana,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,campo_de_criptana/ciudad_real,Ciudad Real,Campo de Criptana,3308.56,0.858456851319003,100.0,58.62232947,0.0,0.0,0.0,1.0
1082,,canada_de_calatrava,canada_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,canada_de_calatrava/ciudad_real,Ciudad Real,Cañada de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1083,,caracuel_de_calatrava,caracuel_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,caracuel_de_calatrava/ciudad_real,Ciudad Real,Caracuel de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1084,,carrion_de_calatrava,carrion_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,carrion_de_calatrava/ciudad_real,Ciudad Real,Carrión de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1085,,carrizosa,carrizosa,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,carrizosa/ciudad_real,Ciudad Real,Carrizosa,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1086,,castellar_de_santiago,castellar_de_santiago,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,castellar_de_santiago/ciudad_real,Ciudad Real,Castellar de Santiago,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1087,,ciudad_real,ciudad_real,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,ciudad_real/ciudad_real,Ciudad Real,Ciudad Real,3308.56,0.858456851319003,79.17,58.62232947,0.0,0.0,1.0,1.0
1088,,corral_de_calatrava,corral_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,corral_de_calatrava/ciudad_real,Ciudad Real,Corral de Calatrava,3308.56,0.858456851319003,45.0,58.62232947,0.0,0.0,1.0,1.0
1089,,los_cortijos,los_cortijos,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,los_cortijos/ciudad_real,Ciudad Real,Los Cortijos,3308.56,0.858456851319003,79.17,58.62232947,0.0,0.0,1.0,1.0
1090,,cozar,cozar,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,cozar/ciudad_real,Ciudad Real,Cózar,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1091,,chillon,chillon,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,chillon/ciudad_real,Ciudad Real,Chillón,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1092,,daimiel,daimiel,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,daimiel/ciudad_real,Ciudad Real,Daimiel,3308.56,0.858456851319003,100.0,58.62232947,0.0,0.0,0.0,1.0
1093,,fernan_caballero,fernan_caballero,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,fernan_caballero/ciudad_real,Ciudad Real,Fernán Caballero,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1094,,fuencaliente,fuencaliente,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,fuencaliente/ciudad_real,Ciudad Real,Fuencaliente,3308.56,0.858456851319003,47.5,58.62232947,0.0,0.0,1.0,1.0
1095,,fuenllana,fuenllana,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,fuenllana/ciudad_real,Ciudad Real,Fuenllana,3308.56,0.858456851319003,57.5,58.62232947,0.0,0.0,1.0,1.0
1096,,fuente_el_fresno,fuente_el_fresno,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,fuente_el_fresno/ciudad_real,Ciudad Real,Fuente el Fresno,3308.56,0.858456851319003,40.0,58.62232947,0.0,0.0,1.0,1.0
1097,,granatula_de_calatrava,granatula_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,granatula_de_calatrava/ciudad_real,Ciudad Real,Granátula de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1098,,guadalmez,guadalmez,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,guadalmez/ciudad_real,Ciudad Real,Guadalmez,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,0.0,1.0
1099,,hinojosas_de_calatrava,hinojosas_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,hinojosas_de_calatrava/ciudad_real,Ciudad Real,Hinojosas de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1100,,horcajo_de_los_montes,horcajo_de_los_montes,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,horcajo_de_los_montes/ciudad_real,Ciudad Real,Horcajo de los Montes,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1101,,las_labores,las_labores,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,las_labores/ciudad_real,Ciudad Real,Las Labores,3308.56,0.858456851319003,79.17,58.62232947,0.0,0.0,1.0,1.0
1102,,luciana,luciana,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,luciana/ciudad_real,Ciudad Real,Luciana,3308.56,0.858456851319003,57.5,58.62232947,0.0,0.0,1.0,1.0
1103,,malagon,malagon,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,malagon/ciudad_real,Ciudad Real,Malagón,3308.56,0.858456851319003,63.13,58.62232947,0.0,0.0,1.0,1.0
1104,,manzanares,manzanares,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,manzanares/ciudad_real,Ciudad Real,Manzanares,3308.56,0.858456851319003,75.0,58.62232947,0.0,0.0,0.0,1.0
1105,,membrilla,membrilla,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,membrilla/ciudad_real,Ciudad Real,Membrilla,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1106,,mestanza,mestanza,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,mestanza/ciudad_real,Ciudad Real,Mestanza,3308.56,0.858456851319003,15.0,58.62232947,0.0,0.0,1.0,1.0
1107,,miguelturra,miguelturra,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,miguelturra/ciudad_real,Ciudad Real,Miguelturra,3308.56,0.858456851319003,80.0,58.62232947,0.0,0.0,1.0,1.0
1108,,montiel,montiel,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,montiel/ciudad_real,Ciudad Real,Montiel,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1109,,moral_de_calatrava,moral_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,moral_de_calatrava/ciudad_real,Ciudad Real,Moral de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1110,,pedro_munoz,pedro_munoz,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,pedro_munoz/ciudad_real,Ciudad Real,Pedro Muñoz,3308.56,0.858456851319003,100.0,58.62232947,0.0,0.0,1.0,1.0
1111,,piedrabuena,piedrabuena,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,piedrabuena/ciudad_real,Ciudad Real,Piedrabuena,3308.56,0.858456851319003,35.0,58.62232947,0.0,0.0,1.0,1.0
1112,,porzuna,porzuna,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,porzuna/ciudad_real,Ciudad Real,Porzuna,3308.56,0.858456851319003,36.15,58.62232947,0.0,0.0,1.0,1.0
1113,,pozuelo_de_calatrava,pozuelo_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,pozuelo_de_calatrava/ciudad_real,Ciudad Real,Pozuelo de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1114,,puebla_de_don_rodrigo,puebla_de_don_rodrigo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,puebla_de_don_rodrigo/ciudad_real,Ciudad Real,Puebla de Don Rodrigo,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1115,,puebla_del_principe,puebla_del_principe,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,puebla_del_principe/ciudad_real,Ciudad Real,Puebla del Príncipe,3308.56,0.858456851319003,57.5,58.62232947,0.0,0.0,1.0,1.0
1116,,puerto_lapice,puerto_lapice,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,puerto_lapice/ciudad_real,Ciudad Real,Puerto Lápice,3308.56,0.858456851319003,45.0,58.62232947,0.0,0.0,1.0,1.0
1117,,san_carlos_del_valle,san_carlos_del_valle,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,san_carlos_del_valle/ciudad_real,Ciudad Real,San Carlos del Valle,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1118,,santa_cruz_de_los_canamos,santa_cruz_de_los_canamos,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,santa_cruz_de_los_canamos/ciudad_real,Ciudad Real,Santa Cruz de los Cáñamos,3308.56,0.858456851319003,37.5,58.62232947,,,,
1119,,santa_cruz_de_mudela,santa_cruz_de_mudela,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,santa_cruz_de_mudela/ciudad_real,Ciudad Real,Santa Cruz de Mudela,3308.56,0.858456851319003,35.0,58.62232947,0.0,0.0,0.0,1.0
1120,,socuellamos,socuellamos,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,socuellamos/ciudad_real,Ciudad Real,Socuéllamos,3308.56,0.858456851319003,100.0,58.62232947,0.0,0.0,0.0,1.0
1121,,la_solana,la_solana,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,la_solana/ciudad_real,Ciudad Real,La Solana,3308.56,0.858456851319003,79.17,58.62232947,0.0,0.0,1.0,1.0
1122,,solana_del_pino,solana_del_pino,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,solana_del_pino/ciudad_real,Ciudad Real,Solana del Pino,3308.56,0.858456851319003,35.0,58.62232947,0.0,0.0,1.0,1.0
1123,,terrinches,terrinches,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,terrinches/ciudad_real,Ciudad Real,Terrinches,3308.56,0.858456851319003,35.0,58.62232947,0.0,0.0,1.0,1.0
1124,,tomelloso,tomelloso,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,tomelloso/ciudad_real,Ciudad Real,Tomelloso,3308.56,0.858456851319003,56.25,58.62232947,0.0,0.0,1.0,1.0
1125,,torralba_de_calatrava,torralba_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,torralba_de_calatrava/ciudad_real,Ciudad Real,Torralba de Calatrava,3308.56,0.858456851319003,60.0,58.62232947,0.0,0.0,1.0,1.0
1126,,torre_de_juan_abad,torre_de_juan_abad,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,torre_de_juan_abad/ciudad_real,Ciudad Real,Torre de Juan Abad,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1127,,torrenueva,torrenueva,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,torrenueva/ciudad_real,Ciudad Real,Torrenueva,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1128,,valdemanco_del_esteras,valdemanco_del_esteras,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,valdemanco_del_esteras/ciudad_real,Ciudad Real,Valdemanco del Esteras,3308.56,0.858456851319003,10.0,58.62232947,0.0,0.0,1.0,1.0
1129,,valdepenas,valdepenas,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,valdepenas/ciudad_real,Ciudad Real,Valdepeñas,3308.56,0.858456851319003,90.0,58.62232947,0.0,0.0,0.0,1.0
1130,,valenzuela_de_calatrava,valenzuela_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,valenzuela_de_calatrava/ciudad_real,Ciudad Real,Valenzuela de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,,,,
1131,,villahermosa,villahermosa,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villahermosa/ciudad_real,Ciudad Real,Villahermosa,3308.56,0.858456851319003,56.67,58.62232947,0.0,0.0,1.0,1.0
1132,,villamanrique,villamanrique,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villamanrique/ciudad_real,Ciudad Real,Villamanrique,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1133,,villamayor_de_calatrava,villamayor_de_calatrava,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villamayor_de_calatrava/ciudad_real,Ciudad Real,Villamayor de Calatrava,3308.56,0.858456851319003,70.0,58.62232947,,,,
1134,,villanueva_de_la_fuente,villanueva_de_la_fuente,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villanueva_de_la_fuente/ciudad_real,Ciudad Real,Villanueva de la Fuente,3308.56,0.858456851319003,70.0,58.62232947,,,,
1135,,villanueva_de_los_infantes,villanueva_de_los_infantes,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villanueva_de_los_infantes/ciudad_real,Ciudad Real,Villanueva de los Infantes,3308.56,0.858456851319003,65.0,58.62232947,,,,
1136,,villanueva_de_san_carlos,villanueva_de_san_carlos,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villanueva_de_san_carlos/ciudad_real,Ciudad Real,Villanueva de San Carlos,3308.56,0.858456851319003,60.0,58.62232947,,,,
1137,,villar_del_pozo,villar_del_pozo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villar_del_pozo/ciudad_real,Ciudad Real,Villar del Pozo,3308.56,0.858456851319003,60.0,58.62232947,0.0,0.0,1.0,1.0
1138,,villarrubia_de_los_ojos,villarrubia_de_los_ojos,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villarrubia_de_los_ojos/ciudad_real,Ciudad Real,Villarrubia de los Ojos,3308.56,0.858456851319003,100.0,58.62232947,,,,
1139,,villarta_de_san_juan,villarta_de_san_juan,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,villarta_de_san_juan/ciudad_real,Ciudad Real,Villarta de San Juan,3308.56,0.858456851319003,70.0,58.62232947,0.0,0.0,1.0,1.0
1140,,viso_del_marques,viso_del_marques,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,viso_del_marques/ciudad_real,Ciudad Real,Viso del Marqués,3308.56,0.858456851319003,60.0,58.62232947,0.0,0.0,1.0,1.0
1141,,el_robledo,el_robledo,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,el_robledo/ciudad_real,Ciudad Real,El Robledo,3308.56,0.858456851319003,79.17,58.62232947,0.0,0.0,1.0,1.0
1142,,ruidera,ruidera,ciudad_real,ciudad_real,castilla_la_mancha,castilla_la_mancha,ruidera/ciudad_real,Ciudad Real,Ruidera,3308.56,0.858456851319003,57.5,58.62232947,0.0,0.0,1.0,1.0
