,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original
3090,zegama,zegama,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zegama/guipuzcoa,Gipuzkoa,Zegama
3091,zerain,zerain,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zerain/guipuzcoa,Gipuzkoa,Zerain
3092,zestoa,zestoa,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zestoa/guipuzcoa,Gipuzkoa,Zestoa
3093,deba,deba,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,deba/guipuzcoa,Gipuzkoa,Deba
3094,eibar,eibar,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,eibar/guipuzcoa,Gipuzkoa,Eibar
3095,elgoibar,elgoibar,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,elgoibar/guipuzcoa,Gipuzkoa,Elgoibar
3096,elgeta,elgeta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,elgeta/guipuzcoa,Gipuzkoa,Elgeta
3097,eskoriatza,eskoriatza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,eskoriatza/guipuzcoa,Gipuzkoa,Eskoriatza
3098,ezkio_itsaso,ezkio_itsaso,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ezkio_itsaso/guipuzcoa,Gipuzkoa,Ezkio-Itsaso
3099,hondarribia,hondarribia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,hondarribia/guipuzcoa,Gipuzkoa,Hondarribia
3100,gabiria,gabiria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,gabiria/guipuzcoa,Gipuzkoa,Gabiria
3101,getaria,getaria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,getaria/guipuzcoa,Gipuzkoa,Getaria
3102,hernani,hernani,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,hernani/guipuzcoa,Gipuzkoa,Hernani
3103,ibarra,ibarra,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ibarra/guipuzcoa,Gipuzkoa,Ibarra
3104,idiazabal,idiazabal,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,idiazabal/guipuzcoa,Gipuzkoa,Idiazabal
3105,ikaztegieta,ikaztegieta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ikaztegieta/guipuzcoa,Gipuzkoa,Ikaztegieta
3106,irun,irun,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,irun/guipuzcoa,Gipuzkoa,Irun
3107,irura,irura,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,irura/guipuzcoa,Gipuzkoa,Irura
3108,itsasondo,itsasondo,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,itsasondo/guipuzcoa,Gipuzkoa,Itsasondo
3109,lazkao,lazkao,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lazkao/guipuzcoa,Gipuzkoa,Lazkao
3110,legazpi,legazpi,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,legazpi/guipuzcoa,Gipuzkoa,Legazpi
3111,legorreta,legorreta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,legorreta/guipuzcoa,Gipuzkoa,Legorreta
3112,lezo,lezo,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lezo/guipuzcoa,Gipuzkoa,Lezo
3113,lizartza,lizartza,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,lizartza/guipuzcoa,Gipuzkoa,Lizartza
3114,mondragon,arrasate,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mondragon/guipuzcoa,Gipuzkoa,Arrasate/Mondragón
3115,mutriku,mutriku,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mutriku/guipuzcoa,Gipuzkoa,Mutriku
3116,olaberria,olaberria,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,olaberria/guipuzcoa,Gipuzkoa,Olaberria
3117,onati,onati,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,onati/guipuzcoa,Gipuzkoa,Oñati
3118,ormaiztegi,ormaiztegi,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ormaiztegi/guipuzcoa,Gipuzkoa,Ormaiztegi
3119,oiartzun,oiartzun,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,oiartzun/guipuzcoa,Gipuzkoa,Oiartzun
3120,pasaia,pasaia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,pasaia/guipuzcoa,Gipuzkoa,Pasaia
3121,soraluze_placencia_de_las_armas,soraluze_placencia_de_las_armas,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,soraluze_placencia_de_las_armas/guipuzcoa,Gipuzkoa,Soraluze-Placencia de las Armas
3122,errezil,errezil,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,errezil/guipuzcoa,Gipuzkoa,Errezil
3123,san_sebastian,donostia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,san_sebastian/guipuzcoa,Gipuzkoa,Donostia/San Sebastián
3124,urnieta,urnieta,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,urnieta/guipuzcoa,Gipuzkoa,Urnieta
3125,usurbil,usurbil,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,usurbil/guipuzcoa,Gipuzkoa,Usurbil
3126,bergara,bergara,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,bergara/guipuzcoa,Gipuzkoa,Bergara
3127,ordizia,ordizia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,ordizia/guipuzcoa,Gipuzkoa,Ordizia
3128,urretxu,urretxu,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,urretxu/guipuzcoa,Gipuzkoa,Urretxu
3129,zaldibia,zaldibia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zaldibia/guipuzcoa,Gipuzkoa,Zaldibia
3130,zarautz,zarautz,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zarautz/guipuzcoa,Gipuzkoa,Zarautz
3131,zumaia,zumaia,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,zumaia/guipuzcoa,Gipuzkoa,Zumaia
3132,mendaro,mendaro,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,mendaro/guipuzcoa,Gipuzkoa,Mendaro
3133,astigarraga,astigarraga,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,astigarraga/guipuzcoa,Gipuzkoa,Astigarraga
3134,baliarrain,baliarrain,guipuzkoa,gipuzkoa,pais_vasco,pais_vasco,baliarrain/guipuzcoa,Gipuzkoa,Baliarrain
3135,alajar,alajar,huelva,huelva,andalucia,andalucia,alajar/huelva,Huelva,Alájar
3136,aljaraque,aljaraque,huelva,huelva,andalucia,andalucia,aljaraque/huelva,Huelva,Aljaraque
3137,el_almendro,el_almendro,huelva,huelva,andalucia,andalucia,el_almendro/huelva,Huelva,El Almendro
3138,almonaster_la_real,almonaster_la_real,huelva,huelva,andalucia,andalucia,almonaster_la_real/huelva,Huelva,Almonaster la Real
3139,almonte,almonte,huelva,huelva,andalucia,andalucia,almonte/huelva,Huelva,Almonte
3140,alosno,alosno,huelva,huelva,andalucia,andalucia,alosno/huelva,Huelva,Alosno
3141,aracena,aracena,huelva,huelva,andalucia,andalucia,aracena/huelva,Huelva,Aracena
3142,aroche,aroche,huelva,huelva,andalucia,andalucia,aroche/huelva,Huelva,Aroche
3143,arroyomolinos_de_leon,arroyomolinos_de_leon,huelva,huelva,andalucia,andalucia,arroyomolinos_de_leon/huelva,Huelva,Arroyomolinos de León
3144,ayamonte,ayamonte,huelva,huelva,andalucia,andalucia,ayamonte/huelva,Huelva,Ayamonte
3145,beas,beas,huelva,huelva,andalucia,andalucia,beas/huelva,Huelva,Beas
3146,berrocal,berrocal,huelva,huelva,andalucia,andalucia,berrocal/huelva,Huelva,Berrocal
3147,bonares,bonares,huelva,huelva,andalucia,andalucia,bonares/huelva,Huelva,Bonares
3148,cala,cala,huelva,huelva,andalucia,andalucia,cala/huelva,Huelva,Cala
3149,calanas,calanas,huelva,huelva,andalucia,andalucia,calanas/huelva,Huelva,Calañas
3150,campofrio,campofrio,huelva,huelva,andalucia,andalucia,campofrio/huelva,Huelva,Campofrío
3151,canaveral_de_leon,canaveral_de_leon,huelva,huelva,andalucia,andalucia,canaveral_de_leon/huelva,Huelva,Cañaveral de León
3152,cartaya,cartaya,huelva,huelva,andalucia,andalucia,cartaya/huelva,Huelva,Cartaya
3153,castano_del_robledo,castano_del_robledo,huelva,huelva,andalucia,andalucia,castano_del_robledo/huelva,Huelva,Castaño del Robledo
3154,el_cerro_de_andevalo,el_cerro_de_andevalo,huelva,huelva,andalucia,andalucia,el_cerro_de_andevalo/huelva,Huelva,El Cerro de Andévalo
3155,cortegana,cortegana,huelva,huelva,andalucia,andalucia,cortegana/huelva,Huelva,Cortegana
3156,cumbres_de_enmedio,cumbres_de_enmedio,huelva,huelva,andalucia,andalucia,cumbres_de_enmedio/huelva,Huelva,Cumbres de Enmedio
3157,cumbres_de_san_bartolome,cumbres_de_san_bartolome,huelva,huelva,andalucia,andalucia,cumbres_de_san_bartolome/huelva,Huelva,Cumbres de San Bartolomé
3158,cumbres_mayores,cumbres_mayores,huelva,huelva,andalucia,andalucia,cumbres_mayores/huelva,Huelva,Cumbres Mayores
3159,chucena,chucena,huelva,huelva,andalucia,andalucia,chucena/huelva,Huelva,Chucena
3160,encinasola,encinasola,huelva,huelva,andalucia,andalucia,encinasola/huelva,Huelva,Encinasola
3161,escacena_del_campo,escacena_del_campo,huelva,huelva,andalucia,andalucia,escacena_del_campo/huelva,Huelva,Escacena del Campo
3162,gibraleon,gibraleon,huelva,huelva,andalucia,andalucia,gibraleon/huelva,Huelva,Gibraleón
3163,el_granado,el_granado,huelva,huelva,andalucia,andalucia,el_granado/huelva,Huelva,El Granado
3164,higuera_de_la_sierra,higuera_de_la_sierra,huelva,huelva,andalucia,andalucia,higuera_de_la_sierra/huelva,Huelva,Higuera de la Sierra
3165,hinojos,hinojos,huelva,huelva,andalucia,andalucia,hinojos/huelva,Huelva,Hinojos
3166,huelva,huelva,huelva,huelva,andalucia,andalucia,huelva/huelva,Huelva,Huelva
3167,isla_cristina,isla_cristina,huelva,huelva,andalucia,andalucia,isla_cristina/huelva,Huelva,Isla Cristina
3168,jabugo,jabugo,huelva,huelva,andalucia,andalucia,jabugo/huelva,Huelva,Jabugo
3169,lepe,lepe,huelva,huelva,andalucia,andalucia,lepe/huelva,Huelva,Lepe
3170,lucena_del_puerto,lucena_del_puerto,huelva,huelva,andalucia,andalucia,lucena_del_puerto/huelva,Huelva,Lucena del Puerto
3171,manzanilla,manzanilla,huelva,huelva,andalucia,andalucia,manzanilla/huelva,Huelva,Manzanilla
3172,minas_de_riotinto,minas_de_riotinto,huelva,huelva,andalucia,andalucia,minas_de_riotinto/huelva,Huelva,Minas de Riotinto
3173,moguer,moguer,huelva,huelva,andalucia,andalucia,moguer/huelva,Huelva,Moguer
3174,nerva,nerva,huelva,huelva,andalucia,andalucia,nerva/huelva,Huelva,Nerva
3175,niebla,niebla,huelva,huelva,andalucia,andalucia,niebla/huelva,Huelva,Niebla
3176,la_palma_del_condado,la_palma_del_condado,huelva,huelva,andalucia,andalucia,la_palma_del_condado/huelva,Huelva,La Palma del Condado
3177,palos_de_la_frontera,palos_de_la_frontera,huelva,huelva,andalucia,andalucia,palos_de_la_frontera/huelva,Huelva,Palos de la Frontera
3178,paterna_del_campo,paterna_del_campo,huelva,huelva,andalucia,andalucia,paterna_del_campo/huelva,Huelva,Paterna del Campo
3179,paymogo,paymogo,huelva,huelva,andalucia,andalucia,paymogo/huelva,Huelva,Paymogo
3180,puebla_de_guzman,puebla_de_guzman,huelva,huelva,andalucia,andalucia,puebla_de_guzman/huelva,Huelva,Puebla de Guzmán
3181,rociana_del_condado,rociana_del_condado,huelva,huelva,andalucia,andalucia,rociana_del_condado/huelva,Huelva,Rociana del Condado
3182,rosal_de_la_frontera,rosal_de_la_frontera,huelva,huelva,andalucia,andalucia,rosal_de_la_frontera/huelva,Huelva,Rosal de la Frontera
3183,san_bartolome_de_la_torre,san_bartolome_de_la_torre,huelva,huelva,andalucia,andalucia,san_bartolome_de_la_torre/huelva,Huelva,San Bartolomé de la Torre
3184,san_juan_del_puerto,san_juan_del_puerto,huelva,huelva,andalucia,andalucia,san_juan_del_puerto/huelva,Huelva,San Juan del Puerto
3185,sanlucar_de_guadiana,sanlucar_de_guadiana,huelva,huelva,andalucia,andalucia,sanlucar_de_guadiana/huelva,Huelva,Sanlúcar de Guadiana
3186,san_silvestre_de_guzman,san_silvestre_de_guzman,huelva,huelva,andalucia,andalucia,san_silvestre_de_guzman/huelva,Huelva,San Silvestre de Guzmán
3187,santa_barbara_de_casa,santa_barbara_de_casa,huelva,huelva,andalucia,andalucia,santa_barbara_de_casa/huelva,Huelva,Santa Bárbara de Casa
3188,santa_olalla_del_cala,santa_olalla_del_cala,huelva,huelva,andalucia,andalucia,santa_olalla_del_cala/huelva,Huelva,Santa Olalla del Cala
3189,valverde_del_camino,valverde_del_camino,huelva,huelva,andalucia,andalucia,valverde_del_camino/huelva,Huelva,Valverde del Camino
3190,villablanca,villablanca,huelva,huelva,andalucia,andalucia,villablanca/huelva,Huelva,Villablanca
3191,villalba_del_alcor,villalba_del_alcor,huelva,huelva,andalucia,andalucia,villalba_del_alcor/huelva,Huelva,Villalba del Alcor
3192,villanueva_de_las_cruces,villanueva_de_las_cruces,huelva,huelva,andalucia,andalucia,villanueva_de_las_cruces/huelva,Huelva,Villanueva de las Cruces
3193,villarrasa,villarrasa,huelva,huelva,andalucia,andalucia,villarrasa/huelva,Huelva,Villarrasa
3194,zalamea_la_real,zalamea_la_real,huelva,huelva,andalucia,andalucia,zalamea_la_real/huelva,Huelva,Zalamea la Real
3195,zufre,zufre,huelva,huelva,andalucia,andalucia,zufre/huelva,Huelva,Zufre
3196,ayamonte,ayamonte,huesca,huesca,aragon,aragon,ayamonte/huesca,Huesca,Huesca
3197,abiego,abiego,huesca,huesca,aragon,aragon,abiego/huesca,Huesca,Abiego
3198,abizanda,abizanda,huesca,huesca,aragon,aragon,abizanda/huesca,Huesca,Abizanda
3199,aguero,aguero,huesca,huesca,aragon,aragon,aguero/huesca,Huesca,Agüero
3200,aisa,aisa,huesca,huesca,aragon,aragon,aisa/huesca,Huesca,Aisa
3201,albalate_de_cinca,albalate_de_cinca,huesca,huesca,aragon,aragon,albalate_de_cinca/huesca,Huesca,Albalate de Cinca
3202,albalatillo,albalatillo,huesca,huesca,aragon,aragon,albalatillo/huesca,Huesca,Albalatillo
3203,albelda,albelda,huesca,huesca,aragon,aragon,albelda/huesca,Huesca,Albelda
3204,albero_alto,albero_alto,huesca,huesca,aragon,aragon,albero_alto/huesca,Huesca,Albero Alto
3205,albero_bajo,albero_bajo,huesca,huesca,aragon,aragon,albero_bajo/huesca,Huesca,Albero Bajo
3206,alberuela_de_tubo,alberuela_de_tubo,huesca,huesca,aragon,aragon,alberuela_de_tubo/huesca,Huesca,Alberuela de Tubo
3207,alcala_de_gurrea,alcala_de_gurrea,huesca,huesca,aragon,aragon,alcala_de_gurrea/huesca,Huesca,Alcalá de Gurrea
3208,alcala_del_obispo,alcala_del_obispo,huesca,huesca,aragon,aragon,alcala_del_obispo/huesca,Huesca,Alcalá del Obispo
3209,alcampell,alcampell,huesca,huesca,aragon,aragon,alcampell/huesca,Huesca,Alcampell
3210,alcolea_de_cinca,alcolea_de_cinca,huesca,huesca,aragon,aragon,alcolea_de_cinca/huesca,Huesca,Alcolea de Cinca
3211,alcubierre,alcubierre,huesca,huesca,aragon,aragon,alcubierre/huesca,Huesca,Alcubierre
3212,alerre,alerre,huesca,huesca,aragon,aragon,alerre/huesca,Huesca,Alerre
3213,alfantega,alfantega,huesca,huesca,aragon,aragon,alfantega/huesca,Huesca,Alfántega
3214,almudevar,almudevar,huesca,huesca,aragon,aragon,almudevar/huesca,Huesca,Almudévar
3215,almunia_de_san_juan,almunia_de_san_juan,huesca,huesca,aragon,aragon,almunia_de_san_juan/huesca,Huesca,Almunia de San Juan
3216,almuniente,almuniente,huesca,huesca,aragon,aragon,almuniente/huesca,Huesca,Almuniente
3217,alquezar,alquezar,huesca,huesca,aragon,aragon,alquezar/huesca,Huesca,Alquézar
3218,altorricon,altorricon,huesca,huesca,aragon,aragon,altorricon/huesca,Huesca,Altorricón
3219,angues,angues,huesca,huesca,aragon,aragon,angues/huesca,Huesca,Angüés
3220,anso,anso,huesca,huesca,aragon,aragon,anso/huesca,Huesca,Ansó
3221,aragues_del_puerto,aragues_del_puerto,huesca,huesca,aragon,aragon,aragues_del_puerto/huesca,Huesca,Aragüés del Puerto
3222,aren,aren,huesca,huesca,aragon,aragon,aren/huesca,Huesca,Arén
3223,arguis,arguis,huesca,huesca,aragon,aragon,arguis/huesca,Huesca,Arguis
3224,ayerbe,ayerbe,huesca,huesca,aragon,aragon,ayerbe/huesca,Huesca,Ayerbe
3225,azanuy_alins,azanuy_alins,huesca,huesca,aragon,aragon,azanuy_alins/huesca,Huesca,Azanuy-Alins
3226,azara,azara,huesca,huesca,aragon,aragon,azara/huesca,Huesca,Azara
3227,baells,baells,huesca,huesca,aragon,aragon,baells/huesca,Huesca,Baélls
3228,bailo,bailo,huesca,huesca,aragon,aragon,bailo/huesca,Huesca,Bailo
3229,baldellou,baldellou,huesca,huesca,aragon,aragon,baldellou/huesca,Huesca,Baldellou
3230,ballobar,ballobar,huesca,huesca,aragon,aragon,ballobar/huesca,Huesca,Ballobar
3231,barbastro,barbastro,huesca,huesca,aragon,aragon,barbastro/huesca,Huesca,Barbastro
3232,barbunales,barbunales,huesca,huesca,aragon,aragon,barbunales/huesca,Huesca,Barbuñales
3233,barcabo,barcabo,huesca,huesca,aragon,aragon,barcabo/huesca,Huesca,Bárcabo
3234,belver_de_cinca,belver_de_cinca,huesca,huesca,aragon,aragon,belver_de_cinca/huesca,Huesca,Belver de Cinca
3235,benabarre,benabarre,huesca,huesca,aragon,aragon,benabarre/huesca,Huesca,Benabarre
3236,benasque,benasque,huesca,huesca,aragon,aragon,benasque/huesca,Huesca,Benasque
3237,berbegal,berbegal,huesca,huesca,aragon,aragon,berbegal/huesca,Huesca,Berbegal
3238,bielsa,bielsa,huesca,huesca,aragon,aragon,bielsa/huesca,Huesca,Bielsa
3239,bierge,bierge,huesca,huesca,aragon,aragon,bierge/huesca,Huesca,Bierge
3240,biescas,biescas,huesca,huesca,aragon,aragon,biescas/huesca,Huesca,Biescas
3241,binaced,binaced,huesca,huesca,aragon,aragon,binaced/huesca,Huesca,Binaced
3242,binefar,binefar,huesca,huesca,aragon,aragon,binefar/huesca,Huesca,Binéfar
3243,bisaurri,bisaurri,huesca,huesca,aragon,aragon,bisaurri/huesca,Huesca,Bisaurri
3244,blecua_y_torres,blecua_y_torres,huesca,huesca,aragon,aragon,blecua_y_torres/huesca,Huesca,Blecua y Torres
3245,boltana,boltana,huesca,huesca,aragon,aragon,boltana/huesca,Huesca,Boltaña
3246,bonansa,bonansa,huesca,huesca,aragon,aragon,bonansa/huesca,Huesca,Bonansa
3247,broto,broto,huesca,huesca,aragon,aragon,broto/huesca,Huesca,Broto
3248,caldearenas,caldearenas,huesca,huesca,aragon,aragon,caldearenas/huesca,Huesca,Caldearenas
3249,campo,campo,huesca,huesca,aragon,aragon,campo/huesca,Huesca,Campo
3250,camporrells,camporrells,huesca,huesca,aragon,aragon,camporrells/huesca,Huesca,Camporrélls
3251,canal_de_berdun,canal_de_berdun,huesca,huesca,aragon,aragon,canal_de_berdun/huesca,Huesca,Canal de Berdún
3252,candasnos,candasnos,huesca,huesca,aragon,aragon,candasnos/huesca,Huesca,Candasnos
3253,canfranc,canfranc,huesca,huesca,aragon,aragon,canfranc/huesca,Huesca,Canfranc
3254,capella,capella,huesca,huesca,aragon,aragon,capella/huesca,Huesca,Capella
3255,casbas_de_huesca,casbas_de_huesca,huesca,huesca,aragon,aragon,casbas_de_huesca/huesca,Huesca,Casbas de Huesca
3256,castejon_del_puente,castejon_del_puente,huesca,huesca,aragon,aragon,castejon_del_puente/huesca,Huesca,Castejón del Puente
3257,castejon_de_monegros,castejon_de_monegros,huesca,huesca,aragon,aragon,castejon_de_monegros/huesca,Huesca,Castejón de Monegros
3258,castejon_de_sos,castejon_de_sos,huesca,huesca,aragon,aragon,castejon_de_sos/huesca,Huesca,Castejón de Sos
3259,castelflorite,castelflorite,huesca,huesca,aragon,aragon,castelflorite/huesca,Huesca,Castelflorite
3260,castiello_de_jaca,castiello_de_jaca,huesca,huesca,aragon,aragon,castiello_de_jaca/huesca,Huesca,Castiello de Jaca
3261,castillazuelo,castillazuelo,huesca,huesca,aragon,aragon,castillazuelo/huesca,Huesca,Castillazuelo
3262,castillonroy,castillonroy,huesca,huesca,aragon,aragon,castillonroy/huesca,Huesca,Castillonroy
3263,chalamera,chalamera,huesca,huesca,aragon,aragon,chalamera/huesca,Huesca,Chalamera
3264,esplus,esplus,huesca,huesca,aragon,aragon,esplus/huesca,Huesca,Esplús
3265,estada,estada,huesca,huesca,aragon,aragon,estada/huesca,Huesca,Estada
3266,estadilla,estadilla,huesca,huesca,aragon,aragon,estadilla/huesca,Huesca,Estadilla
3267,fago,fago,huesca,huesca,aragon,aragon,fago/huesca,Huesca,Fago
3268,fiscal,fiscal,huesca,huesca,aragon,aragon,fiscal/huesca,Huesca,Fiscal
3269,fonz,fonz,huesca,huesca,aragon,aragon,fonz/huesca,Huesca,Fonz
3270,foradada_del_toscar,foradada_del_toscar,huesca,huesca,aragon,aragon,foradada_del_toscar/huesca,Huesca,Foradada del Toscar
3271,fraga,fraga,huesca,huesca,aragon,aragon,fraga/huesca,Huesca,Fraga
3272,la_fueva,la_fueva,huesca,huesca,aragon,aragon,la_fueva/huesca,Huesca,La Fueva
3273,gistain,gistain,huesca,huesca,aragon,aragon,gistain/huesca,Huesca,Gistaín
3274,el_grado,el_grado,huesca,huesca,aragon,aragon,el_grado/huesca,Huesca,El Grado
3275,granen,granen,huesca,huesca,aragon,aragon,granen/huesca,Huesca,Grañén
3276,graus,graus,huesca,huesca,aragon,aragon,graus/huesca,Huesca,Graus
3277,gurrea_de_gallego,gurrea_de_gallego,huesca,huesca,aragon,aragon,gurrea_de_gallego/huesca,Huesca,Gurrea de Gállego
3278,hoz_de_jaca,hoz_de_jaca,huesca,huesca,aragon,aragon,hoz_de_jaca/huesca,Huesca,Hoz de Jaca
3279,huerto,huerto,huesca,huesca,aragon,aragon,huerto/huesca,Huesca,Huerto
3280,huesca,huesca,huesca,huesca,aragon,aragon,huesca/huesca,Huesca,Huesca
3281,igries,igries,huesca,huesca,aragon,aragon,igries/huesca,Huesca,Igriés
3282,ilche,ilche,huesca,huesca,aragon,aragon,ilche/huesca,Huesca,Ilche
3283,isabena,isabena,huesca,huesca,aragon,aragon,isabena/huesca,Huesca,Isábena
3284,jaca,jaca,huesca,huesca,aragon,aragon,jaca/huesca,Huesca,Jaca
3285,jasa,jasa,huesca,huesca,aragon,aragon,jasa/huesca,Huesca,Jasa
3286,labuerda,labuerda,huesca,huesca,aragon,aragon,labuerda/huesca,Huesca,Labuerda
3287,laluenga,laluenga,huesca,huesca,aragon,aragon,laluenga/huesca,Huesca,Laluenga
3288,lalueza,lalueza,huesca,huesca,aragon,aragon,lalueza/huesca,Huesca,Lalueza
3289,lanaja,lanaja,huesca,huesca,aragon,aragon,lanaja/huesca,Huesca,Lanaja
3290,laperdiguera,laperdiguera,huesca,huesca,aragon,aragon,laperdiguera/huesca,Huesca,Laperdiguera
3291,lascellas_ponzano,lascellas_ponzano,huesca,huesca,aragon,aragon,lascellas_ponzano/huesca,Huesca,Lascellas-Ponzano
3292,lascuarre,lascuarre,huesca,huesca,aragon,aragon,lascuarre/huesca,Huesca,Lascuarre
3293,laspaules,laspaules,huesca,huesca,aragon,aragon,laspaules/huesca,Huesca,Laspaúles
3294,laspuna,laspuna,huesca,huesca,aragon,aragon,laspuna/huesca,Huesca,Laspuña
3295,loporzano,loporzano,huesca,huesca,aragon,aragon,loporzano/huesca,Huesca,Loporzano
3296,monflorite_lascasas,monflorite_lascasas,huesca,huesca,aragon,aragon,monflorite_lascasas/huesca,Huesca,Monflorite-Lascasas
3297,montanuy,montanuy,huesca,huesca,aragon,aragon,montanuy/huesca,Huesca,Montanuy
3298,monzon,monzon,huesca,huesca,aragon,aragon,monzon/huesca,Huesca,Monzón
3299,novales,novales,huesca,huesca,aragon,aragon,novales/huesca,Huesca,Novales
3300,nueno,nueno,huesca,huesca,aragon,aragon,nueno/huesca,Huesca,Nueno
3301,olvena,olvena,huesca,huesca,aragon,aragon,olvena/huesca,Huesca,Olvena
3302,ontinena,ontinena,huesca,huesca,aragon,aragon,ontinena/huesca,Huesca,Ontiñena
3303,osso_de_cinca,osso_de_cinca,huesca,huesca,aragon,aragon,osso_de_cinca/huesca,Huesca,Osso de Cinca
3304,panticosa,panticosa,huesca,huesca,aragon,aragon,panticosa/huesca,Huesca,Panticosa
3305,penalba,penalba,huesca,huesca,aragon,aragon,penalba/huesca,Huesca,Peñalba
3306,las_penas_de_riglos,las_penas_de_riglos,huesca,huesca,aragon,aragon,las_penas_de_riglos/huesca,Huesca,Las Peñas de Riglos
3307,peralta_de_calasanz,peralta_de_calasanz,huesca,huesca,aragon,aragon,peralta_de_calasanz/huesca,Huesca,Peralta de Calasanz
3308,perarrua,perarrua,huesca,huesca,aragon,aragon,perarrua/huesca,Huesca,Perarrúa
3309,plan,plan,huesca,huesca,aragon,aragon,plan/huesca,Huesca,Plan
3310,la_puebla_de_castro,la_puebla_de_castro,huesca,huesca,aragon,aragon,la_puebla_de_castro/huesca,Huesca,La Puebla de Castro
3311,puente_de_montanana,puente_de_montanana,huesca,huesca,aragon,aragon,puente_de_montanana/huesca,Huesca,Puente de Montañana
3312,puertolas,puertolas,huesca,huesca,aragon,aragon,puertolas/huesca,Huesca,Puértolas
3313,el_pueyo_de_araguas,el_pueyo_de_araguas,huesca,huesca,aragon,aragon,el_pueyo_de_araguas/huesca,Huesca,El Pueyo de Araguás
3314,quicena,quicena,huesca,huesca,aragon,aragon,quicena/huesca,Huesca,Quicena
3315,robres,robres,huesca,huesca,aragon,aragon,robres/huesca,Huesca,Robres
3316,sabinanigo,sabinanigo,huesca,huesca,aragon,aragon,sabinanigo/huesca,Huesca,Sabiñánigo
3317,sahun,sahun,huesca,huesca,aragon,aragon,sahun/huesca,Huesca,Sahún
3318,salas_altas,salas_altas,huesca,huesca,aragon,aragon,salas_altas/huesca,Huesca,Salas Altas
3319,salillas,salillas,huesca,huesca,aragon,aragon,salillas/huesca,Huesca,Salillas
3320,sallent_de_gallego,sallent_de_gallego,huesca,huesca,aragon,aragon,sallent_de_gallego/huesca,Huesca,Sallent de Gállego
3321,san_esteban_de_litera,san_esteban_de_litera,huesca,huesca,aragon,aragon,san_esteban_de_litera/huesca,Huesca,San Esteban de Litera
3322,sangarren,sangarren,huesca,huesca,aragon,aragon,sangarren/huesca,Huesca,Sangarrén
3323,santa_cilia,santa_cilia,huesca,huesca,aragon,aragon,santa_cilia/huesca,Huesca,Santa Cilia
3324,santa_cruz_de_la_seros,santa_cruz_de_la_seros,huesca,huesca,aragon,aragon,santa_cruz_de_la_seros/huesca,Huesca,Santa Cruz de la Serós
3325,sarinena,sarinena,huesca,huesca,aragon,aragon,sarinena/huesca,Huesca,Sariñena
3326,secastilla,secastilla,huesca,huesca,aragon,aragon,secastilla/huesca,Huesca,Secastilla
3327,seira,seira,huesca,huesca,aragon,aragon,seira/huesca,Huesca,Seira
3328,sena,sena,huesca,huesca,aragon,aragon,sena/huesca,Huesca,Sena
