,M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER
8561,54186,43267225.78,17521.0572,41242648.21,16768.500930000002,2024577.57,752.55627,83326.96,96.37876999999999,3184370.24,1381.9994900000002,8976707.55,3135.62078,12900023.31,4719.87064,13381234.45,5773.54591,4537347.49,2353.53959,204215.78,60.102019999999996,1,23,1,2,2018
8562,3715,70418017.22,3176.98907,69837589.73,3141.2777100000003,580427.49,35.71136,1562.51,2.34497,835444.81,81.66089000000001,6742965.6,392.54607000000004,16983557.5,772.83957,27136653.28,1166.9642800000001,18597656.16,752.36629,120177.36,8.267,1,23,2,1,2018
8563,497,7986219.46,413.21584,7949685.2,409.43622,36534.26,3.7796199999999995,,,182002.89,19.4836,1170894.04,76.22353000000001,2896886.02,142.64019,2805709.17,124.92613999999999,892859.46,45.94238,37867.88,4.0,1,23,2,2,2018
8564,25734,380621162.32,20107.755080000003,374404753.62,19648.699269999997,6216408.7,459.05580999999995,106700.15,35.7964,20673412.2,1977.65363,79771174.3,4975.59802,120743731.46,5876.65799,107223224.12,4801.39692,50750065.57,2376.97779,1352854.52,63.674330000000005,1,23,3,1,2018
8565,8695,90659889.99,6945.82273,89303455.37,6809.320740000001,1356434.62,136.50198999999998,8632.12,8.338410000000001,6421139.27,800.81558,25515480.34,2077.87648,31584812.81,2177.69917,18996323.89,1357.28928,7764711.77,510.83145,368789.79,12.97236,1,23,3,2,2018
8566,23988,198018249.37,14048.85964,194067511.45,13639.993080000002,3950737.92,408.86656,134700.72,33.42069,9325208.54,1128.60636,42123457.59,3168.04945,62397551.67,4055.14541,58152049.89,3878.64627,25603362.23,1752.65238,281918.73,32.339079999999996,1,23,4,1,2018
8567,4498,28115448.28,2645.8411300000002,27758993.28,2588.4346600000003,356455.0,57.40647,3562.27,2.87358,1379877.49,234.0843,7963157.69,719.12177,8207468.18,731.51454,7495495.52,668.2567700000001,2982327.51,282.36555,83559.62,7.624619999999999,1,23,4,2,2018
8568,36705,390042487.32,24687.05425,378519819.05,23416.43622,11522668.27,1270.61803,127877.24,52.31493,18727227.14,2321.06307,86521083.79,6311.77341,120761973.38,7180.389440000001,110221714.09,5980.940689999999,52727754.08,2767.59178,954857.6,72.98093,1,23,5,1,2018
8569,21455,171735217.37,15542.06868,168837536.73,15122.93407,2897680.64,419.13461,54904.13,22.01934,12165342.68,2023.79315,56661284.16,5396.21447,60401063.22,4659.72357,32215995.39,2567.1742600000002,9941665.49,815.53997,294962.3,57.603919999999995,1,23,5,2,2018
8570,2312,37557567.47,1699.42848,37357298.25,1678.64789,200269.22,20.78059,912.81,2.26985,2313341.09,256.13605,11496024.95,623.58654,9508632.22,401.37907,9691945.98,274.43345,4334768.21,131.62351999999998,211942.21,10.0,1,23,6,1,2018
8571,1149,12985746.41,847.7981699999999,12872273.87,838.39725,113472.54,9.40092,,,1120845.5,163.19893000000002,4042451.35,277.57212000000004,3778058.94,206.22366,2248508.91,119.94181,1771742.9,73.31994,24138.81,7.541710000000001,1,23,6,2,2018
8572,4129,75502341.19,2276.8137,75258366.59,2256.56653,243974.6,20.24717,2306.56,2.31966,506824.54,77.2378,5243206.14,282.51533,22327741.19,637.11885,26247398.5,681.44899,20305915.29,544.55709,868948.97,51.61598,1,23,7,1,2018
8573,3652,51938376.53,2139.62189,51791320.19,2120.6250800000003,147056.34,18.99681,,,620062.69,96.53976,6667287.71,435.19372000000004,25771979.76,828.69652,14914529.75,485.20924,3807089.35,161.50814,156917.27,131.47451,1,23,7,2,2018
8574,21515,178021234.98,12065.73496,173155660.3,11488.45894,4865574.68,577.27602,21482.59,19.24858,11604592.07,1801.40711,45516202.57,3447.2415200000005,53831170.24,3183.71965,46175040.52,2532.12336,20484054.18,1006.44749,388692.81,75.54725,1,23,8,1,2018
8575,19814,133191547.57,12802.92367,131436411.97,12531.23973,1755135.6,271.68394,24748.55,5.98484,7406051.49,1570.43002,34291379.64,3443.06881,39779322.72,3408.1813399999996,36929144.56,3120.66925,14509643.18,1221.6594699999998,251257.43,32.92994,1,23,8,2,2018
8576,49521,679834230.27,31065.365130000002,675204588.25,30755.40365,4629642.02,309.96148,27716.89,28.64044,13251666.36,2268.59458,81949720.35,5166.2580100000005,165497422.54,6770.812959999999,225699423.15,8529.66605,186764257.59,7560.04715,6644023.39,741.34594,1,23,9,1,2018
8577,65451,801414360.45,46967.82657,796675633.96,46337.67935,4738726.49,630.1472200000001,145596.62,42.14239,19486242.86,3644.7968,139229118.23,10173.87284,211385306.66,11070.08446,252230787.72,12612.004659999999,175697224.89,8653.572409999999,3240083.47,771.3530099999999,1,23,9,2,2018
8578,27769,121706749.67,12757.495429999999,115496788.82,11977.96703,6209960.85,779.5284,199705.58,166.65216999999998,13874492.01,2989.4748600000003,32789654.64,3596.6806799999995,29836034.61,2582.6972,28774411.86,2218.05572,15495798.65,1115.32179,736652.32,88.61301,1,23,10,1,2018
8579,24191,93229263.49,13649.82401,89288895.97,13004.43185,3940367.52,645.39216,80744.55,93.26266,13178766.71,3244.85838,31257667.76,4270.2355,21490514.41,2774.36587,19312172.75,2375.9826399999997,7812903.93,861.72105,96493.38,29.397909999999996,1,23,10,2,2018
8580,46705,85194279.34,13469.86665,70609660.25,10509.325429999999,14584619.09,2960.54122,274085.03,169.5679,7315146.37,1881.05029,17805325.22,2826.43574,23632584.38,3340.51791,23828362.08,3326.25337,11634512.11,1840.1454399999998,704264.15,85.896,1,29,1,1,2018
8581,18563,26250518.76,8248.747229999999,22415927.65,7227.070059999999,3834591.11,1021.6771699999999,98084.3,32.758829999999996,1554017.62,460.64262,4405613.95,1088.45507,8253567.76,2286.0068100000003,8340967.99,2939.33703,3281200.07,1382.64427,317067.07,58.9026,1,29,1,2,2018
8582,4746,120532724.43,4147.550560000001,119227642.59,4057.97357,1305081.84,89.57699000000001,16772.41,3.65015,957797.73,117.74658000000001,9712980.13,504.95215,35912512.27,1294.00404,43745750.6,1365.77021,29185616.71,823.42743,1001294.58,38.0,1,29,2,1,2018
8583,1007,21353397.62,860.14296,20836299.1,828.35657,517098.52,31.78639,,,244621.16,41.415459999999996,2408741.45,149.19342,7558633.49,290.93372999999997,7932489.55,269.85347,3120021.49,99.74688,88890.48,9.0,1,29,2,2,2018
8584,24503,395837998.41,19314.198,375305242.87,17886.99495,20532755.54,1427.20305,167784.81,46.353359999999995,16272068.64,1741.60326,70973986.01,4410.94831,125611546.07,5904.8005,120099835.65,4854.00566,61180230.43,2264.5092600000003,1532546.8,91.97765,1,29,3,1,2018
8585,12412,138011675.55,9668.26541,129228110.65,8863.12546,8783564.9,805.13995,45599.25,18.51772,7131980.43,1013.9753099999999,33721663.53,2611.8232,46626156.64,2941.01597,36012526.71,2170.64266,13728430.29,856.78839,745318.7,55.502159999999996,1,29,3,2,2018
8586,74269,767587687.02,49252.67096,700631086.24,43814.04762,66956600.78,5438.62334,264391.02,94.3041,27200993.92,3343.95358,129315603.98,9601.23065,266259822.39,16080.66217,239733500.55,13975.23089,100254371.04,5912.46628,4559004.12,244.82329,1,29,4,1,2018
8587,19137,189974383.43,13729.198019999998,159078860.92,11427.15467,30895522.51,2302.04335,31878.56,12.39708,5712100.75,884.92207,33222208.86,2787.77522,65668094.01,4488.2467,57236017.54,3751.8735100000004,25674005.25,1655.9098199999999,2430078.46,148.07362,1,29,4,2,2018
8588,98585,1367618316.71,74566.13817,1275694337.97,67139.46198,91923978.74,7426.676190000001,442961.83,206.77851,53066061.89,7108.63458,257223495.52,17807.231,465588735.27,23332.62575,402567573.25,17855.02941,180493437.25,7842.648929999999,8236051.7,413.18998999999997,1,29,5,1,2018
8589,78658,783056992.09,59559.63307999999,722637024.82,53681.30651,60419967.27,5878.32657,295406.47,139.26231,49547967.05,7907.39008,210675353.26,17504.466669999998,300545601.26,19907.03284,166838344.01,10559.86602,52892346.64,3303.21749,2261973.4,238.39767,1,29,5,2,2018
8590,10641,210002790.15,7812.65513,175862716.08,6613.281620000001,34140074.07,1199.37351,70535.1,29.107409999999998,7538560.04,851.2926,54334194.71,2484.9141,77073911.89,2536.55918,52645625.75,1379.47711,17402592.53,496.53461,937370.13,34.77012,1,29,6,1,2018
8591,5633,79430103.35,4167.4956,64086695.17,3425.4033600000002,15343408.18,742.0922400000001,24472.36,27.48685,3601791.09,457.26010999999994,22734515.37,1280.5696699999999,28078061.36,1347.9936400000001,18445202.57,768.0002,6115479.5,259.04417,430581.1,27.140959999999996,1,29,6,2,2018
8592,11949,251658653.52,6915.48307,245033691.3,6558.08551,6624962.22,357.39756,13313.75,2.04909,1607755.35,269.53542999999996,12261793.96,707.04654,77738388.72,2083.98373,90182403.72,2014.5723100000002,67571062.66,1559.75156,2283935.36,278.54441,1,29,7,1,2018
8593,12926,183315730.83,7359.21554,176043821.65,6892.18322,7271909.18,467.03232,31864.83,1.0440399999999999,2391576.79,365.5628,19826647.16,1217.7024800000002,85200962.37,2868.17952,55213849.22,1753.6104899999998,19409993.69,743.71753,1240836.77,409.39867999999996,1,29,7,2,2018
8594,69310,735048962.97,44350.405510000004,670848239.74,39512.19057,64200723.23,4838.21494,292369.55,152.20076,32131835.12,5703.98743,148533022.25,11163.5069,245328989.36,13079.39499,214899902.31,9938.85225,88804703.05,4028.1030299999998,5058141.33,284.36015,1,29,8,1,2018
8595,76249,580730774.53,49169.25181,517668119.32,43563.24717,63062655.21,5606.00464,154233.3,121.48048999999999,26154281.84,5575.53823,131477048.25,11799.10327,194385079.55,14628.68195,162268468.38,11915.79292,63805885.76,4898.541520000001,2485777.45,230.11343,1,29,8,2,2018
8596,79490,1575973377.65,59990.20333,1551525017.83,58373.36662000001,24448359.82,1616.83671,124164.61,81.72381999999999,18789358.14,3147.11126,154426267.4,8577.8601,450678708.96,16011.706909999999,514692221.77,16595.83885,416492082.36,13949.372330000002,20770574.41,1626.59006,1,29,9,1,2018
8597,118005,1812890046.17,90355.76231,1763615285.53,86225.43591,49274760.64,4130.3264,176811.37,63.70296,30441825.4,5099.8093,275154516.5,17974.82939,539495365.44,24916.41532,574177987.96,24055.42353,382578393.27,16359.814709999999,10865146.23,1885.7671,1,29,9,2,2018
8598,101851,825737752.82,64105.82875,681112020.87,51027.272110000005,144625731.95,13078.55664,909477.67,493.26487000000003,73961151.28,12265.08491,193303360.42,16310.87445,235970867.61,15962.74492,195197104.84,11972.97013,120418194.58,6662.04114,5977596.42,438.84833,1,29,10,1,2018
8599,97503,600990655.72,63478.28812999999,493780137.69,50634.717039999996,107210518.03,12843.571090000001,473767.75,374.34974,54186638.66,11241.484040000001,147620276.25,16109.081569999998,177013314.52,16423.493619999997,146598290.14,13084.60018,71240667.5,5883.57521,3857700.9,361.70377,1,29,10,2,2018
8600,109094,238563437.75,34577.04264,222406106.71,30687.7537,16157331.04,3889.28894,468745.27,339.81512000000004,17363158.41,4958.385679999999,45271772.48,7575.91257,63606218.4,8064.34485,69379642.85,8686.302109999999,38220442.71,4755.99744,4253457.63,196.28486999999998,1,41,1,1,2018
8601,59084,85987493.83,25631.98424,79728983.83,23734.042390000002,6258510.0,1897.94185,91707.96,73.60677,4342595.99,1599.83624,14916103.61,4020.69392,30299575.59,7964.99968,27870647.15,8892.74053,7660775.46,2984.82985,806088.07,95.27725,1,41,1,2,2018
8602,6965,179911617.26,5907.63436,178800791.94,5833.84418,1110825.32,73.79018,2841.87,1.66946,1373644.4,176.08463,11531858.87,658.37329,49053321.51,1701.71576,67984302.46,2030.1771899999999,48535133.17,1308.23025,1430514.98,31.383779999999998,1,41,2,1,2018
8603,2320,48672980.94,1859.1214899999998,48437676.73,1837.79178,235304.21,21.329710000000002,1542.79,2.90081,332310.69,76.30022,3413758.73,207.24831,19443283.53,701.99987,18745012.22,634.6490299999999,6593829.98,224.78999,143243.0,11.233260000000001,1,41,2,2,2018
8604,59263,1100984864.69,47627.635330000005,1078031528.33,46537.293260000006,22953336.36,1090.34207,266760.31,75.5848,28234189.41,3158.9092600000004,197906088.69,10979.210490000001,390437131.6,16042.145540000001,314190579.16,11386.82578,166048431.78,5687.53304,3901683.74,297.42642,1,41,3,1,2018
8605,20628,242300542.45,16126.719780000001,236174284.3,15683.706890000001,6126258.15,443.01289,63937.12,14.692820000000001,8028060.46,1309.9474699999998,55900720.82,4139.3315,94811939.08,5641.58613,60209828.87,3588.70896,22590545.6,1381.60332,695510.5,50.849579999999996,1,41,3,2,2018
8606,83424,767887870.44,50827.763119999996,755594843.13,49600.51637,12293027.31,1227.24675,212277.62,70.24414,24388488.89,3401.5989200000004,135883448.39,10827.846379999999,275574234.88,17163.01542,238959663.82,14031.30176,89633070.29,5173.45994,3236686.55,160.29656,1,41,4,1,2018
8607,18417,159785708.65,12029.54349,156501122.39,11700.38583,3284586.26,329.15766,33939.31,13.92881,4524427.41,788.86466,29852632.42,2690.39683,57084101.07,4042.19213,46172860.66,3018.67888,20226882.41,1371.1592,1890865.37,104.32298,1,41,4,2,2018
8608,122843,1631718691.77,90010.76788,1590901694.77,86079.38467,40816997.0,3931.38321,314283.77,145.24237,55417239.35,8079.64073,279949849.21,20903.78108,547485986.22,28474.23413,509548225.04,22767.98241,230972852.85,9257.643409999999,8030255.33,382.24375,1,41,5,1,2018
8609,85516,763768723.72,63529.188310000005,743517370.85,61134.82392,20251352.87,2394.3643899999997,189240.35,88.3091,43690418.36,7514.321709999999,210259614.78,19239.10416,287928727.04,21480.56812,168621967.49,11650.98125,50981001.19,3380.8659799999996,2097754.51,175.03798999999998,1,41,5,2,2018
8610,18700,387044574.12,13877.259530000001,382851703.69,13649.358409999999,4192870.43,227.90112000000002,69965.56,82.72691,10792877.09,1192.09915,72275583.14,3792.16361,124361330.81,4502.620629999999,132295352.99,3142.21649,46036273.6,1096.54133,1213190.93,68.89141,1,41,6,1,2018
8611,9804,156087054.68,7358.865709999999,154087487.45,7219.57248,1999567.23,139.29323,77096.56,70.79084,4212254.73,580.2366,28253835.0,1849.7917300000001,57879930.46,2736.78032,49191840.4,1619.78719,15772072.79,475.39257000000003,700024.74,26.08646,1,41,6,2,2018
8612,13943,330373653.06,8504.72034,329155722.41,8423.046209999999,1217930.65,81.67413,1747.0,1.3166799999999999,1516710.44,202.41393,18465559.79,943.5064699999999,105823370.99,2690.10439,133576913.0,2679.06457,69640763.14,1552.03735,1348588.7,436.27695,1,41,7,1,2018
8613,13329,219311623.33,8048.908179999999,218078931.7,7958.77316,1232691.63,90.13502,9308.11,2.30619,1722777.66,234.82317999999998,21961880.89,1412.76365,103869288.03,3256.31595,72711882.96,2006.09999,18493553.1,657.67605,542932.58,478.92317,1,41,7,2,2018
8614,89466,969999175.15,55405.88857,946533306.71,53436.49663,23465868.44,1969.3919399999997,132196.16,85.24372,33273799.28,6690.90605,184082651.12,13942.433619999998,328226233.05,16547.89599,293134258.51,12703.91986,123316429.48,5026.44625,7833607.55,409.04308,1,41,8,1,2018
8615,87171,671969414.74,56382.524670000006,654841297.89,54466.10665,17128116.85,1916.4180199999998,201477.35,83.94974,25431116.56,6342.51329,143110891.88,13845.38251,241251525.4,18014.75024,190781411.89,13136.74075,69381867.29,4741.73531,1811124.37,217.45282999999998,1,41,8,2,2018
8616,114752,2093429025.71,82289.28036,2077277296.88,81134.35052,16151728.83,1154.92984,209359.64,58.95171,23341401.51,3943.96437,204126563.79,12086.95132,574830866.15,21482.71595,670385863.95,22388.57351,586843075.38,19408.79848,33691895.29,2919.3250199999998,1,41,9,1,2018
8617,170997,2499145714.53,128732.62704,2473933057.18,126345.32175999999,25212657.35,2387.30528,228346.27,63.600019999999994,38660460.53,7041.81168,348627745.78,25597.94242,722509744.62,35477.061010000005,807594295.57,34305.71197,566524697.08,22977.4926,15000424.68,3269.0073399999997,1,41,9,2,2018
8618,86606,630685341.84,49113.0076,535037904.56,45624.95605,95647437.28,3488.05155,707539.68,306.20511,77746108.46,10634.997220000001,190051115.56,13264.82105,155473921.04,11577.20735,138085335.6,9042.63627,65306563.69,4051.3124299999995,3314757.81,235.82817000000003,1,41,10,1,2018
8619,77829,357771812.95,47086.51724,337494537.0,44201.4752,20277275.95,2885.04204,157216.28,163.91492,37875515.77,10351.34492,102673018.88,13884.34501,102060807.91,11666.746570000001,81567390.65,8012.901470000001,32108226.64,2836.45523,1329636.82,170.80912,1,41,10,2,2018
8620,10491,76218523.51,5804.33076,45671839.83,2707.47385,30546683.68,3096.85691,137388.45,75.46885,5135401.38,704.09348,13400605.38,1108.39221,25603870.64,1809.59,20606714.47,1405.9343800000001,10606429.06,660.51544,728114.13,40.3364,2,22,1,1,2018
8621,2287,13819370.57,1381.0913699999999,9109866.38,636.99753,4709504.19,744.09384,25032.62,16.47418,690336.57,145.77411,2287409.02,273.68015,5124175.52,463.24369,3926386.09,352.46497999999997,1693292.84,123.45426,72737.91,6.0,2,22,1,2,2018
8622,1363,30823192.39,1158.8782099999999,29897583.78,1105.5892900000001,925608.61,53.28892,,,432793.21,41.96577,2844689.66,129.97098,7606476.87,302.35708,10353375.3,359.6872,9483718.67,310.89718,101508.71,13.0,2,22,2,1,2018
8623,569,8583345.52,453.28695,8324045.79,434.17327,259299.73,19.11368,,,94187.04,15.79861,851734.22,46.42644,2811597.91,138.15785,3360271.84,165.73338,1314466.0,78.17067,151088.51,9.0,2,22,2,2,2018
8624,11175,222386371.13,9231.760559999999,198401398.83,7883.81128,23984972.3,1347.94928,79887.36,31.490920000000003,10634523.05,824.65614,40121645.71,1912.26788,69133404.76,2709.12753,65604821.76,2335.40446,35390123.39,1376.23896,1421965.1,42.574670000000005,2,22,3,1,2018
8625,4169,60256573.91,3486.72584,55668709.81,3070.07265,4587864.1,416.65319,34091.26,14.49145,2387912.19,261.10755,11896446.87,710.7369,19582088.65,1082.91568,17197088.1,922.14195,8951620.61,481.02063,207326.23,14.311679999999999,2,22,3,2,2018
8626,8574,117963025.69,6030.86481,101622536.95,4928.38701,16340488.74,1102.4778,48363.47,19.61372,4485326.79,455.52074000000005,18957525.21,1086.7572699999998,37588168.69,1859.01225,34911746.23,1604.63848,20827505.27,956.5024599999999,1144390.03,48.81989,2,22,4,1,2018
8627,1997,18919732.38,1297.64669,17817832.33,1173.1531400000001,1101900.05,124.49355,10893.08,5.0,677512.94,105.74923999999999,3210502.9,237.6632,6578022.46,412.82537,5025362.63,327.40855,3261874.98,199.1658,155563.39,9.83453,2,22,4,2,2018
8628,14315,208296825.88,10826.525679999999,184114876.15,8940.92226,24181949.73,1885.60342,276341.92,98.71955,10112634.17,1195.4876199999999,37437373.42,2221.7364,60617298.79,2954.1798,60580154.52,2637.53,36228035.89,1570.16656,3044987.17,148.70575,2,22,5,1,2018
8629,11716,113986846.04,8928.54431,102641342.85,7373.5066400000005,11345503.19,1555.03767,113415.42,69.10194,6437284.39,1083.5399699999998,23404800.51,1886.17578,35726428.67,2615.68185,31867831.95,2183.0579399999997,15812620.43,1031.71318,624464.67,59.27365,2,22,5,2,2018
8630,1073,19246529.74,819.85517,18849407.49,787.1799,397122.25,32.675270000000005,308.63,2.32199,836967.23,82.60961,4001568.84,206.66324,4744672.08,198.10016000000002,5945347.4,163.29131,3458518.86,118.26128999999999,259146.7,48.60757,2,22,6,1,2018
