M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER,MODELO
5408,109903474.550000,4230.365440,108333148.040000,3994.932850,1570326.510000,235.432590,2422.740000,2.339970,525386.330000,103.072810,16621870.480000,833.004170,36381092.860000,1252.724390,34421127.780000,1104.032720,21540679.860000,827.971020,410894.500000,107.220360,1,4,7,1,2013,190
5284,102026163.470000,3849.892960,100653763.510000,3646.086060,1372399.960000,203.806900,3356.300000,1.079930,484906.010000,105.800720,13110918.710000,688.160160,35602288.360000,1206.122390,33366831.440000,1061.781150,19261702.570000,723.816410,196160.080000,63.132200,1,4,7,1,2014,190
3113,96822390.440000,2633.997810,95853912.060000,2534.441290,968478.380000,99.556520,NULL,NULL,491369.180000,85.970270,9496607.350000,378.181920,34520962.020000,896.834920,32491020.650000,749.592790,19637322.930000,476.199370,185108.310000,47.218540,1,4,7,1,2015,190
3129,93913391.900000,2601.682890,93033730.640000,2515.582200,879661.260000,86.100690,NULL,NULL,619905.920000,90.001560,7919324.930000,332.599440,33875606.210000,884.061390,32905748.160000,768.468360,18340442.900000,463.537840,251343.780000,61.014300,1,4,7,1,2016,190
4638,65312807.020000,3725.742140,63612472.180000,3525.774770,1700334.840000,199.967370,21934.710000,7.999850,2223111.030000,304.169780,30715295.260000,1527.850210,23366628.580000,995.313950,6412541.720000,457.152430,2425752.530000,262.255920,147543.190000,171.000000,1,4,7,2,2009,190
4239,69350180.790000,3425.932010,67593007.720000,3234.051950,1757173.070000,191.880060,8629.410000,1.501920,1682055.210000,237.000470,30589036.080000,1360.595120,26606755.570000,1005.469540,7564444.200000,433.120190,2734981.150000,222.418780,164279.170000,165.825990,1,4,7,2,2010,190
4398,68489827.490000,3388.615090,66598039.710000,3194.267920,1891787.780000,194.347170,27253.800000,4.300340,1430666.980000,191.422850,27765997.230000,1297.643370,27403312.070000,1027.513590,8738652.750000,463.856220,2914743.660000,235.717910,209201.000000,168.160810,1,4,7,2,2011,190
4280,68925635.050000,3437.032590,67147578.360000,3221.841080,1778056.690000,215.191510,20734.070000,4.287700,1228777.440000,182.543770,24982309.060000,1231.499620,29842850.420000,1125.442340,9395035.670000,470.518310,3222802.000000,241.172680,233126.390000,181.568170,1,4,7,2,2012,190
4440,66889553.990000,3495.523450,65496769.990000,3310.412900,1392784.000000,185.110550,8924.930000,2.151960,1205144.720000,177.192770,21513015.470000,1148.916640,29799080.770000,1185.317420,10928091.940000,535.960820,3240831.890000,256.576650,194464.270000,189.407190,1,4,7,2,2013,190
4765,66502178.850000,3484.265160,65244835.800000,3309.195720,1257343.050000,175.069440,10205.050000,2.311020,1192079.040000,171.648940,18732116.580000,1079.271400,30374519.190000,1207.874600,13120583.950000,588.589390,2890154.840000,264.143600,182520.200000,170.426210,1,4,7,2,2014,190
2871,63812082.190000,2501.285860,62720634.430000,2393.633700,1091447.760000,107.652160,NULL,NULL,884343.580000,114.028310,14386545.940000,687.357520,31201610.250000,1013.402730,14823331.110000,463.003730,2438079.670000,93.493570,78171.640000,130.000000,1,4,7,2,2015,190
2939,64668600.290000,2565.863300,63575765.010000,2468.683580,1092835.280000,97.179720,NULL,NULL,733838.080000,115.370620,11554420.450000,587.643790,32877316.450000,1081.851720,16944792.240000,530.592230,2473833.640000,112.404940,80239.840000,135.000000,1,4,7,2,2016,190
17812,167927500.140000,11738.184210,147716901.200000,8838.324010,20210598.940000,2899.860200,126513.430000,50.431010,10066401.560000,1778.457430,53298312.630000,4327.309740,53301650.850000,3162.866560,36611644.760000,1722.205000,13499385.190000,666.673140,1023591.720000,30.241330,1,4,8,1,2009,190
15924,156262311.270000,10891.028340,137948558.840000,8316.507980,18313752.430000,2574.520360,86571.040000,30.593090,7969866.830000,1626.916560,47427868.930000,3904.831690,50859129.490000,3040.827940,34854646.110000,1662.289260,14188604.130000,592.579320,875624.740000,32.990480,1,4,8,1,2010,190
16203,158957390.310000,11055.287780,141755459.840000,8627.483900,17201930.470000,2427.803880,90148.740000,36.793970,7728916.620000,1548.359220,46969113.490000,3864.377910,52202555.450000,3174.361130,37225636.900000,1743.589290,14089245.250000,660.781100,651773.860000,27.025160,1,4,8,1,2011,190
15381,146726157.200000,10523.135710,130978887.940000,8348.621680,15747269.260000,2174.514030,58240.060000,24.822470,6340922.150000,1336.891310,40736327.960000,3504.183730,49409881.330000,3159.614950,35813268.310000,1791.176900,13839362.480000,681.981490,528154.910000,24.464860,1,4,8,1,2012,190
15263,143011907.370000,10248.484120,127711605.210000,8232.607260,15300302.160000,2015.876860,99635.160000,28.410070,5088410.040000,1157.588370,36777390.930000,3300.758400,49131055.830000,3189.850200,36736955.510000,1873.913140,14637221.990000,670.248630,541237.910000,27.715310,1,4,8,1,2013,190
16878,153011916.770000,10906.038520,137394103.520000,8823.403110,15617813.250000,2082.635410,59421.060000,58.799160,5518656.570000,1281.034850,36450048.580000,3248.405910,51978075.180000,3410.144740,39858408.700000,2050.667980,18236623.670000,830.821370,910683.010000,26.164510,1,4,8,1,2014,190
21290,171099996.260000,12463.987500,152624688.590000,10088.035430,18475307.670000,2375.952070,99513.310000,39.540160,7000524.160000,1553.794780,37322148.950000,3455.076870,59513805.710000,3937.111730,46033411.040000,2431.067160,20353069.390000,994.877290,777523.700000,52.519510,1,4,8,1,2015,190
22107,181620554.160000,12882.188900,160831937.060000,10436.650150,20788617.100000,2445.538750,45627.110000,35.918830,7585652.520000,1560.188130,37917069.420000,3402.613120,62414535.160000,4057.964000,49905694.900000,2656.252410,22930805.260000,1115.248170,821169.790000,54.004240,1,4,8,1,2016,190
20092,137997239.840000,13849.945350,128946819.460000,12299.173990,9050420.380000,1550.771360,147450.270000,54.668870,10383372.630000,2212.031050,48936305.020000,4659.099910,43326651.810000,3831.197960,26451988.750000,2268.356500,8463830.980000,780.606540,287640.380000,43.984520,1,4,8,2,2009,190
19047,135412880.360000,13425.793830,126257924.810000,11880.975140,9154955.550000,1544.818690,148705.120000,43.353250,8311533.230000,1956.258960,45357594.010000,4380.562220,44107839.740000,3819.318390,28610757.310000,2411.095140,8608558.590000,775.636800,267892.360000,39.569070,1,4,8,2,2010,190
18641,137966842.300000,13401.224730,129021287.990000,11954.109610,8945554.310000,1447.115120,122723.690000,24.145190,7231942.750000,1766.656100,43165480.850000,4192.371900,46591424.480000,3941.937700,30886932.790000,2587.165170,9685947.390000,851.540300,282390.350000,37.408370,1,4,8,2,2011,190
17582,126033562.160000,12590.913940,118261112.190000,11338.615310,7772449.970000,1252.298630,126728.880000,27.285650,5518519.450000,1481.457210,36403152.910000,3748.933520,43143733.950000,3775.715320,30639868.180000,2621.355490,9858733.380000,896.696350,342825.410000,39.470400,1,4,8,2,2012,190
16970,121191024.870000,12178.825520,113763249.010000,11082.484790,7427775.860000,1096.340730,96620.920000,19.006220,4423594.580000,1299.071000,33617329.400000,3565.658740,41222178.440000,3671.539670,30444470.440000,2618.834840,11112914.410000,961.815800,273916.680000,42.899250,1,4,8,2,2013,190
17230,121998629.430000,12153.658080,114370017.560000,11040.150330,7628611.870000,1113.507750,58392.560000,19.273220,4499199.300000,1269.253840,30938856.150000,3280.948800,42529919.350000,3779.891120,31868141.960000,2761.774570,11816344.970000,1005.905120,287775.140000,36.611410,1,4,8,2,2014,190
20377,134173474.100000,13361.058240,125043125.100000,12045.365980,9130349.000000,1315.692260,71650.110000,31.303230,5277819.890000,1430.831490,31108113.750000,3432.483580,48112021.140000,4180.170710,35611240.730000,3042.570940,13667822.510000,1189.256280,324805.970000,54.442010,1,4,8,2,2015,190
20837,141830007.330000,14009.869930,133351246.300000,12722.505610,8478761.030000,1287.364320,24097.860000,27.495530,5809560.480000,1462.308100,30856265.760000,3422.631080,49273016.440000,4260.232940,39880238.070000,3383.324620,15585822.400000,1380.579960,401006.320000,73.297700,1,4,8,2,2016,190
28121,657570591.780000,23417.384940,648453097.050000,22826.323830,9117494.730000,591.061110,374118.210000,58.780750,18644948.030000,1874.749090,128973887.070000,5469.715820,197287141.600000,6512.535770,204046888.270000,5999.792530,104997327.930000,3289.926100,3246280.670000,211.884880,1,4,9,1,2009,190
27533,648888084.180000,23898.841480,637784197.030000,23244.468070,11103887.150000,654.373410,514437.520000,64.159080,18273008.140000,1823.693050,124340856.960000,5536.834900,189466696.220000,6643.635040,204603658.390000,6235.122210,108614076.270000,3405.785400,3075350.680000,189.611800,1,4,9,1,2010,190
28607,636763568.260000,23950.515960,627069885.690000,23360.505670,9693682.570000,590.010290,445805.790000,48.187660,15150564.100000,1692.324710,116405288.540000,5283.874580,184341044.590000,6599.979090,203299355.710000,6406.934420,114033090.800000,3706.578670,3088418.730000,212.636830,1,4,9,1,2011,190
28125,582425718.340000,23062.987890,574444268.080000,22598.359690,7981450.260000,464.628200,374819.620000,31.498760,10864149.490000,1226.083950,98075249.170000,4837.613800,168947906.880000,6451.437850,190893195.570000,6359.145020,109967418.010000,3884.867750,3302979.600000,272.340760,1,4,9,1,2012,190
26993,591378220.560000,23882.259460,585503717.410000,23371.395680,5874503.150000,510.863780,304160.710000,30.724530,8653697.660000,1214.120780,91440044.830000,4719.043220,171709949.160000,6733.627040,195848245.370000,6682.187750,119929986.450000,4223.515180,3492136.380000,279.040960,1,4,9,1,2013,190
28701,585405709.980000,24576.570270,579874963.720000,24022.542390,5530746.260000,554.027880,253984.220000,21.854030,7861974.690000,1588.165640,83425790.630000,4753.838100,170222822.370000,6732.676020,190932740.470000,6769.053660,128510120.370000,4475.486330,4198277.230000,235.496490,1,4,9,1,2014,190
31294,604221560.350000,24914.594650,598628855.270000,24358.677270,5592705.080000,555.917380,125704.820000,13.463230,8034810.670000,1398.151620,80740676.770000,4619.636960,173500187.230000,6723.411080,196356016.160000,6884.998410,140082261.210000,4795.819920,5381903.490000,479.113430,1,4,9,1,2015,190
28362,614529100.290000,23849.159910,609362552.440000,23441.294000,5166547.850000,407.865910,95375.070000,12.486000,6084456.550000,966.349900,75202031.030000,3900.388450,177706623.600000,6515.466970,198697926.580000,6545.131470,150614082.040000,5107.607990,6128605.420000,801.729130,1,4,9,1,2016,190
37625,693846516.110000,31430.250950,686032891.340000,30728.508320,7813624.770000,701.742630,391142.350000,50.893690,20977202.510000,2371.478630,170007644.870000,8617.007400,219043289.270000,9272.684150,209955862.260000,8012.966590,71944585.780000,2961.046480,1526789.070000,144.174010,1,4,9,2,2009,190
37921,699305887.620000,32644.504570,689718378.960000,31823.770090,9587508.660000,820.734480,380902.360000,48.971320,18970662.840000,2382.363910,164740160.400000,8655.206140,215091103.810000,9539.642270,221090813.740000,8651.195830,77469411.210000,3233.037830,1562833.260000,134.087270,1,4,9,2,2010,190
38647,694803024.180000,32711.403170,685713952.120000,31931.769960,9089072.060000,779.633210,367841.980000,41.959470,16226025.550000,2174.405830,155985234.140000,8408.063940,208424892.800000,9337.374670,227528631.190000,8988.573650,84518073.420000,3586.474840,1752325.100000,174.550770,1,4,9,2,2011,190
36667,637685150.930000,31692.437690,629616842.420000,30954.988780,8068308.510000,737.448910,292775.550000,26.278400,12050024.360000,1739.519610,131520228.520000,7708.841740,190816066.200000,9052.479380,219021199.150000,9162.731840,82345644.200000,3852.327570,1639212.950000,150.259150,1,4,9,2,2012,190
36197,639126107.370000,31935.752220,632252394.140000,31187.601060,6873713.230000,748.151160,292345.470000,26.285160,8978669.400000,1578.159500,116773076.610000,7206.968450,192294381.620000,9173.114090,224907088.670000,9457.019670,94283547.800000,4305.978750,1596997.800000,188.226600,1,4,9,2,2013,190
38481,641070333.250000,33045.853380,634171789.920000,32183.441750,6898543.330000,862.411630,197988.430000,19.942050,9394196.620000,1922.691020,108224914.180000,7292.255570,190832457.350000,9309.495600,224450880.080000,9562.098580,106208750.360000,4784.081610,1761146.230000,155.288950,1,4,9,2,2014,190
40046,674068079.980000,33416.424330,666670413.670000,32510.228140,7397666.310000,906.196190,113920.650000,20.929330,9619945.600000,1872.360440,106650505.170000,7127.365230,199725301.710000,9356.689930,232408996.960000,9624.901100,123243100.700000,5196.244820,2306309.190000,217.933480,1,4,9,2,2015,190
39165,698614897.750000,32788.421970,691248747.630000,31992.534770,7366150.120000,795.887200,50510.060000,13.209850,8661159.490000,1546.578500,101505760.330000,6330.192380,208862681.450000,9251.569820,235730100.780000,9291.347460,140705415.740000,5855.192810,3099269.900000,500.331150,1,4,9,2,2016,190
14533,115847711.880000,10822.925290,95989405.410000,8286.079730,19858306.470000,2536.845560,485031.180000,137.182640,14439915.430000,2413.665500,35207988.520000,3517.248010,33173605.600000,2497.444850,23054754.030000,1573.070310,9323211.300000,655.646810,163205.820000,28.667170,1,4,10,1,2009,190
15460,121131122.530000,11267.579450,98416894.740000,8569.973300,22714227.790000,2697.606150,378869.730000,106.573930,15070126.810000,2461.717300,36299276.620000,3652.823900,34962272.110000,2691.539270,24272575.360000,1643.434020,9948163.200000,671.331780,199838.700000,40.159250,1,4,10,1,2010,190
15360,113636700.330000,11158.001100,93368904.140000,8601.780070,20267796.190000,2556.221030,310490.950000,97.584460,14026196.020000,2346.940290,33041811.550000,3534.414530,31318996.680000,2759.777470,24905207.680000,1708.442100,9830164.640000,672.833940,203832.810000,38.008310,1,4,10,1,2011,190
15939,105950190.180000,11467.037470,89726355.610000,9040.046060,16223834.570000,2426.991410,271003.480000,72.279730,9901161.980000,2290.471490,30229315.410000,3665.644610,30423045.370000,2892.324120,24539729.860000,1816.211110,10300199.390000,699.105660,285734.690000,31.000750,1,4,10,1,2012,190
17748,103825764.120000,12012.691010,89711626.030000,9736.116810,14114138.090000,2276.574200,304363.850000,103.402820,9719858.950000,2472.337430,28439341.760000,3738.821590,30194952.740000,3025.072760,24448037.140000,1891.549740,10255676.950000,749.517180,463532.730000,31.989490,1,4,10,1,2013,190
19435,108244041.580000,12821.941500,93589613.270000,10442.440350,14654428.310000,2379.501150,296777.350000,112.077480,10953362.750000,2657.091700,28870948.570000,3923.018730,31502627.630000,3254.908280,24980470.740000,2016.651210,11054413.740000,813.452920,585440.800000,44.741180,1,4,10,1,2014,190
23455,126734884.030000,14444.712900,109861675.570000,11863.647620,16873208.460000,2581.065280,291369.260000,140.290750,13534498.080000,3158.899760,33444968.070000,4348.447170,36559949.660000,3536.244730,28487253.880000,2248.949750,13772841.660000,958.625910,644003.420000,53.254830,1,4,10,1,2015,190
26301,139928878.830000,15523.506080,120737500.460000,12805.334740,19191378.370000,2718.171340,305270.600000,155.340240,15084415.890000,3571.243430,36356310.640000,4462.871310,41166372.440000,3815.253440,30825439.360000,2402.536490,15083036.480000,1053.941770,1108033.420000,62.319400,1,4,10,1,2016,190
18563,100134503.130000,13685.731630,74471483.770000,9585.797310,25663019.360000,4099.934320,247000.820000,109.745830,16085597.770000,3213.235500,34294641.030000,4717.273190,27227571.580000,3254.042160,16831425.990000,1825.702350,5356736.180000,547.157430,91529.760000,18.575170,1,4,10,2,2009,190
18494,100473791.130000,13870.160310,74237407.600000,9552.505460,26236383.530000,4317.654850,206716.550000,90.864970,14662564.600000,3091.966130,33896012.340000,4807.781330,27961488.190000,3356.590990,17959171.890000,1910.785890,5659717.210000,588.615020,128120.350000,23.555980,1,4,10,2,2010,190
17863,94789702.440000,13318.100710,71516489.060000,9377.966140,23273213.380000,3940.134570,152902.980000,74.349020,12493789.670000,2808.449090,31305327.480000,4561.683770,26474650.180000,3285.889600,18175313.690000,1950.843650,5986394.250000,608.897180,201324.190000,27.988400,1,4,10,2,2011,190
