,municipio_limpio,provincia,superficie_urbana,uds_almacen,uds_comercial,uds_cultural,uds_hosteleria,uds_industrial,uds_deportivo,uds_oficinas,uds_religioso,uds_espectaculos
6778,pobla_llarga,valencia,"1,118,534",518,83,6,8,270,13,13,3,0
6779,puig,valencia,"4,700,025","2,135",195,7,13,143,19,40,3,1
6780,pucol,valencia,"3,238,103","3,152",354,16,23,223,34,109,5,4
6781,quesa,valencia,"195,542",91,6,2,2,10,4,3,2,0
6782,rafelbunol,valencia,"1,110,642","2,337",115,11,23,483,9,23,4,7
6783,rafelcofer,valencia,"201,282",154,9,4,3,32,5,3,2,1
6784,rafelguaraf,valencia,"419,989",105,19,2,4,189,15,2,2,1
6785,rafol_de_salem,valencia,"111,070",32,0,2,1,72,2,0,2,0
6786,real_de_gandia,valencia,"831,218",451,23,3,2,194,6,28,1,0
6787,real,valencia,"484,533",325,25,2,3,174,12,3,1,0
6788,requena,valencia,"5,255,070","1,713",410,33,39,"2,923",33,62,28,10
6789,riba_roja_de_turia,valencia,"11,560,500","2,300",304,14,13,"1,386",64,150,6,2
6790,riola,valencia,"337,963",84,14,2,8,81,6,1,1,0
6791,rocafort,valencia,"1,310,530","1,382",67,9,4,67,18,12,3,1
6792,rotgla_i_corbera,valencia,"306,504",64,5,3,0,93,21,2,2,0
6793,rotova,valencia,"359,256",130,8,3,0,48,4,4,2,1
6794,rugat,valencia,"33,132",30,0,1,2,1,0,0,1,0
6795,sagunto,valencia,"16,803,699","14,088","1,966",48,46,"1,376",61,595,24,7
6796,salem,valencia,"226,563",58,2,2,1,16,2,1,1,1
6797,sant_joan_de_l_enova,valencia,"260,230",8,3,2,1,59,1,1,1,0
6798,sedavi,valencia,"640,277","1,992",257,13,15,180,5,58,3,1
6799,segart,valencia,"503,011",22,4,1,0,22,4,0,1,0
6800,sellent,valencia,"144,831",17,0,3,3,34,2,0,1,0
6801,sempere,valencia,"19,159",2,0,0,1,13,1,0,2,0
6802,senyera,valencia,"477,957",36,4,4,2,71,7,5,0,1
6803,serra,valencia,"2,009,970",420,32,3,12,122,19,2,5,1
6804,siete_aguas,valencia,"1,661,980",387,17,1,6,85,10,2,1,0
6805,silla,valencia,"3,402,379","2,110",595,30,25,"1,287",10,89,6,2
6806,simat_de_la_valldigna,valencia,"569,205",459,25,6,4,232,15,7,4,0
6807,sinarcas,valencia,"430,585",166,4,1,5,145,1,1,2,1
6808,sollana,valencia,"1,152,659",536,78,7,12,357,4,25,3,4
6809,sot_de_chera,valencia,"110,961",119,2,2,1,47,2,0,2,0
6810,sueca,valencia,"3,597,299","8,878",891,23,50,406,30,226,11,20
6811,sumacarcer,valencia,"210,321",36,4,1,3,115,3,1,1,1
6812,tavernes_blanques,valencia,"461,520","1,613",310,11,3,106,4,15,3,1
6813,tavernes_de_la_valldigna,valencia,"2,662,835","5,830",439,11,12,255,13,75,4,2
6814,teresa_de_cofrentes,valencia,"155,222",82,4,1,2,46,2,0,1,0
6815,terrateig,valencia,"145,220",22,1,2,0,21,3,0,1,0
6816,titaguas,valencia,"183,850",62,7,5,4,250,1,1,1,0
6817,torrebaja,valencia,"277,986",202,4,2,1,111,2,1,3,1
6818,torrella,valencia,"33,010",4,0,1,0,3,3,0,1,0
6819,torrent,valencia,"12,494,682","16,593","1,862",71,45,"1,040",118,462,19,7
6820,torres_torres,valencia,"731,453",73,3,1,0,11,18,0,2,0
6821,tous,valencia,"307,501",30,1,2,1,40,2,3,1,1
6822,tuejar,valencia,"232,423",168,14,3,1,346,4,1,2,1
6823,turis,valencia,"4,980,988",625,96,8,8,905,113,15,6,2
6824,utiel,valencia,"3,889,481","1,355",194,16,27,"1,409",29,67,7,2
6825,valencia,valencia,"29,620,303","214,013","34,817","1,064",482,"5,246",316,"7,556",294,95
6826,vallada,valencia,"954,301",355,50,7,1,360,52,13,6,2
6827,vallanca,valencia,"110,602",22,1,0,1,273,1,0,2,0
6828,valles,valencia,"62,066",1,0,0,1,2,2,0,1,0
6829,venta_del_moro,valencia,"663,312",228,6,3,8,565,2,2,7,0
6830,villalonga,valencia,"1,060,015",635,56,6,10,70,8,9,3,1
6831,vilamarxant,valencia,"2,987,280","1,425",93,11,13,364,20,20,5,3
6832,villanueva_de_castellon,valencia,"1,380,586",693,127,6,8,176,5,17,4,3
6833,villar_del_arzobispo,valencia,"1,126,616",389,58,6,9,472,5,21,4,1
6834,villargordo_del_cabriel,valencia,"424,982",46,1,2,7,174,10,3,3,4
6835,vinalesa,valencia,"398,432",823,24,6,0,53,1,5,2,1
6836,yatova,valencia,"498,604",322,17,5,2,141,41,4,2,1
6837,yesa,valencia,"107,069",11,0,0,2,267,3,0,4,0
6838,zarra,valencia,"75,486",21,1,2,0,41,3,2,3,0
6839,gatova,valencia,"244,187",91,6,2,1,161,6,0,0,0
6840,san_antonio_de_benageber,valencia,"3,407,445",326,49,6,0,134,17,6,1,0
6841,benicull_de_xuquer,valencia,"190,499",247,7,2,2,50,5,1,2,0
6842,adalia,valladolid,"86,051",8,0,0,0,46,0,0,2,0
6843,aguasal,valladolid,"23,400",10,0,1,0,5,0,0,1,0
6844,aguilar_de_campos,valladolid,"150,806",41,4,1,2,17,0,1,2,0
6845,alaejos,valladolid,"627,437",58,15,5,7,203,2,2,3,1
6846,alcazaren,valladolid,"399,402",33,4,0,1,82,4,1,2,0
6847,aldea_de_san_miguel,valladolid,"156,717",3,0,0,1,67,1,0,4,0
6848,aldeamayor_de_san_martin,valladolid,"5,228,931",24,19,6,3,290,19,75,1,0
6849,almenara_de_adaja,valladolid,"34,200",2,0,0,0,9,0,0,1,0
6850,amusquillo,valladolid,"59,685",18,0,1,1,56,0,0,2,0
6851,arroyo_de_la_encomienda,valladolid,"5,556,589","6,059",196,16,6,120,29,304,3,1
6852,ataquines,valladolid,"267,783",33,6,1,3,114,2,2,2,0
6853,bahabon,valladolid,"102,560",7,0,0,1,79,0,1,1,0
6854,barcial_de_la_loma,valladolid,"97,655",4,0,0,0,50,0,0,1,0
6855,barruelo_del_valle,valladolid,"44,016",5,0,0,0,47,0,0,0,0
6856,becilla_de_valderaduey,valladolid,"193,731",17,3,1,2,103,2,2,2,0
6857,benafarces,valladolid,"65,982",1,0,0,0,57,1,0,0,0
6858,bercero,valladolid,"119,380",42,0,1,0,79,1,0,3,0
6859,berceruelo,valladolid,"13,488",1,0,1,0,8,0,0,1,0
6860,berrueces,valladolid,"87,474",13,0,0,0,32,2,0,2,0
6861,bobadilla_del_campo,valladolid,"178,430",17,0,1,0,75,3,0,1,0
6862,bocigas,valladolid,"105,716",12,0,1,0,39,0,0,1,0
6863,bocos_de_duero,valladolid,"23,903",10,0,0,1,16,1,0,1,0
6864,boecillo,valladolid,"3,732,574",501,21,4,11,78,11,49,1,1
6865,bolanos_de_campos,valladolid,"152,866",4,5,2,1,104,1,0,1,0
6866,brahojos_de_medina,valladolid,"46,797",20,0,1,0,26,0,1,1,1
6867,bustillo_de_chaves,valladolid,"44,349",6,0,1,0,23,0,0,1,0
6868,cabezon_de_pisuerga,valladolid,"2,307,128",562,46,4,4,89,7,1,1,0
6869,cabezon_de_valderaduey,valladolid,"26,565",0,0,0,0,11,0,0,1,0
6870,cabreros_del_monte,valladolid,"81,025",21,0,0,0,31,0,0,2,0
6871,campaspero,valladolid,"404,369",90,9,5,4,356,4,1,1,2
6872,campillo,valladolid,"308,213",12,0,3,2,62,5,0,2,0
6873,camporredondo,valladolid,"173,467",24,0,0,1,59,1,0,2,0
6874,canalejas_de_penafiel,valladolid,"148,469",31,0,1,1,113,1,0,1,0
6875,canillas_de_esgueva,valladolid,"36,039",1,0,1,1,93,0,0,1,0
6876,carpio,valladolid,"581,230",28,5,2,0,193,2,1,4,1
6877,casasola_de_arion,valladolid,"195,788",3,0,1,3,168,2,2,1,0
6878,castrejon_de_trabancos,valladolid,"68,596",32,2,1,0,42,0,1,1,0
6879,castrillo_de_duero,valladolid,"91,459",35,0,1,0,47,0,1,1,0
6880,castrillo_tejeriego,valladolid,"85,339",1,3,0,0,61,1,0,1,0
6881,castrobol,valladolid,"70,392",0,0,0,1,27,0,0,1,0
6882,castrodeza,valladolid,"75,179",14,0,2,3,100,1,0,2,0
6883,castromembibre,valladolid,"39,618",0,0,0,0,62,0,0,1,0
6884,castromonte,valladolid,"204,612",49,3,4,1,126,2,1,2,0
6885,castronuevo_de_esgueva,valladolid,"497,798",16,0,0,1,39,9,1,1,0
6886,castronuno,valladolid,"457,151",60,3,3,3,150,2,2,1,0
6887,castroponce,valladolid,"125,131",2,0,0,0,50,1,1,1,1
6888,castroverde_de_cerrato,valladolid,"79,739",16,0,1,2,51,0,0,1,0
6889,ceinos_de_campos,valladolid,"122,887",50,0,0,0,14,0,0,1,0
6890,cervillego_de_la_cruz,valladolid,"43,394",0,0,1,1,22,0,0,1,0
6891,cigales,valladolid,"1,475,039",900,48,7,4,267,10,11,3,1
6892,cigunuela,valladolid,"179,937",8,1,2,1,60,0,0,2,0
6893,cisterniga,valladolid,"2,546,458","2,228",90,4,28,466,18,130,2,0
6894,cogeces_de_iscar,valladolid,"92,184",2,0,1,1,29,3,0,2,0
6895,cogeces_del_monte,valladolid,"559,188",59,6,2,0,250,2,1,0,1
6896,corcos,valladolid,"886,307",1,0,0,1,45,0,0,1,0
6897,corrales_de_duero,valladolid,"31,374",4,1,0,0,76,2,0,1,0
6898,cubillas_de_santa_marta,valladolid,"161,047",0,0,1,1,37,1,0,3,0
6899,cuenca_de_campos,valladolid,"241,953",3,0,1,1,79,1,0,1,0
6900,curiel_de_duero,valladolid,"136,699",12,0,1,2,54,0,0,1,0
6901,encinas_de_esgueva,valladolid,"175,893",15,1,0,1,136,1,1,1,0
6902,esguevillas_de_esgueva,valladolid,"235,322",5,4,1,1,166,3,1,1,0
6903,fombellida,valladolid,"74,558",2,0,1,1,94,0,0,1,0
6904,fompedraza,valladolid,"54,827",18,1,1,0,23,1,0,1,0
6905,fontihoyuelo,valladolid,"51,847",1,0,0,0,29,0,0,1,0
6906,fresno_el_viejo,valladolid,"366,470",9,6,1,0,191,2,1,2,1
6907,fuensaldana,valladolid,"1,582,572",252,10,2,9,108,11,7,3,1
6908,fuente_el_sol,valladolid,"78,783",1,1,1,2,55,1,0,1,0
6909,fuente_olmedo,valladolid,"33,544",0,0,0,0,24,2,0,1,0
6910,gallegos_de_hornija,valladolid,"54,116",1,0,0,0,45,0,0,1,0
6911,gaton_de_campos,valladolid,"59,588",10,0,1,0,28,1,0,1,0
6912,geria,valladolid,"373,953",16,0,2,2,91,0,0,1,0
6913,herrin_de_campos,valladolid,"93,684",15,0,0,0,93,1,0,1,0
6914,hornillos_de_eresma,valladolid,"231,967",10,0,0,1,27,3,1,1,0
6915,iscar,valladolid,"3,777,134",669,119,9,10,471,8,25,4,4
6916,laguna_de_duero,valladolid,"5,030,065","4,533",418,15,8,228,23,86,8,2
6917,langayo,valladolid,"138,697",5,0,0,0,134,1,1,2,0
6918,lomoviejo,valladolid,"71,623",26,0,1,0,35,2,1,1,0
6919,llano_de_olmedo,valladolid,"85,934",1,0,0,1,41,1,0,1,0
6920,manzanillo,valladolid,"29,628",2,0,0,0,29,0,0,1,0
6921,marzales,valladolid,"46,525",5,0,0,0,20,0,1,1,0
6922,matapozuelos,valladolid,"759,914",21,3,1,6,116,6,1,5,2
6923,matilla_de_los_canos,valladolid,"43,928",3,0,0,0,40,0,1,0,0
6924,mayorga,valladolid,"1,043,468",40,13,4,7,186,2,3,5,0
6925,medina_del_campo,valladolid,"4,327,756","5,149",662,19,35,792,15,101,20,3
6926,medina_de_rioseco,valladolid,"1,562,210",881,176,11,14,339,3,13,12,8
6927,megeces,valladolid,"339,710",15,0,2,2,90,1,0,1,0
6928,melgar_de_abajo,valladolid,"81,037",16,0,0,2,45,0,0,2,0
6929,melgar_de_arriba,valladolid,"149,688",1,0,1,0,71,0,0,0,0
6930,mojados,valladolid,"1,876,647",140,19,4,6,237,17,4,3,2
6931,monasterio_de_vega,valladolid,"69,346",2,1,0,0,28,0,0,1,0
6932,montealegre_de_campos,valladolid,"62,581",8,0,0,3,24,0,0,2,0
6933,montemayor_de_pililla,valladolid,"568,945",83,8,4,2,240,5,4,2,2
6934,moral_de_la_reina,valladolid,"99,555",10,0,0,2,66,0,2,1,0
6935,moraleja_de_las_panaderas,valladolid,"22,632",7,0,1,0,16,1,0,0,0
6936,morales_de_campos,valladolid,"73,356",20,2,1,0,66,1,0,1,0
6937,mota_del_marques,valladolid,"224,052",37,3,1,3,75,1,4,1,0
6938,mucientes,valladolid,"263,896",3,1,0,3,122,2,0,2,1
6939,mudarra,valladolid,"388,161",2,0,1,0,65,2,5,1,0
6940,muriel,valladolid,"84,647",21,0,1,0,54,0,0,3,0
6941,nava_del_rey,valladolid,"833,422",125,25,1,7,337,4,3,6,1
6942,nueva_villa_de_las_torres,valladolid,"157,474",18,2,2,0,67,2,1,1,0
6943,olivares_de_duero,valladolid,"224,175",17,1,2,0,89,4,0,2,0
6944,olmedo,valladolid,"2,694,335",587,55,8,19,331,5,14,8,1
6945,olmos_de_esgueva,valladolid,"143,478",2,0,0,1,47,3,0,1,0
6946,olmos_de_penafiel,valladolid,"38,595",2,0,0,0,33,1,0,1,0
6947,palazuelo_de_vedija,valladolid,"153,319",7,0,1,2,90,3,0,1,0
6948,parrilla,valladolid,"260,713",4,3,1,3,72,3,2,2,0
6949,pedraja_de_portillo,valladolid,"689,846",6,7,5,4,138,5,0,3,1
6950,pedrajas_de_san_esteban,valladolid,"1,658,069",121,65,5,12,395,5,9,2,1
6951,pedrosa_del_rey,valladolid,"230,534",6,0,0,0,92,0,0,2,0
6952,penafiel,valladolid,"2,099,193","1,197",159,11,19,630,20,18,11,0
6953,penaflor_de_hornija,valladolid,"73,416",3,1,1,0,92,1,1,2,0
6954,pesquera_de_duero,valladolid,"242,409",6,2,1,4,211,1,1,3,0
6955,pina_de_esgueva,valladolid,"157,401",11,5,0,1,128,2,1,3,0
6956,pinel_de_abajo,valladolid,"113,057",46,0,1,1,86,2,0,1,0
6957,pinel_de_arriba,valladolid,"77,074",4,0,0,1,81,2,0,1,0
6958,pollos,valladolid,"265,713",13,2,2,0,124,2,2,1,0
6959,portillo,valladolid,"1,391,475",199,19,7,5,264,4,9,6,1
6960,pozal_de_gallinas,valladolid,"398,291",4,1,3,1,106,3,0,2,0
6961,pozaldez,valladolid,"328,480",36,2,1,2,101,1,1,3,0
6962,pozuelo_de_la_orden,valladolid,"79,758",19,0,0,0,31,1,0,2,0
6963,puras,valladolid,"30,579",0,0,0,2,16,0,0,1,0
6964,quintanilla_de_arriba,valladolid,"99,742",2,0,2,0,80,0,0,1,0
6965,quintanilla_del_molar,valladolid,"41,286",8,0,1,0,22,1,1,2,0
6966,quintanilla_de_onesimo,valladolid,"493,930",2,2,1,7,167,3,1,2,2
6967,quintanilla_de_trigueros,valladolid,"35,869",12,0,0,0,37,1,0,2,0
6968,rabano,valladolid,"233,659",30,0,2,1,82,0,0,2,0
6969,ramiro,valladolid,"30,433",10,0,0,0,17,0,0,1,0
6970,renedo_de_esgueva,valladolid,"1,273,274",118,11,5,1,101,6,3,2,1
6971,roales_de_campos,valladolid,"95,830",54,0,1,2,22,0,0,1,0
6972,robladillo,valladolid,"30,735",0,0,0,1,29,0,0,1,0
6973,roturas,valladolid,"28,493",2,0,0,0,59,0,0,1,0
6974,rubi_de_bracamonte,valladolid,"102,664",14,0,1,0,35,2,2,1,0
6975,rueda,valladolid,"931,543",67,11,4,8,196,2,0,7,0
6976,saelices_de_mayorga,valladolid,"105,315",3,0,0,0,58,0,1,1,0
6977,salvador_de_zapardiel,valladolid,"72,024",9,0,1,1,28,2,0,3,0
6978,san_cebrian_de_mazote,valladolid,"101,335",48,0,1,1,61,1,0,4,0
6979,san_llorente,valladolid,"56,920",31,0,2,1,128,1,0,1,0
6980,san_martin_de_valveni,valladolid,"77,245",1,0,0,0,27,2,0,1,0
6981,san_miguel_del_arroyo,valladolid,"495,959",19,4,2,3,300,4,2,6,0
6982,san_miguel_del_pino,valladolid,"134,185",6,1,0,2,18,2,0,3,0
6983,san_pablo_de_la_moraleja,valladolid,"50,880",4,0,1,1,13,0,0,1,1
6984,san_pedro_de_latarce,valladolid,"257,146",10,3,1,3,163,1,0,1,0
6985,san_pelayo,valladolid,"24,072",19,0,1,0,18,0,0,2,0
6986,san_roman_de_hornija,valladolid,"191,645",35,2,2,2,66,1,1,1,0
6987,san_salvador,valladolid,"26,095",7,0,0,0,18,0,0,0,0
6988,santa_eufemia_del_arroyo,valladolid,"97,344",35,0,1,0,9,1,0,1,0
6989,santervas_de_campos,valladolid,"144,405",29,0,0,1,50,2,0,3,0
6990,santibanez_de_valcorba,valladolid,"207,437",3,1,0,0,29,3,0,1,0
6991,santovenia_de_pisuerga,valladolid,"1,187,278",675,27,2,7,575,2,41,2,0
6992,san_vicente_del_palacio,valladolid,"97,347",2,0,0,0,52,1,0,1,0
6993,sardon_de_duero,valladolid,"233,329",21,4,0,3,46,4,1,3,0
6994,seca,valladolid,"581,016",13,9,2,6,146,3,2,5,0
6995,serrada,valladolid,"598,048",36,12,1,4,101,8,3,1,1
6996,siete_iglesias_de_trabancos,valladolid,"262,944",34,1,1,1,206,2,1,2,0
6997,simancas,valladolid,"3,742,218",478,25,9,13,74,43,8,4,1
6998,tamariz_de_campos,valladolid,"90,175",26,0,0,0,52,1,0,2,0
6999,tiedra,valladolid,"258,479",68,2,2,3,155,1,1,3,0
7000,tordehumos,valladolid,"225,600",67,0,2,2,21,1,2,3,0
7001,tordesillas,valladolid,"4,970,828","2,588",197,11,15,371,14,30,13,2
7002,torrecilla_de_la_abadesa,valladolid,"126,498",8,0,1,2,69,1,0,3,0
7003,torrecilla_de_la_orden,valladolid,"175,050",5,3,2,0,131,2,2,1,0
7004,torrecilla_de_la_torre,valladolid,"16,359",13,0,0,0,14,0,0,1,0
7005,torre_de_esgueva,valladolid,"31,619",25,0,0,1,47,0,0,1,0
7006,torre_de_penafiel,valladolid,"52,461",34,0,0,0,25,0,0,3,0
7007,torrelobaton,valladolid,"204,110",12,3,2,5,184,2,0,2,0
7008,torrescarcela,valladolid,"127,313",1,0,0,3,110,2,0,2,0
7009,traspinedo,valladolid,"1,029,396",42,5,2,3,93,9,0,2,0
7010,trigueros_del_valle,valladolid,"1,456,636",26,0,4,2,116,6,0,1,0
7011,tudela_de_duero,valladolid,"4,030,619","1,355",124,11,11,514,37,23,4,1
7012,union_de_campos,valladolid,"141,945",41,0,0,1,18,1,0,2,0
7013,urones_de_castroponce,valladolid,"116,003",0,0,0,0,60,1,0,1,1
7014,uruena,valladolid,"81,723",48,10,5,5,31,0,1,1,0
7015,valbuena_de_duero,valladolid,"311,242",1,0,2,6,131,1,0,3,1
7016,valdearcos_de_la_vega,valladolid,"31,512",17,0,0,1,18,0,0,1,0
7017,valdenebro_de_los_valles,valladolid,"86,251",4,0,0,0,82,2,0,1,0
7018,valdestillas,valladolid,"728,134",7,7,2,3,142,6,0,2,0
7019,valdunquillo,valladolid,"118,333",39,1,1,1,9,0,1,1,0
7020,valoria_la_buena,valladolid,"389,207",30,3,5,4,185,5,2,2,0
7021,valverde_de_campos,valladolid,"67,725",7,0,1,0,44,2,0,2,0
7022,valladolid,valladolid,"40,610,005","80,323","10,689",324,142,"2,965",193,"2,788",141,9
7023,vega_de_ruiponce,valladolid,"82,494",27,0,1,0,49,2,0,2,0
7024,vega_de_valdetronco,valladolid,"77,421",10,0,1,1,50,0,1,2,0
7025,velascalvaro,valladolid,"53,497",5,0,1,0,21,1,1,1,0
7026,velilla,valladolid,"85,801",0,0,1,0,61,1,0,1,0
7027,velliza,valladolid,"119,934",31,1,0,2,79,1,0,4,0
7028,ventosa_de_la_cuesta,valladolid,"83,169",0,0,0,0,32,1,0,2,0
7029,viana_de_cega,valladolid,"1,659,197",50,7,4,4,81,21,2,2,1
7030,viloria,valladolid,"265,404",2,1,2,2,121,3,0,1,0
7031,villabanez,valladolid,"1,368,094",3,2,1,0,92,6,0,2,0
7032,villabaruz_de_campos,valladolid,"66,975",7,0,0,0,25,0,0,2,0
7033,villabragima,valladolid,"614,624",18,16,4,1,205,2,2,4,0
7034,villacarralon,valladolid,"75,506",16,0,1,0,40,1,0,2,0
7035,villacid_de_campos,valladolid,"66,268",4,0,1,0,63,1,1,1,0
7036,villaco,valladolid,"34,317",32,0,0,0,28,0,0,1,0
7037,villafrades_de_campos,valladolid,"74,478",20,0,0,0,45,2,0,1,0
7038,villafranca_de_duero,valladolid,"156,815",13,4,0,0,95,0,1,1,0
7039,villafrechos,valladolid,"336,219",7,1,1,2,113,4,2,3,0
7040,villafuerte,valladolid,"45,697",12,0,0,5,45,0,0,1,0
7041,villagarcia_de_campos,valladolid,"181,043",2,1,1,0,48,1,1,1,1
7042,villagomez_la_nueva,valladolid,"60,074",0,0,0,0,47,1,0,1,0
7043,villalan_de_campos,valladolid,"37,939",7,0,0,0,18,0,0,1,1
7044,villalar_de_los_comuneros,valladolid,"144,243",7,1,1,1,108,1,1,2,0
7045,villalba_de_la_loma,valladolid,"44,718",0,0,0,1,17,1,0,1,0
7046,villalba_de_los_alcores,valladolid,"175,794",6,1,0,3,108,3,0,4,0
7047,villalbarba,valladolid,"89,958",26,0,2,0,29,1,1,1,0
7048,villalon_de_campos,valladolid,"981,302",157,30,3,6,307,2,7,4,1
7049,villamuriel_de_campos,valladolid,"64,533",6,0,1,0,24,0,0,1,0
7050,villan_de_tordesillas,valladolid,"63,787",11,0,1,1,57,1,0,1,0
7051,villanubla,valladolid,"1,805,637",540,20,4,8,321,7,19,2,1
7052,villanueva_de_duero,valladolid,"1,764,849",41,8,2,2,117,13,1,2,0
7053,villanueva_de_la_condesa,valladolid,"23,256",2,0,0,1,8,0,0,0,0
7054,villanueva_de_los_caballeros,valladolid,"128,183",20,0,1,1,60,1,2,0,0
7055,villanueva_de_los_infantes,valladolid,"44,413",2,0,1,1,24,1,0,1,0
7056,villanueva_de_san_mancio,valladolid,"60,779",3,0,0,1,39,0,0,1,0
7057,villardefrades,valladolid,"142,182",1,4,0,3,52,1,1,1,0
7058,villarmentero_de_esgueva,valladolid,"134,490",70,0,0,1,22,1,0,1,0
7059,villasexmir,valladolid,"46,402",3,0,0,1,41,0,0,1,0
7060,villavaquerin,valladolid,"94,199",17,0,0,1,43,1,0,1,0
7061,villavellid,valladolid,"67,150",32,0,0,0,36,0,0,1,0
7062,villaverde_de_medina,valladolid,"384,598",3,3,0,4,91,4,0,1,0
7063,villavicencio_de_los_caballeros,valladolid,"175,010",7,1,1,1,74,1,0,2,0
7064,wamba,valladolid,"110,115",12,1,0,2,61,2,0,0,0
7065,zaratan,valladolid,"1,185,020","1,605",41,4,6,335,11,61,1,1
7066,zarza,valladolid,"72,982",7,0,0,0,27,1,0,1,0
7067,abezames,zamora,"57,927",8,0,0,0,53,0,0,1,0
7068,alcanices,zamora,"837,899",97,30,3,4,451,4,6,5,0
7069,alcubilla_de_nogales,zamora,"109,653",0,0,0,0,20,0,0,1,0
7070,alfaraz_de_sayago,zamora,"135,773",3,0,0,0,163,5,0,3,0
7071,algodre,zamora,"99,355",2,0,2,0,108,1,0,1,0
7072,almaraz_de_duero,zamora,"219,762",5,0,1,1,135,0,0,1,0
7073,almeida_de_sayago,zamora,"494,567",13,3,2,2,255,2,1,1,0
7074,andavias,zamora,"210,641",16,3,1,0,235,5,0,1,0
7075,arcenillas,zamora,"259,987",6,1,0,1,57,7,1,1,0
7076,arcos_de_la_polvorosa,zamora,"166,996",0,2,0,0,41,2,0,1,0
7077,arganin,zamora,"52,945",2,1,1,0,56,0,0,1,0
7078,argujillo,zamora,"173,669",30,1,1,0,86,3,0,1,0
7079,arquillinos,zamora,"159,614",1,0,0,0,86,1,0,1,0
7080,arrabalde,zamora,"146,630",4,0,0,2,26,1,0,0,0
7081,aspariegos,zamora,"180,667",1,0,1,1,125,2,3,1,0
7082,asturianos,zamora,"232,695",39,4,2,3,394,1,0,9,0
7083,ayoo_de_vidriales,zamora,"256,183",9,0,3,1,295,0,0,3,0
7084,barcial_del_barco,zamora,"207,784",3,0,1,0,46,1,0,0,0
7085,belver_de_los_montes,zamora,"214,917",3,2,3,0,149,1,1,1,0
7086,benavente,zamora,"5,488,333","7,132",781,37,28,"1,060",20,125,8,9
7087,benegiles,zamora,"325,276",10,1,0,0,82,0,0,1,0
7088,bermillo_de_sayago,zamora,"1,298,084",139,13,7,10,573,3,7,9,1
7089,boveda_de_toro,zamora,"418,671",106,7,1,3,200,3,3,1,2
7090,breto,zamora,"148,751",25,1,0,1,113,0,0,1,0
7091,bretocino,zamora,"148,170",3,0,1,1,147,2,0,1,0
7092,brime_de_sog,zamora,"171,017",2,0,1,0,167,3,0,1,0
7093,brime_de_urz,zamora,"77,926",0,0,0,0,62,0,0,1,0
7094,burganes_de_valverde,zamora,"464,167",6,2,5,0,208,2,1,2,0
7095,bustillo_del_oro,zamora,"88,604",9,0,0,1,175,1,2,2,0
7096,cabanas_de_sayago,zamora,"107,054",9,0,0,0,127,5,0,2,0
7097,calzadilla_de_tera,zamora,"258,362",22,2,1,0,161,1,0,3,0
7098,camarzana_de_tera,zamora,"743,829",132,14,5,7,338,8,2,4,0
7099,canizal,zamora,"278,199",90,3,1,1,191,2,1,3,0
7100,canizo,zamora,"125,649",2,0,0,1,124,1,1,1,0
7101,carbajales_de_alba,zamora,"227,185",9,5,1,3,338,5,0,2,1
7102,carbellino,zamora,"166,422",5,1,1,1,102,0,0,1,0
7103,casaseca_de_campean,zamora,"65,544",4,0,0,0,28,5,0,1,0
7104,casaseca_de_las_chanas,zamora,"285,565",10,2,1,0,119,2,0,1,0
7105,castrillo_de_la_guarena,zamora,"65,757",19,0,0,1,36,0,0,2,0
7106,castrogonzalo,zamora,"473,377",21,0,2,2,120,2,0,1,0
7107,castronuevo,zamora,"153,806",0,1,1,0,146,1,1,1,0
7108,castroverde_de_campos,zamora,"192,001",8,0,1,1,43,2,0,4,0
7109,cazurra,zamora,"42,008",4,0,0,0,37,2,0,1,0
7110,cerecinos_de_campos,zamora,"174,172",103,1,1,2,74,1,1,2,0
7111,cerecinos_del_carrizal,zamora,"93,034",2,0,0,0,123,1,0,1,0
7112,cernadilla,zamora,"107,992",20,0,2,0,222,1,0,4,0
7113,cobreros,zamora,"857,895",351,0,4,2,436,6,1,14,0
7114,coomonte,zamora,"157,302",2,0,0,1,15,1,0,2,0
7115,coreses,zamora,"1,959,325",158,12,3,4,232,7,3,2,0
7116,corrales,zamora,"3,268,356",98,5,3,7,271,7,2,3,1
7117,cotanes_del_monte,zamora,"69,619",1,0,0,1,15,1,0,1,0
7118,cubillos,zamora,"207,661",4,0,1,2,150,1,0,1,0
7119,cubo_de_benavente,zamora,"156,174",3,0,1,0,208,0,0,2,0
7120,cubo_de_tierra_del_vino,zamora,"174,683",11,1,1,1,65,4,0,2,0
7121,cuelgamures,zamora,"100,339",6,0,1,0,81,2,0,1,0
7122,entrala,zamora,"260,322",6,0,0,3,99,4,0,1,0
7123,espadanedo,zamora,"185,755",29,0,4,1,320,0,0,5,0
7124,faramontanos_de_tabara,zamora,"326,556",4,0,1,1,183,1,0,2,0
7125,fariza,zamora,"987,374",123,0,8,3,363,3,0,7,0
7126,fermoselle,zamora,"726,297",34,19,4,10,431,6,2,6,0
7127,ferreras_de_abajo,zamora,"519,572",93,0,1,2,128,3,3,4,0
7128,ferreras_de_arriba,zamora,"185,769",47,1,2,4,284,0,0,2,0
7129,ferreruela,zamora,"504,949",59,3,3,0,318,3,0,3,0
7130,figueruela_de_arriba,zamora,"189,861",381,0,0,1,510,0,0,7,1
7131,fonfria,zamora,"748,831",63,5,11,6,839,7,1,9,0
