,municipio_limpio,provincia,superficie_urbana,uds_almacen,uds_comercial,uds_cultural,uds_hosteleria,uds_industrial,uds_deportivo,uds_oficinas,uds_religioso,uds_espectaculos
6411,casar_de_escalona,toledo,"5,719,299",93,11,2,4,145,23,6,3,0
6412,casarrubios_del_monte,toledo,"4,330,578","1,640",79,9,12,308,34,11,5,0
6413,casasbuenas,toledo,"134,295",7,1,1,0,41,22,0,1,0
6414,castillo_de_bayuela,toledo,"486,041",79,8,1,4,271,11,0,1,0
6415,cazalegas,toledo,"1,973,001",94,40,3,3,212,11,4,1,1
6416,cebolla,toledo,"1,021,947",424,38,5,8,43,19,3,2,2
6417,cedillo_del_condado,toledo,"1,277,260",687,28,4,5,57,4,61,1,0
6418,cerralbos,toledo,"371,989",25,3,1,2,61,1,0,1,0
6419,cervera_de_los_montes,toledo,"247,128",132,0,2,3,10,2,0,3,0
6420,ciruelos,toledo,"277,246",33,0,1,1,19,6,1,2,0
6421,cobeja,toledo,"1,205,721",212,25,1,4,134,4,0,1,1
6422,cobisa,toledo,"1,633,093",106,38,5,2,28,14,1,1,0
6423,consuegra,toledo,"2,352,757",750,181,8,18,"1,042",24,18,6,3
6424,corral_de_almaguer,toledo,"3,542,684",587,141,7,11,452,15,8,5,6
6425,cuerva,toledo,"777,469",18,6,1,6,154,5,1,4,0
6426,chozas_de_canales,toledo,"1,402,772",123,30,1,4,201,10,1,4,0
6427,chueca,toledo,"134,424",38,0,1,0,22,1,0,2,0
6428,domingo_perez,toledo,"320,185",24,4,2,2,76,3,0,1,0
6429,dosbarrios,toledo,"833,954",57,14,4,8,315,1,2,3,1
6430,erustes,toledo,"299,343",17,3,2,0,38,2,0,1,0
6431,escalona,toledo,"5,630,969",297,49,5,25,202,78,7,3,0
6432,escalonilla,toledo,"816,736",41,5,3,4,271,5,4,2,0
6433,espinoso_del_rey,toledo,"369,280",37,6,2,2,188,2,0,1,0
6434,esquivias,toledo,"1,539,635",434,70,3,7,214,13,11,3,2
6435,estrella,toledo,"264,316",31,3,2,3,215,6,0,2,0
6436,fuensalida,toledo,"2,825,884","1,896",323,7,7,613,31,59,5,2
6437,galvez,toledo,"1,144,747",241,41,3,3,198,11,3,2,1
6438,garciotum,toledo,"244,752",14,0,2,0,53,3,0,2,0
6439,gerindote,toledo,"1,243,498",291,15,1,1,187,5,7,3,1
6440,guadamur,toledo,"2,040,736",61,18,4,1,122,5,2,3,1
6441,guardia,toledo,"1,602,893",132,25,2,4,332,2,3,4,0
6442,herencias,toledo,"263,580",38,3,3,4,128,7,0,4,0
6443,herreruela_de_oropesa,toledo,"281,800",15,2,2,4,265,2,0,1,0
6444,hinojosa_de_san_vicente,toledo,"212,949",32,1,2,1,214,4,0,5,1
6445,hontanar,toledo,"66,710",1,0,1,2,35,1,0,2,0
6446,hormigos,toledo,"2,032,284",37,3,1,3,78,13,0,2,0
6447,huecas,toledo,"818,369",46,5,2,1,146,16,44,3,0
6448,huerta_de_valdecarabanos,toledo,"466,806",210,12,3,2,190,3,0,1,0
6449,iglesuela,toledo,"443,406",46,6,1,4,166,8,0,2,1
6450,illan_de_vacas,toledo,"18,585",3,0,0,0,23,0,0,1,0
6451,illescas,toledo,"18,469,289","2,928",484,19,20,"1,634",26,180,3,1
6452,lagartera,toledo,"418,319",72,13,3,15,183,6,1,1,1
6453,layos,toledo,"2,665,325",48,2,2,3,9,9,0,1,0
6454,lillo,toledo,"1,228,413",114,26,2,2,352,6,3,4,4
6455,lominchar,toledo,"1,039,854",431,36,5,4,164,6,1,2,0
6456,lucillos,toledo,"550,106",92,2,1,1,14,6,1,2,0
6457,madridejos,toledo,"2,992,559",868,144,9,18,"1,093",14,12,7,3
6458,magan,toledo,"2,049,097",149,38,3,1,114,6,4,3,0
6459,malpica_de_tajo,toledo,"860,662",87,11,3,10,153,5,3,4,2
6460,manzaneque,toledo,"342,025",12,0,1,0,68,2,0,3,0
6461,maqueda,toledo,"408,152",12,3,1,1,93,5,0,5,1
6462,marjaliza,toledo,"192,204",17,0,2,3,84,4,0,3,0
6463,marrupe,toledo,"118,965",4,1,1,1,45,3,0,2,0
6464,mascaraque,toledo,"514,087",21,0,1,1,56,6,0,2,0
6465,mata,toledo,"487,021",180,2,2,3,20,4,0,1,0
6466,mazarambroz,toledo,"700,041",35,5,2,6,137,14,1,3,1
6467,mejorada,toledo,"430,102",146,8,2,2,53,5,1,2,0
6468,menasalbas,toledo,"1,716,080",170,17,3,5,420,6,1,2,2
6469,mentrida,toledo,"3,170,264",607,76,5,2,178,32,4,4,1
6470,mesegar_de_tajo,toledo,"216,390",29,2,3,1,36,2,0,1,0
6471,miguel_esteban,toledo,"1,555,725",313,49,5,9,781,32,8,1,0
6472,mocejon,toledo,"1,143,254",454,65,4,9,287,12,3,5,1
6473,mohedas_de_la_jara,toledo,"305,561",12,0,2,3,167,4,0,2,1
6474,montearagon,toledo,"1,016,282",12,3,3,1,94,8,1,1,1
6475,montesclaros,toledo,"246,326",117,2,1,2,7,4,0,2,0
6476,mora,toledo,"2,259,903",863,178,16,14,704,23,15,3,1
6477,nambroca,toledo,"2,699,171",48,32,3,3,116,17,13,3,0
6478,nava_de_ricomalillo,toledo,"326,350",15,3,1,3,169,1,1,1,1
6479,navahermosa,toledo,"2,909,031",175,38,6,6,316,16,10,3,1
6480,navalcan,toledo,"961,863",535,25,6,4,109,4,3,2,1
6481,navalmoralejo,toledo,"48,297",4,0,0,2,49,1,0,1,0
6482,navalmorales,toledo,"1,313,226",124,26,5,3,271,21,3,5,1
6483,navalucillos,toledo,"970,329",139,21,4,13,600,14,3,6,2
6484,navamorcuende,toledo,"343,974",53,2,3,4,123,3,1,2,0
6485,noblejas,toledo,"9,554,940",409,76,3,5,444,13,4,3,2
6486,noez,toledo,"742,322",93,12,2,0,106,8,0,1,0
6487,nombela,toledo,"1,331,493",50,5,1,4,159,8,1,4,1
6488,noves,toledo,"1,745,218",79,12,6,3,174,13,3,3,0
6489,numancia_de_la_sagra,toledo,"2,138,609",664,86,3,9,334,21,5,3,0
6490,nuno_gomez,toledo,"189,314",9,0,1,2,91,3,0,2,0
6491,ocana,toledo,"3,250,313","5,193",333,9,10,252,12,15,8,3
6492,olias_del_rey,toledo,"3,683,489",294,115,4,7,257,23,3,2,0
6493,ontigola,toledo,"2,968,019",232,22,3,8,313,11,1,2,0
6494,orgaz,toledo,"2,180,540",85,34,4,7,280,15,8,4,5
6495,oropesa,toledo,"1,225,510",214,41,8,16,273,10,10,8,1
6496,otero,toledo,"1,636,554",18,0,1,1,26,9,0,1,0
6497,palomeque,toledo,"914,995",31,0,1,0,79,8,0,1,0
6498,pantoja,toledo,"798,389",226,35,2,6,76,6,3,3,0
6499,paredes_de_escalona,toledo,"242,426",30,1,0,0,66,7,0,1,0
6500,parrillas,toledo,"461,824",136,3,1,2,50,2,0,1,0
6501,pelahustan,toledo,"286,359",3,5,2,6,126,1,0,2,0
6502,pepino,toledo,"2,881,914",60,4,1,9,387,20,1,1,1
6503,polan,toledo,"1,310,876",345,71,4,5,81,11,5,3,1
6504,portillo_de_toledo,toledo,"682,085",47,24,3,1,204,7,4,2,1
6505,puebla_de_almoradiel,toledo,"1,762,741",251,35,6,10,531,9,3,2,0
6506,puebla_de_montalban,toledo,"2,323,151",452,136,10,12,308,15,9,6,4
6507,pueblanueva,toledo,"767,424",39,12,7,9,225,10,6,3,1
6508,puente_del_arzobispo,toledo,"348,233",7,11,2,6,147,3,0,3,1
6509,puerto_de_san_vicente,toledo,"151,534",28,0,0,1,101,1,0,0,0
6510,pulgar,toledo,"681,447",165,10,1,4,157,4,2,1,1
6511,quero,toledo,"549,356",29,2,3,1,315,4,1,3,0
6512,quintanar_de_la_orden,toledo,"3,133,206","1,259",309,9,18,684,23,25,8,2
6513,quismondo,toledo,"581,573",38,12,1,0,131,2,0,2,1
6514,real_de_san_vicente,toledo,"308,326",79,15,0,7,223,7,2,3,0
6515,recas,toledo,"2,562,690",746,49,6,3,200,10,5,3,1
6516,retamoso_de_la_jara,toledo,"87,243",12,1,0,0,70,1,0,1,0
6517,rielves,toledo,"586,716",44,3,2,0,7,8,1,0,0
6518,robledo_del_mazo,toledo,"247,052",32,0,2,0,169,11,0,5,1
6519,romeral,toledo,"1,050,622",60,2,4,2,220,3,1,4,1
6520,san_bartolome_de_las_abiertas,toledo,"298,599",26,0,3,2,112,2,0,1,0
6521,san_martin_de_montalban,toledo,"1,768,507",102,10,2,3,49,5,1,2,0
6522,san_martin_de_pusa,toledo,"314,328",22,3,0,2,59,5,1,1,0
6523,san_pablo_de_los_montes,toledo,"1,012,175",114,10,1,12,226,27,1,2,2
6524,san_roman_de_los_montes,toledo,"13,077,194",96,6,1,4,120,34,2,3,0
6525,santa_ana_de_pusa,toledo,"265,691",23,1,3,0,134,5,0,2,1
6526,santa_cruz_de_la_zarza,toledo,"1,648,683",904,96,1,4,271,5,15,9,1
6527,santa_cruz_del_retamar,toledo,"5,661,141",219,30,3,15,222,54,2,2,0
6528,santa_olalla,toledo,"2,264,993",212,58,3,9,307,10,11,6,1
6529,sartajada,toledo,"58,916",6,1,1,2,56,1,0,1,0
6530,segurilla,toledo,"465,252",84,2,1,5,21,2,1,3,0
6531,sesena,toledo,"6,757,057","2,996",502,16,10,511,20,173,4,0
6532,sevilleja_de_la_jara,toledo,"621,895",40,1,6,4,392,1,1,4,1
6533,sonseca,toledo,"2,957,180",738,217,11,14,549,40,19,5,1
6534,sotillo_de_las_palomas,toledo,"229,003",49,0,1,1,12,4,0,1,0
6535,talavera_de_la_reina,toledo,"12,851,738","21,870","4,385",93,50,"1,435",63,420,27,5
6536,tembleque,toledo,"1,049,530",135,6,1,11,279,6,2,5,1
6537,toboso,toledo,"771,378",39,20,7,5,311,5,1,7,0
6538,toledo,toledo,"29,087,664","22,053","3,169",73,124,826,72,961,70,1
6539,torralba_de_oropesa,toledo,"103,263",6,1,1,4,99,5,0,2,0
6540,torrecilla_de_la_jara,toledo,"210,135",7,0,4,0,110,7,1,3,0
6541,torre_de_esteban_hambran,toledo,"1,658,763",214,27,2,5,33,8,0,2,1
6542,torrico,toledo,"221,184",24,4,3,3,270,6,1,2,1
6543,torrijos,toledo,"2,350,839","1,850",350,16,13,491,21,156,7,3
6544,totanes,toledo,"316,762",3,3,1,2,69,3,0,4,0
6545,turleque,toledo,"405,581",6,6,2,2,220,2,3,0,2
6546,ugena,toledo,"1,916,321",115,76,7,6,168,15,8,2,1
6547,urda,toledo,"1,217,188",83,25,2,4,414,6,4,3,1
6548,valdeverdeja,toledo,"261,335",18,3,2,7,300,2,2,2,0
6549,valmojado,toledo,"1,463,492",585,98,5,3,338,25,4,1,1
6550,velada,toledo,"893,280",155,15,2,4,337,16,3,4,2
6551,ventas_con_pena_aguilera,toledo,"1,110,879",291,11,4,6,59,7,3,2,1
6552,ventas_de_retamosa,toledo,"2,220,718",328,50,2,3,154,21,4,1,2
6553,ventas_de_san_julian,toledo,"163,953",9,2,1,1,38,3,0,1,0
6554,villacanas,toledo,"4,858,255",425,142,15,18,656,24,17,7,5
6555,villa_de_don_fadrique,toledo,"1,463,029",443,54,2,9,364,9,7,3,1
6556,villafranca_de_los_caballeros,toledo,"1,679,602",138,44,7,15,634,10,6,7,4
6557,villaluenga_de_la_sagra,toledo,"2,375,345",145,39,4,8,231,6,6,1,0
6558,villamiel_de_toledo,toledo,"894,123",25,5,0,3,34,5,6,1,0
6559,villaminaya,toledo,"433,648",26,1,2,3,67,1,2,1,0
6560,villamuelas,toledo,"374,950",162,3,2,1,12,3,0,1,1
6561,villanueva_de_alcardete,toledo,"1,228,138",418,21,5,5,232,5,1,5,4
6562,villanueva_de_bogas,toledo,"368,553",46,3,2,5,144,3,1,1,1
6563,villarejo_de_montalban,toledo,"71,077",9,0,0,0,22,1,0,1,0
6564,villarrubia_de_santiago,toledo,"998,742",104,33,3,4,499,5,9,2,2
6565,villaseca_de_la_sagra,toledo,"2,097,694",245,17,1,5,74,7,2,2,2
6566,villasequilla,toledo,"756,713",194,26,2,6,293,7,0,1,0
6567,villatobas,toledo,"2,159,816",240,47,2,3,493,8,5,7,1
6568,viso_de_san_juan,toledo,"5,077,335",769,31,2,7,258,23,19,2,0
6569,yebenes,toledo,"2,186,947",397,81,6,11,515,20,7,5,2
6570,yeles,toledo,"3,681,407","1,196",60,5,8,362,22,29,1,0
6571,yepes,toledo,"2,741,794",557,54,6,11,216,13,5,6,1
6572,yuncler,toledo,"1,794,678",444,46,3,6,233,20,10,1,1
6573,yunclillos,toledo,"661,833",52,2,2,5,89,2,1,1,1
6574,yuncos,toledo,"3,136,188","1,385",183,5,11,639,13,23,2,0
6575,santo_domingo_caudilla,toledo,"1,333,076",7,4,0,2,163,6,4,6,0
6576,ademuz,valencia,"301,535",258,18,3,1,680,7,3,6,1
6577,ador,valencia,"614,459",221,7,1,2,32,3,0,1,1
6578,atzeneta_d_albaida,valencia,"528,509",64,7,7,2,123,7,3,2,0
6579,agullent,valencia,"2,290,158",244,25,4,1,152,8,18,4,1
6580,alaquas,valencia,"1,625,125","5,288",758,22,32,900,10,274,5,4
6581,albaida,valencia,"1,466,191","1,663",101,10,8,252,3,32,8,2
6582,albal,valencia,"2,083,963","3,328",415,9,29,661,8,42,3,2
6583,albalat_de_la_ribera,valencia,"450,977",569,49,8,1,184,6,20,2,1
6584,albalat_dels_sorells,valencia,"504,783",540,50,4,0,177,4,15,1,1
6585,albalat_dels_tarongers,valencia,"997,465",62,3,2,0,100,53,0,1,3
6586,alberic,valencia,"5,406,927","1,241",284,7,11,482,52,14,6,3
6587,alborache,valencia,"792,554",96,7,4,0,91,21,1,1,0
6588,alboraya,valencia,"1,370,129","4,838",504,29,26,340,14,89,3,2
6589,albuixech,valencia,"1,257,696",556,45,5,0,169,5,14,2,3
6590,alcasser,valencia,"1,494,470","1,920",254,9,14,442,17,43,9,1
6591,alcantera_de_xuquer,valencia,"244,526",166,16,5,5,118,3,1,1,0
6592,alzira,valencia,"7,783,144","11,069","1,571",49,52,762,128,310,19,7
6593,alcublas,valencia,"202,778",72,8,4,1,266,2,3,1,0
6594,alcudia,valencia,"1,957,021","2,252",284,8,16,456,8,75,5,1
6595,alcudia_de_crespins,valencia,"1,053,856",769,123,8,2,265,14,9,5,1
6596,aldaia,valencia,"2,753,247","6,551",565,25,29,753,9,143,6,2
6597,alfafar,valencia,"1,551,355","2,563",640,33,27,519,9,343,3,2
6598,alfauir,valencia,"113,775",11,1,1,0,29,5,0,1,2
6599,alfara_de_algimia,valencia,"360,790",49,1,3,1,52,0,1,1,0
6600,alfara_del_patriarca,valencia,"390,686",796,53,9,3,59,1,7,2,2
6601,alfarp,valencia,"901,127",72,6,2,4,195,31,3,1,0
6602,alfarrasi,valencia,"453,554",73,12,5,4,41,6,1,2,0
6603,algar_de_palancia,valencia,"469,441",35,3,1,0,51,2,2,1,0
6604,algemesi,valencia,"2,878,350","5,617",835,34,18,524,13,104,16,1
6605,algimia_de_alfara,valencia,"251,264",85,10,3,1,52,5,8,2,0
6606,alginet,valencia,"3,456,789","1,744",111,10,16,613,49,30,4,4
6607,almassera,valencia,"447,388","1,642",131,7,52,225,24,14,1,0
6608,almisera,valencia,"201,910",8,1,1,0,53,4,1,1,0
6609,almoines,valencia,"413,811",337,14,3,4,132,8,11,2,2
6610,almussafes,valencia,"3,522,108","1,757",236,8,14,230,7,36,2,1
6611,alpuente,valencia,"386,362",69,3,3,3,812,8,0,11,1
6612,alqueria_de_la_comtessa,valencia,"503,035",128,10,4,1,99,2,2,3,0
6613,andilla,valencia,"248,495",74,0,2,2,405,10,1,6,0
6614,anna,valencia,"1,535,843",326,40,2,5,251,24,10,3,0
6615,antella,valencia,"247,266",100,5,5,4,66,2,1,2,0
6616,aras_de_los_olmos,valencia,"329,725",70,1,4,6,321,4,1,4,0
6617,aielo_de_malferit,valencia,"1,128,116",687,86,3,3,282,6,13,2,1
6618,aielo_de_rugat,valencia,"66,985",27,1,1,0,0,2,0,1,0
6619,ayora,valencia,"1,783,736",918,79,6,4,434,34,11,11,1
6620,barxeta,valencia,"524,977",118,15,4,4,166,15,4,1,0
6621,barx,valencia,"962,250",121,9,1,5,81,16,1,4,1
6622,belgida,valencia,"226,964",69,2,1,2,26,2,3,1,0
6623,bellreguard,valencia,"932,030","1,590",133,6,5,99,9,15,2,1
6624,bellus,valencia,"175,570",16,1,1,1,34,1,0,2,0
6625,benageber,valencia,"72,628",30,1,2,1,14,1,1,3,0
6626,benaguasil,valencia,"2,107,946","1,880",140,13,20,195,9,39,4,0
6627,benavites,valencia,"493,750",115,3,2,2,26,2,1,0,1
6628,beneixida,valencia,"288,570",1,1,0,0,36,2,4,1,1
6629,benetusser,valencia,"533,826","3,673",496,10,62,156,6,65,2,1
6630,beniarjo,valencia,"280,986",326,10,3,2,40,4,5,1,0
6631,beniatjar,valencia,"64,562",17,0,2,1,42,1,0,1,0
6632,benicolet,valencia,"263,782",31,1,2,0,71,2,1,1,0
6633,benifairo_de_les_valls,valencia,"268,491",406,23,6,6,29,7,5,2,0
6634,benifairo_de_la_valldigna,valencia,"500,406",132,11,3,1,119,49,5,2,0
6635,benifaio,valencia,"1,806,742","2,060",275,13,12,530,11,38,4,1
6636,benifla,valencia,"145,239",53,1,1,4,57,1,6,1,0
6637,beniganim,valencia,"1,528,842","1,004",130,8,13,273,10,16,8,2
6638,benimodo,valencia,"395,477",362,16,5,3,90,12,4,1,1
6639,benimuslem,valencia,"477,130",31,0,1,2,53,1,1,1,0
6640,beniparrell,valencia,"1,320,051",213,84,6,16,671,1,100,1,1
6641,benirredra,valencia,"125,503",91,10,0,0,24,0,2,1,0
6642,benisano,valencia,"551,163",303,28,1,10,64,3,6,1,3
6643,benissoda,valencia,"163,780",36,5,2,2,68,6,25,1,0
6644,benisuera,valencia,"65,101",6,0,1,0,18,0,1,1,0
6645,betera,valencia,"12,307,831","2,952",357,17,28,662,164,35,4,1
6646,bicorp,valencia,"109,677",37,2,1,3,45,2,1,1,1
6647,bocairent,valencia,"1,357,783",905,95,8,15,266,10,28,8,2
6648,bolbaite,valencia,"154,946",43,7,2,2,65,0,1,1,1
6649,bonrepos_i_mirambell,valencia,"377,672",895,78,2,0,104,1,7,3,0
6650,bufali,valencia,"98,725",4,0,1,1,34,5,1,2,0
6651,bugarra,valencia,"191,969",20,4,3,3,224,5,1,2,0
6652,bunol,valencia,"3,304,379","1,557",208,15,12,652,29,22,2,6
6653,burjassot,valencia,"1,737,928","6,991","1,290",40,47,153,12,456,10,4
6654,calles,valencia,"510,187",57,4,3,1,274,11,1,2,0
6655,camporrobles,valencia,"520,320",81,13,2,3,164,1,1,2,1
6656,canals,valencia,"2,511,700","1,583",257,20,5,785,72,56,6,1
6657,canet_d_en_berenguer,valencia,"1,377,717","4,629",120,6,12,143,12,11,2,2
6658,carcaixent,valencia,"3,444,588","4,415",424,21,16,197,18,74,12,2
6659,carcer,valencia,"429,220",208,26,4,1,82,6,8,1,0
6660,carlet,valencia,"2,255,100","3,475",276,18,12,625,12,75,3,3
6661,carricola,valencia,"27,813",7,1,2,2,10,4,0,1,0
6662,casas_altas,valencia,"51,252",106,1,0,1,33,0,0,1,0
6663,casas_bajas,valencia,"55,963",55,0,1,1,249,1,0,1,0
6664,casinos,valencia,"756,359",374,18,2,5,164,6,8,2,1
6665,castello_de_rugat,valencia,"667,754",372,48,5,12,113,3,12,2,0
6666,castellonet_de_la_conquesta,valencia,"41,613",1,0,1,1,8,2,0,1,0
6667,castielfabib,valencia,"213,316",50,0,3,1,435,2,4,5,1
6668,catadau,valencia,"2,006,270",94,32,5,5,273,14,8,2,0
6669,catarroja,valencia,"1,989,511","6,982",732,35,20,"1,518",13,189,6,3
6670,caudete_de_las_fuentes,valencia,"356,203",64,5,1,5,215,5,1,1,0
6671,cerda,valencia,"96,130",4,1,2,0,17,1,0,1,0
6672,cofrentes,valencia,"264,740",131,7,2,6,119,7,2,3,1
6673,corbera,valencia,"830,917",259,53,2,6,255,32,20,3,2
6674,cortes_de_pallas,valencia,"324,268",92,2,5,6,200,13,4,5,0
6675,cotes,valencia,"82,415",16,0,1,1,50,2,0,1,0
6676,quart_de_les_valls,valencia,"115,419",57,4,1,0,14,2,2,4,1
6677,quart_de_poblet,valencia,"3,897,320","4,626",712,32,19,796,11,115,5,3
6678,quartell,valencia,"645,420",327,22,3,3,222,7,9,1,1
6679,quatretonda,valencia,"562,867",254,16,2,10,79,2,5,2,1
6680,cullera,valencia,"4,890,188","9,412",949,18,251,845,35,147,10,5
6681,chelva,valencia,"648,787",210,40,5,2,504,9,11,12,0
6682,chella,valencia,"658,813",121,24,6,3,143,15,1,3,3
6683,chera,valencia,"232,380",142,2,1,2,11,2,1,1,0
6684,cheste,valencia,"7,229,663","1,427",172,10,6,439,25,35,5,2
6685,xirivella,valencia,"1,539,947","5,822","1,294",26,11,583,7,376,4,1
6686,chiva,valencia,"7,798,451","1,960",191,6,18,428,59,40,4,3
6687,chulilla,valencia,"399,497",176,4,2,4,36,4,1,2,0
6688,daimus,valencia,"1,038,020","2,363",73,1,6,76,7,7,2,0
6689,domeno,valencia,"322,727",1,0,1,2,30,5,2,2,0
6690,dos_aguas,valencia,"106,521",48,3,1,2,84,1,1,1,0
6691,eliana,valencia,"6,023,138","1,756",413,14,13,117,64,29,4,5
6692,emperador,valencia,"19,102",135,3,1,1,6,1,3,1,0
6693,enguera,valencia,"1,177,773",965,66,9,12,269,58,7,6,1
6694,enova,valencia,"309,144",77,6,1,1,46,1,1,3,1
6695,estivella,valencia,"604,468",200,6,4,4,7,10,4,2,0
6696,estubeny,valencia,"37,092",13,0,2,0,1,1,0,1,0
6697,faura,valencia,"567,841",501,56,2,6,30,4,11,1,0
6698,favara,valencia,"459,790",582,37,1,5,84,1,8,1,1
6699,fontanars_dels_alforins,valencia,"234,773",84,7,2,1,56,2,5,3,0
6700,fortaleny,valencia,"103,826",155,7,4,1,9,2,1,0,0
6701,foios,valencia,"572,060","1,016",157,7,6,142,3,9,1,0
6702,font_d_en_carros,valencia,"691,107",270,55,3,3,82,33,2,3,0
6703,font_de_la_figuera,valencia,"751,268",419,23,2,60,307,5,2,3,2
6704,fuenterrobles,valencia,"245,910",28,1,1,5,121,1,1,2,1
6705,gavarda,valencia,"206,900",8,16,2,2,9,1,1,1,0
6706,gandia,valencia,"7,834,771","29,110","2,693",81,94,"1,043",70,776,27,19
6707,genoves,valencia,"1,022,784",334,58,6,3,71,14,4,3,2
6708,gestalgar,valencia,"175,353",100,5,1,2,85,2,1,1,0
6709,gilet,valencia,"1,739,204",400,22,4,1,25,25,2,3,0
6710,godella,valencia,"2,601,941",923,205,29,15,169,29,26,3,3
6711,godelleta,valencia,"3,319,516",169,15,2,0,242,38,9,3,0
6712,granja_de_la_costera,valencia,"85,984",20,1,1,0,6,0,1,1,0
6713,guadassequies,valencia,"439,846",19,0,2,1,27,4,1,3,0
6714,guadassuar,valencia,"1,503,591",851,73,7,5,422,18,29,2,1
6715,guardamar_de_la_safor,valencia,"203,558","1,163",9,0,1,4,1,0,1,0
6716,higueruelas,valencia,"261,768",152,3,2,1,89,1,0,1,0
6717,jalance,valencia,"313,095",123,8,4,3,202,2,1,2,1
6718,xeraco,valencia,"901,175","2,297",198,4,10,141,3,28,3,2
6719,jarafuel,valencia,"259,708",78,1,2,1,105,6,2,1,1
6720,xativa,valencia,"8,741,599","7,202",649,19,22,748,50,228,18,10
6721,xeresa,valencia,"804,644",234,13,4,5,103,6,5,3,0
6722,lliria,valencia,"13,668,222","2,767",557,25,14,"1,838",93,92,12,3
6723,loriguilla,valencia,"1,807,369",82,4,4,0,81,3,3,3,0
6724,losa_del_obispo,valencia,"256,535",47,4,1,1,61,2,1,2,0
6725,llutxent,valencia,"577,114",225,23,6,2,177,10,6,4,0
6726,llocnou_d_en_fenollet,valencia,"144,016",88,3,1,0,52,14,1,1,1
6727,llocnou_de_la_corona,valencia,"9,656",4,2,1,0,14,0,0,1,0
6728,llocnou_de_sant_jeroni,valencia,"185,246",37,2,1,3,67,4,2,1,0
6729,llanera_de_ranes,valencia,"484,494",87,7,3,0,84,4,34,2,0
6730,llauri,valencia,"353,996",145,21,1,4,106,10,0,1,0
6731,llombai,valencia,"702,974",135,18,4,2,224,16,4,1,0
6732,llosa_de_ranes,valencia,"622,720",432,52,3,4,118,3,8,2,1
6733,macastre,valencia,"576,265",111,3,1,1,53,7,3,1,0
6734,manises,valencia,"4,186,758","5,668",638,27,72,"1,393",48,228,7,2
6735,manuel,valencia,"542,976",349,30,4,4,129,13,9,1,0
6736,marines,valencia,"536,247",24,3,3,7,77,10,1,2,0
6737,masalaves,valencia,"1,155,739",297,27,4,8,132,10,2,2,3
6738,massalfassar,valencia,"779,592",437,22,1,6,76,3,7,1,0
6739,massamagrell,valencia,"1,395,668","3,008",353,13,14,298,11,37,4,1
6740,massanassa,valencia,"1,279,636","1,939",202,14,22,645,5,40,2,6
6741,meliana,valencia,"827,364","1,826",351,5,7,310,5,42,4,1
6742,millares,valencia,"204,709",40,4,1,1,142,1,1,1,0
6743,miramar,valencia,"738,779","1,712",69,2,4,80,11,15,2,0
6744,mislata,valencia,"1,238,009","14,267","1,346",34,7,138,11,83,8,2
6745,mogente,valencia,"2,508,126",823,87,3,4,157,12,34,2,1
6746,moncada,valencia,"3,815,576","2,061",626,27,14,643,36,60,12,0
6747,montserrat,valencia,"4,985,849","1,210",110,6,8,415,80,15,2,0
6748,montaverner,valencia,"671,396",90,14,4,5,167,4,6,3,1
6749,montesa,valencia,"321,838",90,5,1,1,37,5,1,2,0
6750,montitxelvo,valencia,"131,437",82,3,3,0,27,2,0,2,0
6751,montroy,valencia,"1,602,775",468,17,1,4,75,28,6,1,3
6752,museros,valencia,"1,022,038","1,333",131,8,12,327,14,43,3,0
6753,naquera,valencia,"7,174,291","1,950",73,6,24,358,104,85,5,1
6754,navarres,valencia,"1,054,312",272,25,3,5,322,22,1,2,0
6755,novele,valencia,"209,662",90,11,3,2,82,8,6,1,1
6756,oliva,valencia,"6,988,725","6,864","1,013",26,275,521,25,135,15,4
6757,olocau,valencia,"2,535,662",85,4,3,2,71,28,2,2,0
6758,olleria,valencia,"2,706,621",987,153,8,15,407,20,50,4,3
6759,ontinyent,valencia,"5,204,296","8,093","1,043",41,36,"1,240",54,361,11,4
6760,otos,valencia,"124,391",19,2,2,1,87,1,1,2,0
6761,paiporta,valencia,"1,599,566","4,824",649,15,15,412,8,60,2,4
6762,palma_de_gandia,valencia,"854,217",171,11,1,3,153,10,5,2,0
6763,palmera,valencia,"149,744",81,3,2,0,74,2,3,1,1
6764,palomar,valencia,"198,299",103,5,3,7,61,2,0,2,0
6765,paterna,valencia,"12,513,562","14,651","1,239",56,85,"1,220",109,804,12,6
6766,pedralba,valencia,"949,164",485,31,0,3,30,13,8,2,1
6767,petres,valencia,"384,463",183,2,2,0,28,1,0,1,0
6768,picanya,valencia,"937,097","1,829",219,12,8,265,9,28,1,1
6769,picassent,valencia,"7,211,346","3,305",474,17,17,928,95,53,6,4
6770,piles,valencia,"750,169","1,072",65,2,7,79,11,4,2,1
6771,pinet,valencia,"63,104",25,1,1,1,3,1,0,1,0
6772,polinya_de_xuquer,valencia,"344,416",223,37,3,4,245,15,3,3,0
6773,potries,valencia,"252,944",277,7,1,4,58,5,1,2,0
6774,pobla_de_farnals,valencia,"1,109,861","2,388",219,7,21,208,4,17,4,3
6775,pobla_del_duc,valencia,"431,068",244,17,2,4,88,3,8,1,0
6776,puebla_de_san_miguel,valencia,"22,365",3,0,3,0,43,0,0,1,0
6777,pobla_de_vallbona,valencia,"9,756,355","2,792",273,10,28,656,75,84,6,5
