ccaa_prov,municipio,total_bib
Cataluña - Lleida,Juneda,1
Cataluña - Lleida,L' Albagés,1
Cataluña - Lleida,La Granadella,1
Cataluña - Lleida,La Granja d'Escarp,1
Cataluña - Lleida,La Pobla de Segur,1
Cataluña - Lleida,La Seu d'Urgell,1
Cataluña - Lleida,Les Borges Blanques,1
Cataluña - Lleida,Linyola,1
Cataluña - Lleida,Lleida,4
Cataluña - Lleida,Mollerussa,1
Cataluña - Lleida,Puigverd de Lleida,1
Cataluña - Lleida,Solsona,1
Cataluña - Lleida,Sort,1
Cataluña - Lleida,Tàrrega,1
Cataluña - Lleida,Torregrossa,1
Cataluña - Lleida,Torres de Segre,1
Cataluña - Lleida,Tremp,1
Cataluña - Lleida,Vielha e Mijaran,1
Cataluña - Lleida,Vinaixa,1
Castilla y León - León,Arganza,1
Castilla y León - León,Astorga,1
Castilla y León - León,Bembibre,1
Castilla y León - León,Benavides,1
Castilla y León - León,Boñar,1
Castilla y León - León,Cacabelos,1
Castilla y León - León,Carrizo,1
Castilla y León - León,Cistierna,1
Castilla y León - León,Fabero,1
Castilla y León - León,La Bañeza,1
Castilla y León - León,La Pola de Gordón,3
Castilla y León - León,La Robla,1
Castilla y León - León,León,12
Castilla y León - León,Llamas de la Ribera,1
Castilla y León - León,Mansilla de las Mulas,1
Castilla y León - León,Murias de Paredes,1
Castilla y León - León,Páramo del Sil,1
Castilla y León - León,Ponferrada,8
Castilla y León - León,Sabero,1
Castilla y León - León,Sahagún,1
Castilla y León - León,San Andrés del Rabanedo,2
Castilla y León - León,Santa María del Páramo,1
Castilla y León - León,Santa Marina del Rey,1
Castilla y León - León,Toral de los Vados,1
Castilla y León - León,Toreno,1
Castilla y León - León,Valdepolo,1
Castilla y León - León,Valderas,1
Castilla y León - León,Valencia de Don Juan,1
Castilla y León - León,Valverde de la Virgen,1
Castilla y León - León,Vega de Espinareda,1
Castilla y León - León,Villablino,2
Castilla y León - León,Villafranca del Bierzo,1
Castilla y León - León,Villaquilambre,1
Comunidad de Madrid - Madrid,Ajalvir,1
Comunidad de Madrid - Madrid,Alcalá de Henares,7
Comunidad de Madrid - Madrid,Alcobendas,4
Comunidad de Madrid - Madrid,Alcorcón,8
Comunidad de Madrid - Madrid,Algete,1
Comunidad de Madrid - Madrid,Alpedrete,1
Comunidad de Madrid - Madrid,Aranjuez,1
Comunidad de Madrid - Madrid,Arganda del Rey,2
Comunidad de Madrid - Madrid,Arroyomolinos,1
Comunidad de Madrid - Madrid,Becerril de la Sierra,1
Comunidad de Madrid - Madrid,Boadilla del Monte,2
Comunidad de Madrid - Madrid,Brunete,1
Comunidad de Madrid - Madrid,Buitrago del Lozoya,1
Comunidad de Madrid - Madrid,Bustarviejo,1
Comunidad de Madrid - Madrid,Cadalso de los Vidrios,1
Comunidad de Madrid - Madrid,Camarma de Esteruelas,1
Comunidad de Madrid - Madrid,Campo Real,1
Comunidad de Madrid - Madrid,Cercedilla,1
Comunidad de Madrid - Madrid,Chapinería,1
Comunidad de Madrid - Madrid,Chinchón,1
Comunidad de Madrid - Madrid,Ciempozuelos,1
Comunidad de Madrid - Madrid,Cobeña,1
Comunidad de Madrid - Madrid,Collado Mediano,1
Comunidad de Madrid - Madrid,Collado Villalba,2
Comunidad de Madrid - Madrid,Colmenar de Oreja,1
Comunidad de Madrid - Madrid,Colmenar del Arroyo,1
Comunidad de Madrid - Madrid,Colmenar Viejo,3
Comunidad de Madrid - Madrid,Colmenarejo,1
Comunidad de Madrid - Madrid,Coslada,2
Comunidad de Madrid - Madrid,Cubas de la Sagra,1
Comunidad de Madrid - Madrid,Daganzo de Arriba,1
Comunidad de Madrid - Madrid,El Álamo,1
Comunidad de Madrid - Madrid,El Boalo,1
Comunidad de Madrid - Madrid,El Escorial,1
Comunidad de Madrid - Madrid,El Molar,1
Comunidad de Madrid - Madrid,Fuenlabrada,7
Comunidad de Madrid - Madrid,Fuente el Saz de Jarama,1
Comunidad de Madrid - Madrid,Fuentidueña de Tajo,1
Comunidad de Madrid - Madrid,Galapagar,1
Comunidad de Madrid - Madrid,Getafe,5
Comunidad de Madrid - Madrid,Griñón,1
Comunidad de Madrid - Madrid,Guadalix de la Sierra,1
Comunidad de Madrid - Madrid,Guadarrama,1
Comunidad de Madrid - Madrid,Hoyo de Manzanares,1
Comunidad de Madrid - Madrid,Humanes de Madrid,1
Comunidad de Madrid - Madrid,La Cabrera,1
Comunidad de Madrid - Madrid,Las Rozas de Madrid,3
Comunidad de Madrid - Madrid,Leganés,5
Comunidad de Madrid - Madrid,Loeches,1
Comunidad de Madrid - Madrid,Los Molinos,1
Comunidad de Madrid - Madrid,Madrid,74
Comunidad de Madrid - Madrid,Majadahonda,1
Comunidad de Madrid - Madrid,Manzanares el Real,1
Comunidad de Madrid - Madrid,Meco,1
Comunidad de Madrid - Madrid,Mejorada del Campo,1
Comunidad de Madrid - Madrid,Miraflores de la Sierra,1
Comunidad de Madrid - Madrid,Moraleja de Enmedio,1
Comunidad de Madrid - Madrid,Moralzarzal,1
Comunidad de Madrid - Madrid,Morata de Tajuña,1
Comunidad de Madrid - Madrid,Móstoles,5
Comunidad de Madrid - Madrid,Navacerrada,1
Comunidad de Madrid - Madrid,Navalcarnero,1
Comunidad de Madrid - Madrid,Paracuellos de Jarama,1
Comunidad de Madrid - Madrid,Parla,2
Comunidad de Madrid - Madrid,Pedrezuela,1
Comunidad de Madrid - Madrid,Pinto,2
Comunidad de Madrid - Madrid,Pozuelo de Alarcón,3
Comunidad de Madrid - Madrid,Rascafría,1
Comunidad de Madrid - Madrid,Rivas-Vaciamadrid,3
Comunidad de Madrid - Madrid,Robledo de Chavela,1
Comunidad de Madrid - Madrid,San Agustín del Guadalix,1
Comunidad de Madrid - Madrid,San Fernando de Henares,1
Comunidad de Madrid - Madrid,San Lorenzo de El Escorial,1
Comunidad de Madrid - Madrid,San Martín de la Vega,1
Comunidad de Madrid - Madrid,San Martín de Valdeiglesias,1
Comunidad de Madrid - Madrid,San Sebastián de los Reyes,3
Comunidad de Madrid - Madrid,Sevilla la Nueva,1
Comunidad de Madrid - Madrid,Soto del Real,1
Comunidad de Madrid - Madrid,Talamanca de Jarama,1
Comunidad de Madrid - Madrid,Tielmes,1
Comunidad de Madrid - Madrid,Torrejón de Ardoz,4
Comunidad de Madrid - Madrid,Torrejón de la Calzada,1
Comunidad de Madrid - Madrid,Torrejón de Velasco,1
Comunidad de Madrid - Madrid,Torrelaguna,1
Comunidad de Madrid - Madrid,Torrelodones,2
Comunidad de Madrid - Madrid,Torremocha de Jarama,1
Comunidad de Madrid - Madrid,Torres de la Alameda,1
Comunidad de Madrid - Madrid,Tres Cantos,2
Comunidad de Madrid - Madrid,Valdemorillo,1
Comunidad de Madrid - Madrid,Valdemoro,3
Comunidad de Madrid - Madrid,Valdilecha,1
Comunidad de Madrid - Madrid,Velilla de San Antonio,1
Comunidad de Madrid - Madrid,Villa del Prado,1
Comunidad de Madrid - Madrid,Villaconejos,1
Comunidad de Madrid - Madrid,Villalbilla,2
Comunidad de Madrid - Madrid,Villanueva de la Cañada,1
Comunidad de Madrid - Madrid,Villanueva del Pardillo,1
Comunidad de Madrid - Madrid,Villarejo de Salvanés,1
Comunidad de Madrid - Madrid,Villaviciosa de Odón,1
Aragón - Huesca,Aínsa-Sobrarbe,1
Aragón - Huesca,Albalate de Cinca,1
Aragón - Huesca,Albelda,1
Aragón - Huesca,Alcalá de Gurrea,1
Aragón - Huesca,Alcampell,1
Aragón - Huesca,Alcolea de Cinca,1
Aragón - Huesca,Alcubierre,1
Aragón - Huesca,Almudévar,1
Aragón - Huesca,Almunia de San Juan,1
Aragón - Huesca,Altorricón,1
Aragón - Huesca,Ansó,1
Aragón - Huesca,Arén,1
Aragón - Huesca,Ayerbe,1
Aragón - Huesca,Azara,1
Aragón - Huesca,Ballobar,1
Aragón - Huesca,Barbastro,1
Aragón - Huesca,Belver de Cinca,1
Aragón - Huesca,Benabarre,1
Aragón - Huesca,Benasque,1
Aragón - Huesca,Berbegal,1
Aragón - Huesca,Bielsa,1
Aragón - Huesca,Biescas,1
Aragón - Huesca,Binaced,1
Aragón - Huesca,Binéfar,1
Aragón - Huesca,Biscarrués,1
Aragón - Huesca,Boltaña,1
Aragón - Huesca,Campo,1
Aragón - Huesca,Canfranc,1
Aragón - Huesca,Castejón de Monegros,1
Aragón - Huesca,Castejón de Sos,1
Aragón - Huesca,Castejón del Puente,1
Aragón - Huesca,Castillonroy,1
Aragón - Huesca,El Grado,1
Aragón - Huesca,Esplús,1
Aragón - Huesca,Estada,1
Aragón - Huesca,Estadilla,1
Aragón - Huesca,Fiscal,1
Aragón - Huesca,Fonz,1
Aragón - Huesca,Fraga,4
Aragón - Huesca,Grañén,1
Aragón - Huesca,Graus,1
Aragón - Huesca,Gurrea de Gállego,1
Aragón - Huesca,Hoz y Costean,2
Aragón - Huesca,Huesca,3
Aragón - Huesca,Jaca,1
Aragón - Huesca,La Fueva,1
Aragón - Huesca,Labuerda,1
Aragón - Huesca,Lalueza,1
Aragón - Huesca,Lanaja,1
Aragón - Huesca,Laspuña,1
Aragón - Huesca,Monzón,1
Aragón - Huesca,Naval,1
Aragón - Huesca,Osso de Cinca,1
Aragón - Huesca,Panticosa,1
Aragón - Huesca,Peñalba,1
Aragón - Huesca,Peralta de Alcofea,1
Aragón - Huesca,Poleñino,1
Aragón - Huesca,Robres,1
Aragón - Huesca,Sabiñánigo,1
Aragón - Huesca,Salas Altas,1
Aragón - Huesca,Sallent de Gállego,2
Aragón - Huesca,San Esteban de Litera,1
Aragón - Huesca,San Miguel del Cinca,2
Aragón - Huesca,Sariñena,1
Aragón - Huesca,Siétamo,1
Aragón - Huesca,Tamarite de Litera,1
Aragón - Huesca,Tardienta,1
Aragón - Huesca,Torrente de Cinca,1
Aragón - Huesca,Valle de Hecho,1
Aragón - Huesca,Velilla de Cinca,1
Aragón - Huesca,Vencillón,1
Aragón - Huesca,Zaidín,1
Andalucía - Huelva,Alájar,1
Andalucía - Huelva,Aljaraque,2
Andalucía - Huelva,Almonte,3
Andalucía - Huelva,Alosno,2
Andalucía - Huelva,Aracena,1
Andalucía - Huelva,Arroyomolinos de León,1
Andalucía - Huelva,Ayamonte,1
Andalucía - Huelva,Beas,1
Andalucía - Huelva,Bollullos Par del Condado,1
Andalucía - Huelva,Bonares,1
Andalucía - Huelva,Cabezas Rubias,1
Andalucía - Huelva,Cala,1
Andalucía - Huelva,Calañas,1
Andalucía - Huelva,Campofrío,1
Andalucía - Huelva,Cañaveral de León,1
Andalucía - Huelva,Cartaya,1
Andalucía - Huelva,Chucena,1
Andalucía - Huelva,Corteconcepción,1
Andalucía - Huelva,Cortegana,1
Andalucía - Huelva,Cortelazor,1
Andalucía - Huelva,Cumbres de San Bartolomé,1
Andalucía - Huelva,Cumbres Mayores,1
Andalucía - Huelva,El Cerro de Andévalo,1
Andalucía - Huelva,Encinasola,1
Andalucía - Huelva,Escacena del Campo,1
Andalucía - Huelva,Galaroza,1
Andalucía - Huelva,Gibraleón,2
Andalucía - Huelva,Higuera de la Sierra,1
Andalucía - Huelva,Hinojales,1
Andalucía - Huelva,Hinojos,1
Andalucía - Huelva,Huelva,8
Andalucía - Huelva,Isla Cristina,1
Andalucía - Huelva,Jabugo,2
Andalucía - Huelva,La Granada de Río-Tinto,1
Andalucía - Huelva,La Nava,1
Andalucía - Huelva,La Palma del Condado,1
Andalucía - Huelva,Lepe,2
Andalucía - Huelva,Linares de la Sierra,1
Andalucía - Huelva,Minas de Riotinto,1
Andalucía - Huelva,Moguer,2
Andalucía - Huelva,Nerva,1
Andalucía - Huelva,Niebla,1
Andalucía - Huelva,Palos de la Frontera,1
Andalucía - Huelva,Paterna del Campo,1
Andalucía - Huelva,Paymogo,1
Andalucía - Huelva,Puebla de Guzmán,1
Andalucía - Huelva,Puerto Moral,1
Andalucía - Huelva,Punta Umbría,1
Andalucía - Huelva,Rociana del Condado,1
Andalucía - Huelva,Rosal de la Frontera,1
Andalucía - Huelva,San Bartolomé de la Torre,1
Andalucía - Huelva,San Juan del Puerto,1
Andalucía - Huelva,San Silvestre de Guzmán,1
Andalucía - Huelva,Santa Olalla del Cala,1
Andalucía - Huelva,Trigueros,1
Andalucía - Huelva,Valverde del Camino,1
Andalucía - Huelva,Villablanca,1
Andalucía - Huelva,Villalba del Alcor,1
Andalucía - Huelva,Villanueva de las Cruces,1
Andalucía - Huelva,Villanueva de los Castillejos,1
Andalucía - Huelva,Villarrasa,1
Andalucía - Huelva,Zalamea la Real,1
Andalucía - Huelva,Zufre,1
País Vasco - Gipuzkoa,Abaltzisketa,1
País Vasco - Gipuzkoa,Aduna,1
País Vasco - Gipuzkoa,Aia,1
País Vasco - Gipuzkoa,Aizarnazabal,1
País Vasco - Gipuzkoa,Albiztur,1
País Vasco - Gipuzkoa,Alegia,1
País Vasco - Gipuzkoa,Alkiza,1
País Vasco - Gipuzkoa,Altzo,1
País Vasco - Gipuzkoa,Amezketa,1
País Vasco - Gipuzkoa,Andoain,1
País Vasco - Gipuzkoa,Anoeta,1
País Vasco - Gipuzkoa,Antzuola,1
País Vasco - Gipuzkoa,Arama,1
País Vasco - Gipuzkoa,Aretxabaleta,1
País Vasco - Gipuzkoa,Arrasate/Mondragón,2
País Vasco - Gipuzkoa,Asteasu,1
País Vasco - Gipuzkoa,Astigarraga,1
País Vasco - Gipuzkoa,Ataun,1
País Vasco - Gipuzkoa,Azkoitia,1
País Vasco - Gipuzkoa,Azpeitia,1
País Vasco - Gipuzkoa,Baliarrain,1
País Vasco - Gipuzkoa,Beasain,1
País Vasco - Gipuzkoa,Berastegi,1
País Vasco - Gipuzkoa,Bergara,1
País Vasco - Gipuzkoa,Berrobi,1
País Vasco - Gipuzkoa,Bidania-Goiatz,1
País Vasco - Gipuzkoa,Deba,1
País Vasco - Gipuzkoa,Donostia/San Sebastián,14
País Vasco - Gipuzkoa,Eibar,1
País Vasco - Gipuzkoa,Elgeta,1
País Vasco - Gipuzkoa,Elgoibar,1
País Vasco - Gipuzkoa,Errenteria,1
País Vasco - Gipuzkoa,Eskoriatza,1
País Vasco - Gipuzkoa,Ezkio-Itsaso,1
País Vasco - Gipuzkoa,Getaria,1
País Vasco - Gipuzkoa,Hernani,1
País Vasco - Gipuzkoa,Hondarribia,1
País Vasco - Gipuzkoa,Ibarra,1
País Vasco - Gipuzkoa,Idiazabal,1
País Vasco - Gipuzkoa,Ikaztegieta,1
País Vasco - Gipuzkoa,Irun,1
País Vasco - Gipuzkoa,Irura,1
País Vasco - Gipuzkoa,Itsasondo,1
País Vasco - Gipuzkoa,Larraul,1
País Vasco - Gipuzkoa,Lasarte-Oria,1
País Vasco - Gipuzkoa,Lazkao,1
País Vasco - Gipuzkoa,Leaburu,1
País Vasco - Gipuzkoa,Legazpi,1
País Vasco - Gipuzkoa,Legorreta,1
País Vasco - Gipuzkoa,Lezo,1
País Vasco - Gipuzkoa,Lizartza,1
País Vasco - Gipuzkoa,Mendaro,1
País Vasco - Gipuzkoa,Mutriku,1
País Vasco - Gipuzkoa,Oiartzun,1
País Vasco - Gipuzkoa,Olaberria,1
País Vasco - Gipuzkoa,Oñati,1
País Vasco - Gipuzkoa,Ordizia,1
País Vasco - Gipuzkoa,Orendain,1
País Vasco - Gipuzkoa,Orio,1
País Vasco - Gipuzkoa,Ormaiztegi,1
País Vasco - Gipuzkoa,Pasaia,3
País Vasco - Gipuzkoa,Segura,1
País Vasco - Gipuzkoa,Soraluze-Placencia de las Armas,1
País Vasco - Gipuzkoa,Tolosa,1
País Vasco - Gipuzkoa,Urnieta,1
País Vasco - Gipuzkoa,Urretxu,1
País Vasco - Gipuzkoa,Usurbil,1
País Vasco - Gipuzkoa,Villabona,1
País Vasco - Gipuzkoa,Zaldibia,1
País Vasco - Gipuzkoa,Zarautz,1
País Vasco - Gipuzkoa,Zegama,1
País Vasco - Gipuzkoa,Zestoa,1
País Vasco - Gipuzkoa,Zizurkil,1
País Vasco - Gipuzkoa,Zumaia,1
País Vasco - Gipuzkoa,Zumarraga,1
Galicia - A Coruña,A Baña,1
Galicia - A Coruña,A Capela,1
Galicia - A Coruña,A Coruña,10
Galicia - A Coruña,A Laracha,3
Galicia - A Coruña,A Pobra do Caramiñal,1
Galicia - A Coruña,Abegondo,3
Galicia - A Coruña,Ames,2
Galicia - A Coruña,Aranga,2
Galicia - A Coruña,Ares,1
Galicia - A Coruña,Arteixo,5
Galicia - A Coruña,Arzúa,1
Galicia - A Coruña,As Pontes de García Rodríguez,1
Galicia - A Coruña,Bergondo,1
Galicia - A Coruña,Betanzos,1
Galicia - A Coruña,Boimorto,1
Galicia - A Coruña,Boiro,3
Galicia - A Coruña,Boqueixón,1
Galicia - A Coruña,Brión,1
Galicia - A Coruña,Cabana de Bergantiños,2
Galicia - A Coruña,Camariñas,1
Galicia - A Coruña,Cambre,3
Galicia - A Coruña,Carballo,2
Galicia - A Coruña,Cariño,1
Galicia - A Coruña,Carnota,1
Galicia - A Coruña,Carral,1
Galicia - A Coruña,Cedeira,1
Galicia - A Coruña,Cee,3
Galicia - A Coruña,Cerceda,2
Galicia - A Coruña,Coirós,1
Galicia - A Coruña,Corcubión,1
Galicia - A Coruña,Coristanco,1
Galicia - A Coruña,Culleredo,2
Galicia - A Coruña,Curtis,1
Galicia - A Coruña,Dodro,1
Galicia - A Coruña,Dumbría,5
Galicia - A Coruña,Fene,1
Galicia - A Coruña,Ferrol,3
Galicia - A Coruña,Irixoa,1
Galicia - A Coruña,Laxe,2
Galicia - A Coruña,Lousame,1
Galicia - A Coruña,Malpica de Bergantiños,1
Galicia - A Coruña,Mazaricos,1
Galicia - A Coruña,Melide,1
Galicia - A Coruña,Mesía,1
Galicia - A Coruña,Miño,2
Galicia - A Coruña,Moeche,1
Galicia - A Coruña,Mugardos,1
Galicia - A Coruña,Muros,3
Galicia - A Coruña,Muxía,1
Galicia - A Coruña,Narón,3
Galicia - A Coruña,Neda,1
Galicia - A Coruña,Negreira,1
Galicia - A Coruña,Noia,1
Galicia - A Coruña,O Pino,1
Galicia - A Coruña,Oleiros,7
Galicia - A Coruña,Ordes,1
Galicia - A Coruña,Oroso,1
Galicia - A Coruña,Ortigueira,1
Galicia - A Coruña,Outes,1
Galicia - A Coruña,Oza-Cesuras,1
Galicia - A Coruña,Paderne,1
Galicia - A Coruña,Padrón,1
Galicia - A Coruña,Ponteceso,1
Galicia - A Coruña,Pontedeume,1
Galicia - A Coruña,Porto do Son,3
Galicia - A Coruña,Rianxo,1
Galicia - A Coruña,Ribeira,1
Galicia - A Coruña,Rois,1
Galicia - A Coruña,Sada,1
Galicia - A Coruña,San Sadurniño,1
Galicia - A Coruña,Santa Comba,1
Galicia - A Coruña,Santiago de Compostela,6
Galicia - A Coruña,Santiso,1
Galicia - A Coruña,Sobrado,1
Galicia - A Coruña,Teo,2
Galicia - A Coruña,Toques,1
Galicia - A Coruña,Tordoia,1
Galicia - A Coruña,Touro,1
Galicia - A Coruña,Trazo,1
Galicia - A Coruña,Val do Dubra,1
Galicia - A Coruña,Vedra,1
Galicia - A Coruña,Vilasantar,1
Galicia - A Coruña,Vimianzo,1
Galicia - A Coruña,Zas,2
Castilla-La Mancha - Guadalajara,Albalate de Zorita,1
Castilla-La Mancha - Guadalajara,Albares,1
Castilla-La Mancha - Guadalajara,Alcoroches,1
Castilla-La Mancha - Guadalajara,Almonacid de Zorita,1
Castilla-La Mancha - Guadalajara,Alovera,1
Castilla-La Mancha - Guadalajara,Alustante,1
Castilla-La Mancha - Guadalajara,Aranzueque,1
Castilla-La Mancha - Guadalajara,Azuqueca de Henares,1
Castilla-La Mancha - Guadalajara,Berninches,1
Castilla-La Mancha - Guadalajara,Brihuega,1
Castilla-La Mancha - Guadalajara,Budia,1
Castilla-La Mancha - Guadalajara,Cabanillas del Campo,1
Castilla-La Mancha - Guadalajara,Chiloeches,1
Castilla-La Mancha - Guadalajara,Cifuentes,2
Castilla-La Mancha - Guadalajara,Cogolludo,1
Castilla-La Mancha - Guadalajara,Durón,1
Castilla-La Mancha - Guadalajara,El Casar,1
Castilla-La Mancha - Guadalajara,Espinosa de Henares,1
Castilla-La Mancha - Guadalajara,Fontanar,1
Castilla-La Mancha - Guadalajara,Fuentelencina,1
Castilla-La Mancha - Guadalajara,Fuentenovilla,1
Castilla-La Mancha - Guadalajara,Galápagos,1
Castilla-La Mancha - Guadalajara,Guadalajara,2
Castilla-La Mancha - Guadalajara,Horche,1
Castilla-La Mancha - Guadalajara,Humanes,1
Castilla-La Mancha - Guadalajara,Illana,1
Castilla-La Mancha - Guadalajara,Jadraque,1
Castilla-La Mancha - Guadalajara,Loranca de Tajuña,1
Castilla-La Mancha - Guadalajara,Lupiana,1
Castilla-La Mancha - Guadalajara,Maranchón,1
Castilla-La Mancha - Guadalajara,Marchamalo,1
Castilla-La Mancha - Guadalajara,Molina de Aragón,2
Castilla-La Mancha - Guadalajara,Mondéjar,1
Castilla-La Mancha - Guadalajara,Pastrana,1
Castilla-La Mancha - Guadalajara,Pioz,1
Castilla-La Mancha - Guadalajara,Pozo de Guadalajara,1
Castilla-La Mancha - Guadalajara,Quer,1
Castilla-La Mancha - Guadalajara,Sacedón,1
Castilla-La Mancha - Guadalajara,Sigüenza,1
Castilla-La Mancha - Guadalajara,Tendilla,1
Castilla-La Mancha - Guadalajara,Torija,1
Castilla-La Mancha - Guadalajara,Torrejón del Rey,1
Castilla-La Mancha - Guadalajara,Tórtola de Henares,1
Castilla-La Mancha - Guadalajara,Trijueque,1
Castilla-La Mancha - Guadalajara,Trillo,1
Castilla-La Mancha - Guadalajara,Uceda,2
Castilla-La Mancha - Guadalajara,Villanueva de la Torre,1
Castilla-La Mancha - Guadalajara,Yebes,2
Castilla-La Mancha - Guadalajara,Yunquera de Henares,1
Andalucía - Granada,Albolote,2
Andalucía - Granada,Albuñol,1
Andalucía - Granada,Albuñuelas,1
Andalucía - Granada,Alfacar,1
Andalucía - Granada,Algarinejo,1
Andalucía - Granada,Alhama de Granada,2
Andalucía - Granada,Alhendín,1
Andalucía - Granada,Almuñécar,2
Andalucía - Granada,Alpujarra de la Sierra,1
Andalucía - Granada,Arenas del Rey,1
Andalucía - Granada,Armilla,1
Andalucía - Granada,Atarfe,1
Andalucía - Granada,Baza,1
Andalucía - Granada,Benalúa,1
Andalucía - Granada,Bérchules,1
Andalucía - Granada,Bubión,1
Andalucía - Granada,Cádiar,1
Andalucía - Granada,Cájar,1
Andalucía - Granada,Calicasas,1
Andalucía - Granada,Caniles,1
Andalucía - Granada,Capileira,1
Andalucía - Granada,Cenes de la Vega,1
Andalucía - Granada,Chauchina,1
Andalucía - Granada,Churriana de la Vega,1
Andalucía - Granada,Cijuela,1
Andalucía - Granada,Cuevas del Campo,1
Andalucía - Granada,Cúllar,1
Andalucía - Granada,Cúllar Vega,1
Andalucía - Granada,Dúrcal,1
Andalucía - Granada,El Valle,1
Andalucía - Granada,Fuente Vaqueros,1
Andalucía - Granada,Galera,1
Andalucía - Granada,Gójar,1
Andalucía - Granada,Granada,9
Andalucía - Granada,Guadix,1
Andalucía - Granada,Gualchos,2
Andalucía - Granada,Güéjar Sierra,1
Andalucía - Granada,Güevéjar,1
Andalucía - Granada,Huéscar,1
Andalucía - Granada,Huétor de Santillán,1
Andalucía - Granada,Huétor Tájar,1
Andalucía - Granada,Huétor Vega,1
Andalucía - Granada,Íllora,1
Andalucía - Granada,La Malahá,1
Andalucía - Granada,La Taha,1
Andalucía - Granada,La Zubia,1
Andalucía - Granada,Láchar,1
Andalucía - Granada,Lanjarón,1
Andalucía - Granada,Las Gabias,2
Andalucía - Granada,Loja,2
Andalucía - Granada,Maracena,1
Andalucía - Granada,Moclín,3
Andalucía - Granada,Monachil,2
Andalucía - Granada,Montefrío,1
Andalucía - Granada,Montejícar,1
Andalucía - Granada,Moraleda de Zafayona,1
Andalucía - Granada,Motril,8
Andalucía - Granada,Nigüelas,1
Andalucía - Granada,Ogíjares,1
Andalucía - Granada,Orce,1
Andalucía - Granada,Órgiva,1
Andalucía - Granada,Padul,1
Andalucía - Granada,Peligros,1
Andalucía - Granada,Pinos Puente,2
Andalucía - Granada,Puebla de Don Fadrique,1
Andalucía - Granada,Pulianas,1
Andalucía - Granada,Quéntar,1
Andalucía - Granada,Salar,1
Andalucía - Granada,Salobreña,2
Andalucía - Granada,Santa Fe,2
Andalucía - Granada,Ugíjar,1
Andalucía - Granada,Vegas del Genil,1
Andalucía - Granada,Villa de Otura,1
Andalucía - Granada,Villanueva Mesía,1
Andalucía - Granada,Zafarraya,1
Castilla-La Mancha - Ciudad Real,Abenójar,1
Castilla-La Mancha - Ciudad Real,Agudo,1
Castilla-La Mancha - Ciudad Real,Alcázar de San Juan,1
Castilla-La Mancha - Ciudad Real,Alcolea de Calatrava,1
Castilla-La Mancha - Ciudad Real,Alcubillas,1
Castilla-La Mancha - Ciudad Real,Aldea del Rey,1
Castilla-La Mancha - Ciudad Real,Alhambra,1
Castilla-La Mancha - Ciudad Real,Almadén,1
Castilla-La Mancha - Ciudad Real,Almagro,1
Castilla-La Mancha - Ciudad Real,Almedina,1
Castilla-La Mancha - Ciudad Real,Almodóvar del Campo,1
Castilla-La Mancha - Ciudad Real,Anchuras,1
Castilla-La Mancha - Ciudad Real,Arenales de San Gregorio,1
Castilla-La Mancha - Ciudad Real,Arenas de San Juan,1
Castilla-La Mancha - Ciudad Real,Argamasilla de Alba,1
Castilla-La Mancha - Ciudad Real,Argamasilla de Calatrava,1
Castilla-La Mancha - Ciudad Real,Arroba de los Montes,1
Castilla-La Mancha - Ciudad Real,Ballesteros de Calatrava,1
Castilla-La Mancha - Ciudad Real,Bolaños de Calatrava,1
Castilla-La Mancha - Ciudad Real,Brazatortas,1
Castilla-La Mancha - Ciudad Real,Cabezarrubias del Puerto,1
Castilla-La Mancha - Ciudad Real,Calzada de Calatrava,1
Castilla-La Mancha - Ciudad Real,Campo de Criptana,1
Castilla-La Mancha - Ciudad Real,Carrión de Calatrava,1
Castilla-La Mancha - Ciudad Real,Carrizosa,1
Castilla-La Mancha - Ciudad Real,Castellar de Santiago,1
Castilla-La Mancha - Ciudad Real,Chillón,1
Castilla-La Mancha - Ciudad Real,Ciudad Real,11
Castilla-La Mancha - Ciudad Real,Corral de Calatrava,1
Castilla-La Mancha - Ciudad Real,Cózar,1
Castilla-La Mancha - Ciudad Real,Daimiel,1
Castilla-La Mancha - Ciudad Real,El Robledo,1
Castilla-La Mancha - Ciudad Real,Fernán Caballero,1
Castilla-La Mancha - Ciudad Real,Fuencaliente,1
Castilla-La Mancha - Ciudad Real,Fuente el Fresno,1
Castilla-La Mancha - Ciudad Real,Granátula de Calatrava,1
Castilla-La Mancha - Ciudad Real,Herencia,1
Castilla-La Mancha - Ciudad Real,Horcajo de los Montes,1
Castilla-La Mancha - Ciudad Real,La Solana,1
Castilla-La Mancha - Ciudad Real,Las Labores,1
Castilla-La Mancha - Ciudad Real,Llanos del Caudillo,1
Castilla-La Mancha - Ciudad Real,Los Cortijos,1
Castilla-La Mancha - Ciudad Real,Luciana,1
Castilla-La Mancha - Ciudad Real,Malagón,1
Castilla-La Mancha - Ciudad Real,Manzanares,2
Castilla-La Mancha - Ciudad Real,Membrilla,1
Castilla-La Mancha - Ciudad Real,Miguelturra,1
Castilla-La Mancha - Ciudad Real,Montiel,1
Castilla-La Mancha - Ciudad Real,Moral de Calatrava,1
Castilla-La Mancha - Ciudad Real,Pedro Muñoz,1
Castilla-La Mancha - Ciudad Real,Piedrabuena,2
Castilla-La Mancha - Ciudad Real,Poblete,1
Castilla-La Mancha - Ciudad Real,Porzuna,2
