Curso/Cohorte;"Comunidad autónoma";Universidad;"Tipo de universidad";"Presencialidad  de la universidad";"Modalidad  de la unidad";"Tipo de unidad";"Código unidad";Unidad;"Municipio  de la unidad";"Número de titulaciones (Ciclo, Grado,  Máster y Doctorado)";Estudiantes Matriculados (Ciclo, Grado, Máster y Doctorado);Estudiantes Egresados (Ciclo, Grado y Máster)
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;ÁVILA;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;BAGÀ;9;236;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;BARBASTRO;3;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;BAZA;6;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;BERGARA;9;50;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;BURGOS;6;35;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;CÁDIZ;8;138;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;CALATAYUD;9;108;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;CARTAGENA;8;111;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;CERVERA;6;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;CEUTA;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;CÓRDOBA;3;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;CORUÑA (A);9;112;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;CUENCA;3;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;DÉNIA;5;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;ELCHE/ELX;8;70;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;GIJÓN;10;175;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;GIRONA;1;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;GUADALAJARA;6;48;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;HUELVA;1;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;JAÉN;8;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;LOGROÑO;5;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;LUGO;5;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;MADRID;10;869;28
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;MÁLAGA;5;129;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;MELILLA;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;MÉRIDA;6;35;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;MOTRIL;6;37;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;OURENSE;6;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PALENCIA;9;89;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PALMA DE MALLORCA;5;73;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PALMAS DE GRAN CANARIA (LAS);7;48;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PAMPLONA/IRUÑA;8;146;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PARLA;9;214;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PLASENCIA;6;28;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PONFERRADA;7;46;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PONTEVEDRA;10;133;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PORTUGALETE;10;99;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;PUERTO DEL ROSARIO;5;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;SAN CRISTÓBAL DE LA LAGUNA;7;69;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;SANTANDER;7;73;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;SEGOVIA;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;SEU D'URGELL (LA);3;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;SEVILLA;3;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;SORIA;5;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;TALAVERA DE LA REINA;5;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;TERUEL;1;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;TORTOSA;6;41;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;TUDELA;5;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;VALDEPEÑAS;7;37;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;VILA-REAL;8;49;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;VITORIA-GASTEIZ;8;53;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027621;Escuela Técnica Superior de Ingenieros Industriales;ZAMORA;3;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;ALBACETE;7;82;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;ALGECIRAS;6;83;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;ALMERÍA;7;59;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;ALZIRA;8;350;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;ARRECIFE;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;ÁVILA;5;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;BAGÀ;9;643;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;BARBASTRO;5;60;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;BAZA;3;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;BERGARA;5;45;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;BURGOS;5;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;CÁDIZ;6;186;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;CALATAYUD;6;224;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;CARTAGENA;8;203;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;CERVERA;5;48;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;CEUTA;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;CÓRDOBA;5;47;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;CORUÑA (A);6;180;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;CUENCA;7;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;DÉNIA;5;42;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;ELCHE/ELX;6;158;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;GIJÓN;9;233;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;GIRONA;6;43;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;GUADALAJARA;5;39;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;JAÉN;7;54;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;LOGROÑO;6;51;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;MADRID;9;2,207;55
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;MÁLAGA;8;278;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;MELILLA;5;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;MÉRIDA;7;79;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;MOTRIL;7;51;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;OURENSE;2;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PALENCIA;7;163;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PALMA DE MALLORCA;7;146;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PALMAS DE GRAN CANARIA (LAS);6;140;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PAMPLONA/IRUÑA;7;208;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PARLA;6;187;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PLASENCIA;7;48;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PONFERRADA;6;95;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PONTEVEDRA;9;342;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PORTUGALETE;6;147;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;PUERTO DEL ROSARIO;4;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;SAN CRISTÓBAL DE LA LAGUNA;8;138;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;SANTA CRUZ DE LA PALMA;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;SANTANDER;5;111;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;SEGOVIA;5;29;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;SEU D'URGELL (LA);5;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;SEVILLA;3;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;SORIA;4;..;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;TALAVERA DE LA REINA;6;29;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;TORTOSA;7;66;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;TUDELA;4;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;VALDEPEÑAS;5;57;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;VILA-REAL;6;43;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;VITORIA-GASTEIZ;7;93;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027679;Facultad de Ciencias;ZAMORA;2;..;.
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;ALBACETE;11;347;28
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;ALGECIRAS;12;222;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;ALMERÍA;15;346;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;ALZIRA;17;1,452;112
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;ARRECIFE;7;141;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;ÁVILA;8;117;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;BAGÀ;17;1,344;97
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;BARBASTRO;11;206;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;BAZA;6;76;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;BERGARA;15;250;29
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;BURGOS;9;166;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;CÁDIZ;14;637;40
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;CALATAYUD;16;632;42
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;CARTAGENA;18;993;76
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;CERVERA;8;143;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;CEUTA;8;201;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;CÓRDOBA;14;517;33
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;CORUÑA (A);14;901;57
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;CUENCA;5;77;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;DÉNIA;11;224;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;ELCHE/ELX;18;745;50
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;GIJÓN;18;813;47
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;GIRONA;8;163;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;GUADALAJARA;12;385;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;HUELVA;11;294;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;JAÉN;15;319;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;LOGROÑO;10;195;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;LUGO;10;287;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;MADRID;23;6,768;625
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;MÁLAGA;16;1,166;69
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;MELILLA;9;177;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;MÉRIDA;13;478;29
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;MOTRIL;15;404;29
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;OURENSE;12;281;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PALENCIA;15;396;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PALMA DE MALLORCA;17;783;56
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PALMAS DE GRAN CANARIA (LAS);18;739;45
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PAMPLONA/IRUÑA;15;500;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PARLA;17;1,230;66
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PLASENCIA;13;228;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PONFERRADA;10;314;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PONTEVEDRA;15;814;48
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PORTUGALETE;17;575;53
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;PUERTO DEL ROSARIO;8;93;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;SAN CRISTÓBAL DE LA LAGUNA;17;963;51
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;SANTA CRUZ DE LA PALMA;8;110;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;SANTANDER;17;540;45
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;SEGOVIA;8;111;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;SEU D'URGELL (LA);6;37;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;SEVILLA;15;1,486;120
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;SORIA;10;99;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;TALAVERA DE LA REINA;13;253;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;TERUEL;7;80;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;TORTOSA;11;193;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;TUDELA;9;125;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;VALDEPEÑAS;12;410;45
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;VILA-REAL;11;317;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;VITORIA-GASTEIZ;14;217;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027801;Facultad de Derecho;ZAMORA;14;400;32
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;ALBACETE;5;183;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;ALGECIRAS;4;67;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;ALMERÍA;4;113;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;ALZIRA;5;749;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;ARRECIFE;3;64;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;ÁVILA;4;57;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;BAGÀ;5;605;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;BARBASTRO;4;86;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;BAZA;3;42;..
2017-2018;Estado;Nacional de Educación a Distancia;Pública;No Presencial;Centros Propios;Público;28027813;Facultad de Ciencias Económicas y Empresariales;BERGARA;4;165;..
