Curso/Cohorte;"Comunidad autónoma";Universidad;"Tipo de universidad";"Presencialidad  de la universidad";"Modalidad  de la unidad";"Tipo de unidad";"Código unidad";Unidad;"Municipio  de la unidad";"Número de titulaciones (Ciclo, Grado,  Máster y Doctorado)";Estudiantes Matriculados (Ciclo, Grado, Máster y Doctorado);Estudiantes Egresados (Ciclo, Grado y Máster)
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28027758;Facultad de Ciencias Físicas;MADRID;16;2,129;396
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28027761;Facultad de Filosofía;MADRID;8;1,148;123
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28027837;Facultad de Ciencias Químicas;MADRID;13;2,182;398
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28027849;Facultad de Ciencias Matemáticas;MADRID;10;1,383;159
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28029044;Facultad de Psicología;POZUELO DE ALARCÓN;15;2,931;683
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28029101;Facultad de Enfermería, Fisioterapia y Podología;MADRID;5;1,823;410
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28036917;Facultad de Trabajo Social;POZUELO DE ALARCÓN;4;1,533;342
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28039293;Facultad de Odontología;MADRID;3;694;124
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28042383;Facultad de Ciencias de la Documentación;MADRID;3;426;63
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28042899;Facultad de Informática;MADRID;9;1,902;199
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Propios;Público;28043119;Facultad de Educación;MADRID;20;4,706;1,489
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Adscritos;Privado;28048828;Centro de Enseñanza Superior Villanueva;MADRID;12;1,228;377
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Adscritos;Público;28049675;Centro de Estudios Superiores Felipe II;ARANJUEZ;5;106;77
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Adscritos;Privado;28051219;Centro de Enseñanza Superior Instituto de Estudios Bursátiles;MADRID;2;137;32
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Instituto universitario de investigación;Privado;28051359;Instituto Universitario Ortega y Gasset;MADRID;2;26;..
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Instituto universitario de investigación;Público;28051682;Instituto Universitario de Ciencias Ambientales (IUCA);MADRID;1;40;
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Instituto universitario de investigación;Público;28053381;Euro-Mediterranean University Institute (EMUI);MADRID;2;26;..
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Instituto universitario de investigación;Público;28053681;Instituto de Investigaciones Feministas;POZUELO DE ALARCÓN;1;..;
2017-2018;Madrid (Comunidad de);Complutense de Madrid;Pública;Presencial;Centros Adscritos;Privado;28053915;lnstituto Superior de Derecho y Economía (ISDE);MADRID;1;70;.
2017-2018;Madrid (Comunidad de);Europea de Madrid;Privada;Presencial;Centros Propios;Privado;28045980;Facultad de Ciencias de la Actividad Física y el Deporte. Campus Villaviciosa y Alcobendas ;VILLAVICIOSA DE ODÓN;8;1,014;187
2017-2018;Madrid (Comunidad de);Europea de Madrid;Privada;Presencial;Centros Propios;Privado;28046029;Escuela de Arquitectura, Ingeniería y Diseño. Campus Villaviciosa y Alcobendas;ALCOBENDAS;13;364;158
2017-2018;Madrid (Comunidad de);Europea de Madrid;Privada;Presencial;Centros Propios;Privado;28046029;Escuela de Arquitectura, Ingeniería y Diseño. Campus Villaviciosa y Alcobendas;VILLAVICIOSA DE ODÓN;54;1,862;512
2017-2018;Madrid (Comunidad de);Europea de Madrid;Privada;Presencial;Centros Propios;Privado;28051438;Facultad de Ciencias Sociales y de la Comunicación. Campus Villaviciosa y Alcobendas ;ALCOBENDAS;29;1,573;646
2017-2018;Madrid (Comunidad de);Europea de Madrid;Privada;Presencial;Centros Propios;Privado;28051438;Facultad de Ciencias Sociales y de la Comunicación. Campus Villaviciosa y Alcobendas ;VILLAVICIOSA DE ODÓN;56;1,677;360
2017-2018;Madrid (Comunidad de);Europea de Madrid;Privada;Presencial;Centros Propios;Privado;28051852;Facultad de Ciencias Biomédicas y de la Salud. Campus Villaviciosa y Alcobendas ;ALCOBENDAS;5;172;122
