UNIDAD;COMUNIDAD AUTONOMA;PROVINCIA;LOCALIDAD;DOMICILIO;CODIGO POSTAL;TELEFONO;OBSERVACIONES
 COMPA—IA DE TORRIJOS;CASTILLA LA MANCHA;TOLEDO;TORRIJOS;C/PUENTE, 52;45500;925760178-925760160;
 DESTO. MADRIDEJOS;CASTILLA LA MANCHA;TOLEDO;MADRIDEJOS; AVDA. DE LA CONSTITUCION ,  116;45710;925463644;
 DESTO. OCA—A;CASTILLA LA MANCHA;TOLEDO;OCA¥A; C/ GENERAL PRIMO DE RIVERA, 1;45300;925120992;
 DESTO. QUINTANAR;CASTILLA LA MANCHA;TOLEDO;QUINTANAR DE LA ORDEN; ANTIGUA CTRA. N-301, Km. 123,300;45800;925564825;
 DESTO. TALAVERA DE LA REINA;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA; AVDA. PIO XII, 12;45600;925826813;
 DESTO. TOLEDO;CASTILLA LA MANCHA;TOLEDO;TOLEDO; RONDA DE BUENAVISTA, S/n;45004;925215736;
 I. ARMAS Y EXPLOSIVOS DE TOLEDO;CASTILLA LA MANCHA;TOLEDO;TOLEDO; AVDA. DE BARBER, 42;45004;925225900;
 PATRULLA SEPRONA SAN PABLO DE LOS MONTES;CASTILLA LA MANCHA;TOLEDO;SAN PABLO DE LOS MONTES; CTRA. DE LAS NAVILLAS, 20;45120;925415002;
 PUESTO DE A—OVER DE TAJO;CASTILLA LA MANCHA;TOLEDO;A¥OVER DE TAJO; C/ CANALEJAS, 4;45250;925506013;
 PUESTO DE AJOFRIN;CASTILLA LA MANCHA;TOLEDO;AJOFRIN;C/ REAL N∫ 81;45110;925390065;
 PUESTO DE ALCAUDETE DE LA JARA;CASTILLA LA MANCHA;TOLEDO;ALCAUDETE DE LA JARA; AVDA. RUFINO MANSI, 9;45662;925853004;
 PUESTO DE ALMOROX;CASTILLA LA MANCHA;TOLEDO;ALMOROX; C/ FELIPE VAZQUEZ, 5;45900;918623003;
 PUESTO DE ARGES;CASTILLA LA MANCHA;TOLEDO;ARGES; CTRA. TOLEDO-PIEDRABUENA CM-4013, KM.6,900;45122;925376002;
 PUESTO DE BARGAS;CASTILLA LA MANCHA;TOLEDO;BARGAS; C/ OLIAS ,  32;45593;925357321;
 PUESTO DE BELVIS DE LA JARA;CASTILLA LA MANCHA;TOLEDO;BELVIS DE LA JARA; C/ COMARCA DE LA JARA ,  110;45660;925858003;
 PUESTO DE BOROX;CASTILLA LA MANCHA;TOLEDO;BOROX; C/ BALER, 3;45222;925548009;
 PUESTO DE CALERA Y CHOZAS;CASTILLA LA MANCHA;TOLEDO;CALERA Y CHOZAS; CTRA. ESTACION, 4;45686;925846010;
 PUESTO DE CAMPILLO DE LA JARA;CASTILLA LA MANCHA;TOLEDO;EL CAMPILLO DE LA JARA; C/ EL CARRIL S/N;45578;925455692;
 PUESTO DE CARPIO DE TAJO;CASTILLA LA MANCHA;TOLEDO;EL CARPIO DE TAJO; AVDA. JUAN CARLOS I, 101;45533;925757002;
 PUESTO DE CEBOLLA;CASTILLA LA MANCHA;TOLEDO;CEBOLLA; CTRA. ESTACION, 26;45680;925866003;
 PUESTO DE CONSUEGRA;CASTILLA LA MANCHA;TOLEDO;CONSUEGRA; SERTORIO, 8;45700;925480778;
 PUESTO DE CORRAL DE ALMAGUER;CASTILLA LA MANCHA;TOLEDO;CORRAL DE ALMAGUER; C/ GASCO, 12;45880;925190002;
 PUESTO DE DOSBARRIOS;CASTILLA LA MANCHA;TOLEDO;DOS BARRIOS; AVENIDA RONDA,ANDALUCIA  2;45311;925137006;
 PUESTO DE EL TOBOSO;CASTILLA LA MANCHA;TOLEDO;EL TOBOSO; CTRA. DE LA VENTA DEL QUIJOTE, 1;45820;925197002;
 PUESTO DE ESCALONA;CASTILLA LA MANCHA;TOLEDO;ESCALONA;AVDA. PE—AFIEL, 28;45910;925780008;
 PUESTO DE ESCALONILLA;CASTILLA LA MANCHA;TOLEDO;ESCALONILLA; PZA. DE LA HISPANIDAD, 1;45517;925758006;
 PUESTO DE ESPINOSO DEL REY;CASTILLA LA MANCHA;TOLEDO;ESPINOSO DEL REY; C/ FERNANDO CADALSO, 16;45650;925703711;
 PUESTO DE ESQUIVIAS;CASTILLA LA MANCHA;TOLEDO;ESQUIVIAS; PSO. GALATEA, 10;45221;925520010;
 PUESTO DE FUENSALIDA;CASTILLA LA MANCHA;TOLEDO;FUENSALIDA; C/ CUARTEL N∫ 4;45510;925784013;
 PUESTO DE GALVEZ;CASTILLA LA MANCHA;TOLEDO;GALVEZ; C/ REINA MARIA CRISTINA ,  18;45164;925400001;
 PUESTO DE HINOJOSA SAN VICENTE;CASTILLA LA MANCHA;TOLEDO;HINOJOSA DE SANVICENTE; CTRA. S.MARTIN VALDEIGLESIAS, 7;45645;925878041;
 PUESTO DE HUERTA DE VALDECARABANOS;CASTILLA LA MANCHA;TOLEDO;HUERTA DE VALDECARABANOS;C/ VICENTA DE MORA, 68;45750;925129102;
 PUESTO DE LA ESTRELLA;CASTILLA LA MANCHA;TOLEDO;LA ESTRELLA;PLAZA DEL AYUNTAMIENTO, S/N;45574;925458069;
 PUESTO DE LA GUARDIA;CASTILLA LA MANCHA;TOLEDO;LA GUARDIA;C/EL ROMELA N 36;45760;925138005;
 PUESTO DE LILLO;CASTILLA LA MANCHA;TOLEDO;LILLO; C/ CONVENTO ,  23;45870;925170161;
 PUESTO DE LOS NAVALMORALES;CASTILLA LA MANCHA;TOLEDO;LOS NAVALMORALES; C/ SAN FRANCISCO DE ASIS ,  62;45140;925404004;
 PUESTO DE LOS YEBENES;CASTILLA LA MANCHA;TOLEDO;LOS YEBENE; FDEZ.DE LOS RIOS, 30;45470;925320120;
 PUESTO DE MADRIDEJOS;CASTILLA LA MANCHA;TOLEDO;MADRIDEJOS; AVDA. DE LA CONSTITUCION ,  116;45710;925460878;
 PUESTO DE MALPICA DE TAJO;CASTILLA LA MANCHA;TOLEDO;MALPICA DE TAJO; CTRA. SAN MARTIN DE PUSA, 7;45692;925877107;
 PUESTO DE MENASALBAS;CASTILLA LA MANCHA;TOLEDO;MENASALBAS; C/ MAYOR, 103;45128;925407240;
 PUESTO DE MENTRIDA;CASTILLA LA MANCHA;TOLEDO;MENTRIDA;AVDA. CASTILLA-LA MANCHA, 2;45930;918178738;
 PUESTO DE MIGUEL ESTEBAN;CASTILLA LA MANCHA;TOLEDO;MIGUEL ESTEBAN; CTRA. ALCAZAR, 2;45830;925172006;
 PUESTO DE MORA;CASTILLA LA MANCHA;TOLEDO;MORA; PSO. DE LAS DELICIAS ,  36;45400;925300067;
 PUESTO DE NAVAHERMOSA;CASTILLA LA MANCHA;TOLEDO;NAVAHERMOSA; CTRA. DE LOS NAVALMORALES, 1;45150;925410003;
 PUESTO DE NAVALCAN;CASTILLA LA MANCHA;TOLEDO;NAVALCAN; CTRA. TALAVERA, 77;45610;925844002;
 PUESTO DE NAVAMORCUENDE;CASTILLA LA MANCHA;TOLEDO;NAVAMORCUENDE;CM-5006, KM 8,300;45630;925868022;
 PUESTO DE OCA—A;CASTILLA LA MANCHA;TOLEDO;OCA¥A;AVDA JOSE ANTONIO N 2;45300;925130068;
 PUESTO DE OLIAS DEL REY;CASTILLA LA MANCHA;TOLEDO;OLIAS DEL REY; PZA. VIEJA,  6;45280;925490702;
 PUESTO DE ORGAZ;CASTILLA LA MANCHA;TOLEDO;ORGAZ; C/ MARJALIZA ,  9;45450;925317013;
 PUESTO DE OROPESA;CASTILLA LA MANCHA;TOLEDO;OROPESA; C/ MARTIN GALLINAR, 35;45560;925430723;
 PUESTO DE PELAHUSTAN;CASTILLA LA MANCHA;TOLEDO;PELAHUSTAN; AVDA.MADRID, 2;45918;925740708;
 PUESTO DE POLAN;CASTILLA LA MANCHA;TOLEDO;POLAN;C/ AM…RICA, 1;45161;925370004;
 PUESTO DE PUEBLA DE ALMORADIEL;CASTILLA LA MANCHA;TOLEDO;LA PUEBLA DE ALMORADIEL; AVDA.JUAN CARLOS I, 93;45840;925178003;
 PUESTO DE PUEBLA DE MONTALBAN;CASTILLA LA MANCHA;TOLEDO;LA PUEBLA DE MONTALBAN; C/ SINAGOGA, 3;45516;925750014;
 PUESTO DE PUEBLANUEVA;CASTILLA LA MANCHA;TOLEDO;LA PUEBLANUEVA; CTRA. TALAVERA KM. 1.1;45690;925860071;
 PUESTO DE PUENTE DEL ARZOBISPO;CASTILLA LA MANCHA;TOLEDO;EL PUENTE DEL ARZOBISPO;AVENIDA DE TOLEDO, 24;45570;925436001;
 PUESTO DE QUERO;CASTILLA LA MANCHA;TOLEDO;QUERO; C/ ORDEN SAN FERNANDO, 30;45790;925577060;
 PUESTO DE QUINTANAR DE LA ORDEN;CASTILLA LA MANCHA;TOLEDO;QUINTANAR DE LA ORDEN; C/ VALENCIA ,  67;45800;925180003;
 PUESTO DE SAN MARTIN DE MONTALBAN;CASTILLA LA MANCHA;TOLEDO;SAN MARTIN DE MONTALBAN; PZA. DE LA CONSTITUCI0N ESPA¥OLA, 1;45165;925417004;
 PUESTO DE SAN PABLO DE LOS MONTES;CASTILLA LA MANCHA;TOLEDO;SAN PABLO DE LOS MONTES; CTRA. DE LAS NAVILLAS, 20;45120;925415002;
 PUESTO DE SANTA CRUZ DE LA ZARZA;CASTILLA LA MANCHA;TOLEDO;SANTA CRUZ DE LA ZARZA; C/ MAGALLANES, 19;45370;925143211;
 PUESTO DE SANTA CRUZ DEL RETAMAR;CASTILLA LA MANCHA;TOLEDO;SANTA CRUZ DEL RETAMAR; CTRA. EXTREMADURA, 16;45513;925794005;
 PUESTO DE SANTA OLALLA;CASTILLA LA MANCHA;TOLEDO;SANTA OLALLA; CTRA. ALCABON, 8;45530;925797006;
 PUESTO DE SESE—A;CASTILLA LA MANCHA;TOLEDO;SESE¥A; C/ ARANJUEZ, 24;45224;918936040;
 PUESTO DE SONSECA;CASTILLA LA MANCHA;TOLEDO;SONSECA;C/ FRAY GABRIEL MAGDALENA, 19;45100;925380015;
 PUESTO DE TALAVERA DE LA REINA;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA; AVDA. PIO XII, 12;45600;925720060;
 PUESTO DE TEMBLEQUE;CASTILLA LA MANCHA;TOLEDO;TEMBLEQUE; C/ GRACIA, 91;45780;925145022;
 PUESTO DE TORRE DE ESTEBAN HAMBRAN;CASTILLA LA MANCHA;TOLEDO;LA TORRE DE ESTEBAN HAMBRAN; AVDA. FERNANDO GOMEZ PINTOLOPEZ, S/N;45920;925795318;
 PUESTO DE TORRIJOS;CASTILLA LA MANCHA;TOLEDO;TORRIJOS;C/PUENTE, 52;45500;925760178-925760160;
 PUESTO DE URDA;CASTILLA LA MANCHA;TOLEDO;URDA; CTRA. ESTACION, 6;45480;925472005;
 PUESTO DE VALMOJADO;CASTILLA LA MANCHA;TOLEDO;VALMOJADO; C/ ALBACETE, 1 (POLIGONO INDUSTRIAL...);45940;918170005;
 PUESTO DE VILLA DE DON FADRIQUE;CASTILLA LA MANCHA;TOLEDO;LA VILLA DE DON FADRIQUE;C/ SAGUNTO N 37;45850;925195026;
 PUESTO DE VILLACA—AS;CASTILLA LA MANCHA;TOLEDO;VILLACA¥AS; CTRA. COMARCAL 402, S/n;45860;925160013;
 PUESTO DE VILLAFRANCA DE CABALLEROS;CASTILLA LA MANCHA;TOLEDO;VILLAFRANCA DE LOS CABALLEROS; AVDA.LAGUNAS, 5;45730;926558793;
 PUESTO DE VILLALUENGA;CASTILLA LA MANCHA;TOLEDO;VILLALUENGA DE LA SAGRA; C/ MIRADERO, 8;45520;925530186;
 PUESTO DE VILLARRUBIA DE SANTIAGO;CASTILLA LA MANCHA;TOLEDO;VILLARRUBIA DE SANTIAGO; C/ ANGEL MUTILADO, 5;45360;925150002;
 PUESTO DE VILLASEQUILLA;CASTILLA LA MANCHA;TOLEDO;VILLASEQUILLA;CALLE MORA 38;45740;925310003;
 PUESTO DE VILLATOBAS;CASTILLA LA MANCHA;TOLEDO;VILLATOBAS; C/ LA ENCOMIENDA ,  34;45310;925152088;
 PUESTO DE YEPES;CASTILLA LA MANCHA;TOLEDO;YEPES; AVDA.CUATRO CAMINOS, S/N;45313;925154003;
 PUESTO P. DE ILLESCAS;CASTILLA LA MANCHA;TOLEDO;ILLESCAS; C/ RODRIGO CARRASCO Y GALLEGO, 76;45200;925511602;
 SECTOR TRAF. TOLEDO;CASTILLA LA MANCHA;TOLEDO;TOLEDO; AVDA. DE BARBER, 42;45004;925228822;
 SUBSECTOR TRAF. TOLEDO;CASTILLA LA MANCHA;TOLEDO;TOLEDO; AVDA. DE BARBER, 42;45004;925228712;
 ZONA CASTILLA LA MANCHA;CASTILLA LA MANCHA;TOLEDO;TOLEDO; AVDA. DE BARBER, 42;45004;925225900;
 PATRULLA SEPRONA LOS Y…BENES;CASTILLA LA MANCHA;TOLEDO;LOS Y…BENES;FDEZ. DE LOS RIOS, 30;45470;925320120;
 INTERVENCI”N DE ARMAS Y EXPLOSIVOS MORA;CASTILLA LA MANCHA;TOLEDO;MORA;PSO. DELICIAS, 36;45400;925300067;
 PATRULLA SEPRONA TALAVERA DE LA REINA;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;AVDA. PIO XII, 12;45600;925720183;
 PATRULLA SEPRONA VILLACA—AS;CASTILLA LA MANCHA;TOLEDO;VILLACA—AS;CTRA. COMARCAL 402, S/n;45860;925160013;
 PATRULLA SEPRONA LOS NAVALMORALES;CASTILLA LA MANCHA;TOLEDO;LOS NAVALMORALES;C/ SAN FRANCISCO DE ASIS ,  62;45140;925404004;
 PATRULLA SEPRONA BARGAS;CASTILLA LA MANCHA;TOLEDO;ARGES;CTRA. TOLEDO-PIEDRABUENA CM-4013, KM.6,900;45122;925376002;
 PATRULLA SEPRONA ILLESCAS;CASTILLA LA MANCHA;TOLEDO;ILLESCAS;C/ RODRIGO CARRASCO Y GALLEGO, 76;45200;925511602;
 INTERVENCI”N DE ARMAS Y EXPLOSIVOS OCA—A;CASTILLA LA MANCHA;TOLEDO;OCA—A;AVDA DEL PARQUE, 1;45300;925130068 EXT 16;
 INTERVENCI”N DE ARMAS Y EXPLOSIVOS TORRIJOS;CASTILLA LA MANCHA;TOLEDO;TORRIJOS;C/PUENTE, 52;45500;925760178 EXT 12;
 INTERVENCI”N DE ARMAS Y EXPLOSIVOS TALAVERA DE LA REINA;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;AVDA. PIO XII, 12;45600;925720183;
 C. P. HERRERA DE LA MANCHA;CASTILLA LA MANCHA;CIUDAD REAL;HERRERA DE LA MANCHA; COLONIA HERRERA DE LA MANCHA, S/n BAJO UNIDAD PENIT.;13200;926638050;
 C.O.S.;CASTILLA LA MANCHA;CIUDAD REAL;CIUDAD REAL; C/ PEDRERA BAJA, 25;13003;926271180;
 CMDA. CIUDAD REAL;CASTILLA LA MANCHA;CIUDAD REAL;CIUDAD REAL; C/ PEDRERA BAJA, 25;13003;926221180;
 COMPA—IA DE ALCAZAR DE SAN JUAN;CASTILLA LA MANCHA;CIUDAD REAL;ALCAZAR DE SAN JUAN; C/ JUAN BAUTISTA CONCEPCION, 1;13600;926540477;
 COMPA—IA DE CIUDAD REAL;CASTILLA LA MANCHA;CIUDAD REAL;CIUDAD REAL; C/ PEDRERA BAJA, 25;13003;926221180;
 COMPA—IA DE MANZANARES;CASTILLA LA MANCHA;CIUDAD REAL;MANZANARES; CTRA. DE LA SOLANA, 58;13200;926613827;
 COMPA—IA DE PUERTOLLANO;CASTILLA LA MANCHA;CIUDAD REAL;PUERTOLLANO; C/ CERVANTES, 67;13500;926441753;
 COMPA—IA DE VALDEPE—AS;CASTILLA LA MANCHA;CIUDAD REAL;VALDEPE¥AS; C/ GUARDIA CIVIL, 7;13300;926347813;
 DESTO. ALCAZAR DE SAN JUAN;CASTILLA LA MANCHA;CIUDAD REAL;ALCAZAR DE SAN JUAN; C/ JUAN BAUTISTA CONCEPCION, 1;13600;926551151;
 DESTO. CIUDAD REAL;CASTILLA LA MANCHA;CIUDAD REAL;CIUDAD REAL; C/ RONDA DE TOLEDO, 13;13003;926221953;
 DESTO. MANZANARES;CASTILLA LA MANCHA;CIUDAD REAL;MANZANARES; CTRA. DE LA SOLANA, 58;13200;926620696;
 DESTO. PUERTOLLANO;CASTILLA LA MANCHA;CIUDAD REAL;PUERTOLLANO; C/ CERVANTES, 76;13500;926410578;
 DESTO. VALDEPE—AS;CASTILLA LA MANCHA;CIUDAD REAL;VALDEPE¥AS; C/ GUARDIA CIVIL, 7;13300;926312712;
 PUESTO AUXILIAR DE ALAMILLO;CASTILLA LA MANCHA;CIUDAD REAL;ALAMILLO; AVDA. LIBERTAD, 14;13413;926735006;
 PUESTO AUXILIAR DE BRAZATORTAS;CASTILLA LA MANCHA;CIUDAD REAL;BRAZATORTAS; C/ SALIDA ESTACION S/N;13450;926471007;
 PUESTO AUXILIAR DE GUADALMEZ;CASTILLA LA MANCHA;CIUDAD REAL;GUADALMEZ; C/ ERAS, S/N;13490;926742012;
 PUESTO AUXILIAR DE MESTANZA;CASTILLA LA MANCHA;CIUDAD REAL;MESTANZA; PZA. ESPA¥A, S/N;13592;926485513;
 PUESTO AUXILIAR DE PICON;CASTILLA LA MANCHA;CIUDAD REAL;PICON; C/ RONDA DE ORIENTE ,  15;13196;926820005;
 PUESTO AUXILIAR DE SACERUELA;CASTILLA LA MANCHA;CIUDAD REAL;SACERUELA; AVDA. DE LA MANCHA, 1;13414;926779002;
 PUESTO AUXILIAR DE VILLAMANRIQUE;CASTILLA LA MANCHA;CIUDAD REAL;VILLAMANRIQUE; AVDA. CANDIDO MARTINEZ, 1;13343;926354292;
 PUESTO DE ABENOJAR;CASTILLA LA MANCHA;CIUDAD REAL;ABENOJAR; CTRA. ALMADEN, 25;13180;962835008;
 PUESTO DE AGUDO;CASTILLA LA MANCHA;CIUDAD REAL;AGUDO; C/ PORTUGAL, 2;13410;926730019;
 PUESTO DE ALBADALEJO;CASTILLA LA MANCHA;CIUDAD REAL;ALBALADEJO;CALLE PAZ, 2;13340;926387099;
 PUESTO DE ALCAZAR DE SAN JUAN;CASTILLA LA MANCHA;CIUDAD REAL;ALCAZAR DE SAN JUAN; C/ JUAN BAUTISTA CONCEPCION, 1;13600;926552693;
 PUESTO DE ALCOBA MONTES;CASTILLA LA MANCHA;CIUDAD REAL;ALCOBA DE LOS MONTES;CTRA. ALCOBA, 21;13116;926770002;
 PUESTO DE ALCOLEA DE CALATRAVA;CASTILLA LA MANCHA;CIUDAD REAL;ALCOLEA DE CALATRAVA; C/ CERVANTES ,  165;13107;926772002;
 PUESTO DE ALDEA DEL REY;CASTILLA LA MANCHA;CIUDAD REAL;ALDEA DEL REY; C/ ROLLO, 21;13380;926865009;
 PUESTO DE ALHAMBRA;CASTILLA LA MANCHA;CIUDAD REAL;ALHAMBRA; C/ CALVARIO, 24;13248;926356788;
 PUESTO DE ALMADEN;CASTILLA LA MANCHA;CIUDAD REAL;ALMADEN; GLORIETA DEL CRISTO S/N;13400;926711217;
 PUESTO DE ALMAGRO;CASTILLA LA MANCHA;CIUDAD REAL;ALMAGRO; C/ BOLA¥OS, 15;13270;926882930;
 PUESTO DE ALMODOVAR DEL CAMPO;CASTILLA LA MANCHA;CIUDAD REAL;ALMODOVAR DEL CAMPO; PZA. DE ARGENTINA, 9;13580;926442264;
 PUESTO DE ALMURADIEL;CASTILLA LA MANCHA;CIUDAD REAL;ALMURADIEL; PZA. GUARDIA CIVIL, 2;13760;926339062;
 PUESTO DE ARGAMASILLA DE ALBA;CASTILLA LA MANCHA;CIUDAD REAL;ARGAMASILLA DE ALBA; C/ CAPITAN SANCHEZ ALCANTARA, 12;13710;926523146;
 PUESTO DE ARGAMASILLA DE CALATRAVA;CASTILLA LA MANCHA;CIUDAD REAL;ARGAMASILLA DE CALATRAVA; CALLE PINTO, 14;13440;926477007;
 PUESTO DE BALLESTEROS;CASTILLA LA MANCHA;CIUDAD REAL;BALLESTEROS DE CALATRAVA; C/ ARROYO, 15;13432;926842007;
 PUESTO DE BOLA—OS;CASTILLA LA MANCHA;CIUDAD REAL;BOLA¥OS DE CALATRAVA; C/ ALMAGRO, 37;13260;926870010;
 PUESTO DE CALZADA DE CALATRAVA;CASTILLA LA MANCHA;CIUDAD REAL;CALZADA DE CALATRAVA; PARQUE REINA SOFIA, 1;13370;926875002;
 PUESTO DE CAMPO CRIPTANA;CASTILLA LA MANCHA;CIUDAD REAL;CAMPO DE CRIPTANA; AVDA. DE LA HISPANIDAD, 31;13610;926564200;
 PUESTO DE CASTELLAR DE SANTIAGO;CASTILLA LA MANCHA;CIUDAD REAL;CASTELLAR DE SANTIAGO; C/ BAILEN, 4;13750;926334138;
 PUESTO DE CORRAL DE CALATRAVA;CASTILLA LA MANCHA;CIUDAD REAL;CORRAL DE CALATRAVA;CALLE ANCHA, 10;13190;926831042;
 PUESTO DE DAIMIEL;CASTILLA LA MANCHA;CIUDAD REAL;DAIMIEL; C/ ESTACION, 65;13250;926854612;
 PUESTO DE FUENCALIENTE;CASTILLA LA MANCHA;CIUDAD REAL;FUENCALIENTE; C/ PATIN, 99;13130;926470006;
 PUESTO DE FUENTE EL FRESNO;CASTILLA LA MANCHA;CIUDAD REAL;FUENTE EL FRESNO;C/ ANTONIO DE LA FUENTE, 17;13680;926804376;
 PUESTO DE HERENCIA;CASTILLA LA MANCHA;CIUDAD REAL;HERENCIA; AVDA. DE ALCAZAR, 47;13640;926573707;
 PUESTO DE HINOJOSA DE CALATRAVA;CASTILLA LA MANCHA;CIUDAD REAL;HINOJOSAS DE CALATRAVA; AVDA. PILAR, 8;13590;926476006;
 PUESTO DE HORCAJO;CASTILLA LA MANCHA;CIUDAD REAL;HORCAJO DE LOS MONTES; CTRA.  RETUERTA,  S/N;13110;926775013;
 PUESTO DE LA SOLANA;CASTILLA LA MANCHA;CIUDAD REAL;LA SOLANA; AVDA. LOPEZ POSADAS, S/N;13240;926631031;
 PUESTO DE LOS CORTIJOS;CASTILLA LA MANCHA;CIUDAD REAL;LOS CORTIJOS;C/ CLAUDIO COELLO, 1;13427;926808053;
 PUESTO DE MALAGON;CASTILLA LA MANCHA;CIUDAD REAL;MALAGON; C/ ALMAGRO, 18;13420;926802305;
 PUESTO DE MIGUELTURRA;CASTILLA LA MANCHA;CIUDAD REAL;MIGUELTURRA; REAL, 69;13170;926241520;
 PUESTO DE MORAL CALATRAVA;CASTILLA LA MANCHA;CIUDAD REAL;MORAL DE CALATRAVA; C/ MERCEDES, 57;13350;926319769;
 PUESTO DE PEDRO MU—OZ;CASTILLA LA MANCHA;CIUDAD REAL;PEDRO MU¥OZ; AVDA. CONSTITUCION, 55;13620;926568126;
 PUESTO DE PIEDRABUENA;CASTILLA LA MANCHA;CIUDAD REAL;PIEDRABUENA; CTRA. TOLEDO, 2;13100;926760035;
 PUESTO DE PORZUNA;CASTILLA LA MANCHA;CIUDAD REAL;PORZUNA; CTRA. FERNANCABALLERO, 13;13120;926780008;
 PUESTO DE POZUELO CALATRAVA;CASTILLA LA MANCHA;CIUDAD REAL;POZUELO DE CALATRAVA;PLAZA DE LA CONSTITUCI”N, 6;13179;926840013;
 PUESTO DE PUEBLA DE DON RODRIGO;CASTILLA LA MANCHA;CIUDAD REAL;PUEBLA DE DON RODRIGO;AVENIDA CASTILLA LA MANCHA S/N;13109;926777008;
 PUESTO DE PUERTO LAPICE;CASTILLA LA MANCHA;CIUDAD REAL;PUERTO LAPICE; C/ CALATRAVA, 55;13650;926583066;
 PUESTO DE PUERTOLLANO;CASTILLA LA MANCHA;CIUDAD REAL;PUERTOLLANO; C/ CERVANTES, 67;13500;926441753;
 PUESTO DE RETUERTA;CASTILLA LA MANCHA;CIUDAD REAL;RETUERTA; C/ ERAS, 5;13194;925421639;
 PUESTO DE RUIDERA;CASTILLA LA MANCHA;CIUDAD REAL;RUIDERA; CUARTEL GUARDIA CIVIL;13249;926528171;
 PUESTO DE SANTA CRUZ DE MUDELA;CASTILLA LA MANCHA;CIUDAD REAL;SANTA CRUZ DE MUDELA; C/ CRISTO, 3;13730;926349053;
 PUESTO DE SOCUELLAMOS;CASTILLA LA MANCHA;CIUDAD REAL;SOCUELLAMOS;C/ SAN MARTÕN DE MENDOZA, 1;13630;926530059;
 PUESTO DE TORRALBA CALATRAVA;CASTILLA LA MANCHA;CIUDAD REAL;TORRALBA DE CALATRAVA; C/ PROGRESO, 50;13160;926810021;
 PUESTO DE TORRE DE JUAN ABAD;CASTILLA LA MANCHA;CIUDAD REAL;TORRE DE JUAN ABAD; AVDA. CONSTITUCION, 144;13344;926383014;
 PUESTO DE TORRENUEVA;CASTILLA LA MANCHA;CIUDAD REAL;TORRENUEVA; CTRA. DE VALDEPE¥AS S/N;13740;926341004;
 PUESTO DE VALDEPE—AS;CASTILLA LA MANCHA;CIUDAD REAL;VALDEPE¥AS; C/ GUARDIA CIVIL, 7;13300;926347813;
 PUESTO DE VILLAHERMOSA;CASTILLA LA MANCHA;CIUDAD REAL;VILLAHERMOSA; C/ FERIA, 55;13332;926366153;
 PUESTO DE VILLAMAYOR;CASTILLA LA MANCHA;CIUDAD REAL;VILLAMAYOR DE CALATRAVA; CTRA. ALMODOVAR S/N;13595;926466102;
 PUESTO DE VILLANUEVA DE LOS INFANTES;CASTILLA LA MANCHA;CIUDAD REAL;VILLANUEVA DE LOS INFANTES; PZA. SAN SEBASTIAN, 9;13320;926360029;
 PUESTO DE VILLANUEVA DE SAN CARLOS;CASTILLA LA MANCHA;CIUDAD REAL;VILLANUEVA DE SAN CARLOS; CTRA. CALZADA S/N;13379;926879005;
 PUESTO DE VILLANUEVA FUENTE;CASTILLA LA MANCHA;CIUDAD REAL;VILLANUEVA DE LA FUENTE; AVDA. VILLANUEVA INFANTES, 70;13330;967396001;
 PUESTO DE VILLARRUBIA DE LOS OJOS;CASTILLA LA MANCHA;CIUDAD REAL;VILLARRUBIA DE LOS OJOS; AVDA. CRISTO REY, 71;13670;926896012;
 PUESTO DE VILLARTA SAN JUAN;CASTILLA LA MANCHA;CIUDAD REAL;VILLARTA DE SAN JUAN; C/ CERVANTES, 135;13210;926641072;
 PUESTO DE VISO MARQUES;CASTILLA LA MANCHA;CIUDAD REAL;VISO DEL MARQUES; CTRA. ALMURADIEL S/N;13770;926337045;
 PUESTO P. DE MANZANARES;CASTILLA LA MANCHA;CIUDAD REAL;MANZANARES; CTRA. DE LA SOLANA, 58;13200;926610396;
 PUESTO P. DE TOMELLOSO;CASTILLA LA MANCHA;CIUDAD REAL;TOMELLOSO;C/ ELADIO CABA—ERO 2;13700;926501820;
 SUBSECTOR TRAF. CIUDAD REAL;CASTILLA LA MANCHA;CIUDAD REAL;CIUDAD REAL; C/ RONDA DE TOLEDO, 13;13003;926221953;
 C.O.S.;CASTILLA LA MANCHA;ALBACETE;ALBACETE; AVDA. DE RAMàN Y CAJAL, 33;2005;967193234;
 CMDA. ALBACETE;CASTILLA LA MANCHA;ALBACETE;ALBACETE; AVDA. DE RAMàN Y CAJAL, 33;2005;967218600;
 COMPA—IA DE ALBACETE;CASTILLA LA MANCHA;ALBACETE;ALBACETE; AVDA. DE RAMàN Y CAJAL, 33;2005;967218600;
 COMPA—IA DE ALMANSA;CASTILLA LA MANCHA;ALBACETE;ALMANSA; C/ CORREDERA, 130;2640;967318884;
 COMPA—IA DE HELLIN;CASTILLA LA MANCHA;ALBACETE;HELLIN; PL. GUARDIA CIVIL, 1;2400;967303261-967543227;
 COMPA—IA DE LA RODA;CASTILLA LA MANCHA;ALBACETE;RODA (LA); C/ MEDIODIA, 12;2630;967443633;
