,Comunidad Autónoma,Provincia,Municipio,Cod ESP,Cobertura Media
471,castilla y leon,avila,hoyos del collado,5104000100,60.0
472,castilla y leon,avila,hoyos del espino,5105000100,80.0
473,castilla y leon,avila,hoyos de miguel munoz,5106000100,60.0
474,castilla y leon,avila,hurtumpascual,5107000100,28.33
475,castilla y leon,avila,junciana,5108000100,30.0
476,castilla y leon,avila,langa,5109000100,80.0
477,castilla y leon,avila,lanzahita,5110000100,80.0
478,castilla y leon,avila,losar del barco ,5112000100,60.0
479,castilla y leon,avila,llanos de tormes ,5113000100,65.0
480,castilla y leon,avila,madrigal de las altas torres,5114000100,65.0
481,castilla y leon,avila,maello,5115000100,54.29
482,castilla y leon,avila,malpartida de corneja,5116000100,80.0
483,castilla y leon,avila,mamblas,5117000100,0.0
484,castilla y leon,avila,mancera de arriba,5118000100,0.0
485,castilla y leon,avila,manjabalago y ortigosa de rioalmar,5119000100,35.0
486,castilla y leon,avila,marlin,5120000100,47.5
487,castilla y leon,avila,martiherrero,5121000100,80.0
488,castilla y leon,avila,martinez,5122000100,44.17
489,castilla y leon,avila,mediana de voltoya,5123000100,22.5
490,castilla y leon,avila,medinilla,5124000100,10.0
491,castilla y leon,avila,mengamunoz,5125000100,50.0
492,castilla y leon,avila,mesegar de corneja,5126000100,60.0
493,castilla y leon,avila,mijares,5127000100,80.0
494,castilla y leon,avila,mingorria,5128000100,53.75
495,castilla y leon,avila,miron ,5129000100,17.5
496,castilla y leon,avila,mironcillo,5130000100,67.5
497,castilla y leon,avila,miruena de los infanzones,5131000100,0.0
498,castilla y leon,avila,mombeltran,5132000100,70.0
499,castilla y leon,avila,monsalupe,5133000100,70.0
500,castilla y leon,avila,moraleja de matacabras,5134000100,60.0
501,castilla y leon,avila,munana,5135000100,58.75
502,castilla y leon,avila,munico,5136000100,40.0
503,castilla y leon,avila,munogalindo,5138000100,70.0
504,castilla y leon,avila,munogrande,5139000100,35.0
505,castilla y leon,avila,munomer del peco,5140000100,47.5
506,castilla y leon,avila,munopepe,5141000100,70.0
507,castilla y leon,avila,munosancho,5142000100,41.25
508,castilla y leon,avila,munotello,5143000100,45.0
509,castilla y leon,avila,narrillos del alamo,5144000100,44.38
510,castilla y leon,avila,narrillos del rebollar,5145000100,0.0
511,castilla y leon,avila,narros del castillo,5147000100,25.0
512,castilla y leon,avila,narros del puerto,5148000100,57.5
513,castilla y leon,avila,narros de salduena,5149000100,47.5
514,castilla y leon,avila,navacepedilla de corneja,5151000100,0.0
515,castilla y leon,avila,nava de arevalo,5152000100,54.5
516,castilla y leon,avila,nava del barco,5153000100,60.0
517,castilla y leon,avila,navadijos,5154000100,60.0
518,castilla y leon,avila,navaescurial,5155000100,60.0
519,castilla y leon,avila,navahondilla,5156000100,59.64
520,castilla y leon,avila,navalacruz,5157000100,70.0
521,castilla y leon,avila,navalmoral,5158000100,70.0
522,castilla y leon,avila,navalonguilla,5159000100,30.0
523,castilla y leon,avila,navalosa,5160000100,70.0
524,castilla y leon,avila,navalperal de pinares,5161000100,70.0
525,castilla y leon,avila,navalperal de tormes,5162000100,60.0
526,castilla y leon,avila,navaluenga,5163000100,62.86
527,castilla y leon,avila,navaquesera,5164000100,60.0
528,castilla y leon,avila,navarredonda de gredos,5165000100,58.75
529,castilla y leon,avila,navarredondilla,5166000100,70.0
530,castilla y leon,avila,navarrevisca,5167000100,80.0
531,castilla y leon,avila,navas del marques ,5168000100,66.67
532,castilla y leon,avila,navatalgordo,5169000100,70.0
533,castilla y leon,avila,navatejares,5170000100,40.0
534,castilla y leon,avila,neila de san miguel,5171000100,10.0
535,castilla y leon,avila,niharra,5172000100,70.0
536,castilla y leon,avila,ojos-albos,5173000100,60.0
537,castilla y leon,avila,orbita,5174000100,70.0
538,castilla y leon,avila,oso ,5175000100,60.0
539,castilla y leon,avila,padiernos,5176000100,70.0
540,castilla y leon,avila,pajares de adaja,5177000100,60.0
541,castilla y leon,avila,palacios de goda,5178000100,53.75
542,castilla y leon,avila,papatrigo,5179000100,47.5
543,castilla y leon,avila,parral ,5180000100,35.0
544,castilla y leon,avila,pascualcobo,5181000100,22.5
545,castilla y leon,avila,pedro bernardo,5182000100,70.0
546,castilla y leon,avila,pedro-rodriguez,5183000100,47.5
547,castilla y leon,avila,peguerinos,5184000100,55.0
548,castilla y leon,avila,penalba de avila,5185000100,58.75
549,castilla y leon,avila,piedrahita,5186000100,62.92
550,castilla y leon,avila,piedralaves,5187000100,70.0
551,castilla y leon,avila,poveda,5188000100,32.5
552,castilla y leon,avila,poyales del hoyo,5189000100,80.0
553,castilla y leon,avila,pozanco,5190000100,70.0
554,castilla y leon,avila,pradosegar,5191000100,55.83
555,castilla y leon,avila,puerto castilla,5192000100,60.0
556,castilla y leon,avila,rasueros,5193000100,45.0
557,castilla y leon,avila,riocabado,5194000100,60.0
558,castilla y leon,avila,riofrio,5195000100,55.83
559,castilla y leon,avila,rivilla de barajas,5196000100,48.75
560,castilla y leon,avila,salobral,5197000100,80.0
561,castilla y leon,avila,salvadios,5198000100,70.0
562,castilla y leon,avila,san bartolome de bejar,5199000100,20.0
563,castilla y leon,avila,san bartolome de corneja,5200000100,70.0
564,castilla y leon,avila,san bartolome de pinares,5201000100,80.0
565,castilla y leon,avila,sanchidrian,5204000100,65.0
566,castilla y leon,avila,sanchorreja,5205000100,47.5
567,castilla y leon,avila,san esteban de los patos,5206000100,0.0
568,castilla y leon,avila,san esteban del valle,5207000100,70.0
569,castilla y leon,avila,san esteban de zapardiel,5208000100,47.5
570,castilla y leon,avila,san garcia de ingelmos,5209000100,35.0
571,castilla y leon,avila,san juan de la encinilla,5210000100,53.75
572,castilla y leon,avila,san juan de la nava,5211000100,65.0
573,castilla y leon,avila,san juan del molinillo,5212000100,70.0
574,castilla y leon,avila,san juan del olmo,5213000100,30.0
575,castilla y leon,avila,san lorenzo de tormes,5214000100,70.0
576,castilla y leon,avila,san martin de la vega del alberche,5215000100,35.0
577,castilla y leon,avila,san martin del pimpollar,5216000100,53.75
578,castilla y leon,avila,san miguel de corneja,5217000100,67.5
579,castilla y leon,avila,san miguel de serrezuela,5218000100,22.5
580,castilla y leon,avila,san pascual,5219000100,60.0
581,castilla y leon,avila,san pedro del arroyo,5220000100,52.5
582,castilla y leon,avila,santa cruz del valle,5221000100,70.0
583,castilla y leon,avila,santa cruz de pinares,5222000100,60.0
584,castilla y leon,avila,santa maria del arroyo,5224000100,60.0
585,castilla y leon,avila,santa maria del berrocal,5225000100,65.83
586,castilla y leon,avila,santa maria de los caballeros,5226000100,62.0
587,castilla y leon,avila,santa maria del tietar,5227000100,70.0
588,castilla y leon,avila,santiago del collado,5228000100,62.73
589,castilla y leon,avila,santo domingo de las posadas,5229000100,70.0
590,castilla y leon,avila,santo tome de zabarcos,5230000100,47.5
591,castilla y leon,avila,san vicente de arevalo,5231000100,70.0
592,castilla y leon,avila,serrada ,5232000100,70.0
593,castilla y leon,avila,serranillos,5233000100,60.0
594,castilla y leon,avila,sigeres,5234000100,57.5
595,castilla y leon,avila,sinlabajos,5235000100,47.5
596,castilla y leon,avila,solana de avila,5236000200,60.0
597,castilla y leon,avila,solana de rioalmar,5237000100,47.5
598,castilla y leon,avila,solosancho,5238000100,70.0
599,castilla y leon,avila,sotalbo,5239000100,53.75
600,castilla y leon,avila,sotillo de la adrada,5240000100,60.0
601,castilla y leon,avila,tiemblo ,5241000100,58.0
602,castilla y leon,avila,tinosillos,5242000100,60.0
603,castilla y leon,avila,tolbanos,5243000100,41.43
604,castilla y leon,avila,tormellas,5244000100,50.0
605,castilla y leon,avila,tornadizos de avila,5245000100,67.5
606,castilla y leon,avila,tortoles,5246000100,50.0
607,castilla y leon,avila,torre ,5247000100,59.58
608,castilla y leon,avila,umbrias,5249000100,60.0
609,castilla y leon,avila,vadillo de la sierra,5251000100,12.5
610,castilla y leon,avila,valdecasa,5252000100,22.5
611,castilla y leon,avila,vega de santa maria,5253000100,60.0
612,castilla y leon,avila,velayos,5254000100,70.0
613,castilla y leon,avila,villaflor,5256000100,47.5
614,castilla y leon,avila,villafranca de la sierra,5257000100,40.0
615,castilla y leon,avila,villanueva de gomez,5258000100,60.0
616,castilla y leon,avila,villanueva del aceral,5259000100,60.0
617,castilla y leon,avila,villanueva del campillo,5260000100,22.5
618,castilla y leon,avila,villar de corneja,5261000100,60.0
619,castilla y leon,avila,villarejo del valle,5262000100,70.0
620,castilla y leon,avila,villatoro,5263000100,32.5
621,castilla y leon,avila,vinegra de morana,5264000100,60.0
622,castilla y leon,avila,vita,5265000100,60.0
623,castilla y leon,avila,zapardiel de la canada,5266000100,14.17
624,castilla y leon,avila,zapardiel de la ribera,5267000100,47.5
625,castilla y leon,avila,san juan de gredos,5901000100,40.0
626,castilla y leon,avila,santa maria del cubillo,5902000100,52.5
627,castilla y leon,avila,diego del carpio,5903000100,53.75
628,castilla y leon,avila,santiago del tormes,5904000100,39.17
629,castilla y leon,avila,villanueva de avila,5905000100,60.0
630,extremadura,badajoz,acedera,6001000100,65.0
631,extremadura,badajoz,aceuchal,6002000100,100.0
632,extremadura,badajoz,ahillones,6003000100,70.0
633,extremadura,badajoz,alange,6004000100,100.0
634,extremadura,badajoz,albuera ,6005000100,70.0
635,extremadura,badajoz,alburquerque,6006000100,56.5
636,extremadura,badajoz,alconchel,6007000100,70.0
637,extremadura,badajoz,alconera,6008000100,80.0
638,extremadura,badajoz,aljucen,6009000100,48.75
639,extremadura,badajoz,almendral,6010000100,70.0
640,extremadura,badajoz,almendralejo,6011000100,85.0
641,extremadura,badajoz,arroyo de san servan,6012000100,80.0
642,extremadura,badajoz,atalaya,6013000100,67.5
643,extremadura,badajoz,azuaga,6014000100,46.25
644,extremadura,badajoz,badajoz,6015000100,62.17
645,extremadura,badajoz,barcarrota,6016000100,70.0
646,extremadura,badajoz,baterno,6017000100,30.0
647,extremadura,badajoz,benquerencia de la serena,6018000100,59.5
648,extremadura,badajoz,berlanga,6019000100,70.0
649,extremadura,badajoz,bienvenida,6020000100,70.0
650,extremadura,badajoz,bodonal de la sierra,6021000100,70.0
651,extremadura,badajoz,burguillos del cerro,6022000100,70.0
652,extremadura,badajoz,cabeza del buey,6023000100,58.75
653,extremadura,badajoz,cabeza la vaca,6024000100,70.0
654,extremadura,badajoz,calamonte,6025000100,100.0
655,extremadura,badajoz,calera de leon,6026000100,67.5
656,extremadura,badajoz,calzadilla de los barros,6027000100,67.5
657,extremadura,badajoz,campanario,6028000100,58.75
658,extremadura,badajoz,campillo de llerena,6029000100,20.0
659,extremadura,badajoz,capilla,6030000100,22.5
660,extremadura,badajoz,carmonita,6031000100,45.0
661,extremadura,badajoz,carrascalejo ,6032000100,23.75
662,extremadura,badajoz,casas de don pedro,6033000100,70.0
663,extremadura,badajoz,casas de reina,6034000100,70.0
664,extremadura,badajoz,castilblanco,6035000100,70.0
665,extremadura,badajoz,castuera,6036000100,62.5
666,extremadura,badajoz,codosera ,6037000100,36.79
667,extremadura,badajoz,cordobilla de lacara,6038000100,50.0
668,extremadura,badajoz,coronada ,6039000100,70.0
669,extremadura,badajoz,corte de peleas,6040000100,60.0
670,extremadura,badajoz,cristina,6041000100,80.0
671,extremadura,badajoz,cheles,6042000100,50.0
672,extremadura,badajoz,don alvaro,6043000100,67.5
673,extremadura,badajoz,don benito,6044000100,66.56
674,extremadura,badajoz,entrin bajo,6045000100,51.25
675,extremadura,badajoz,esparragalejo,6046000100,70.0
676,extremadura,badajoz,esparragosa de la serena,6047000100,60.0
677,extremadura,badajoz,esparragosa de lares,6048000100,65.0
678,extremadura,badajoz,feria,6049000100,70.0
679,extremadura,badajoz,fregenal de la sierra,6050000200,100.0
680,extremadura,badajoz,fuenlabrada de los montes,6051000100,70.0
681,extremadura,badajoz,fuente de cantos,6052000100,70.0
682,extremadura,badajoz,fuente del arco,6053000100,50.0
683,extremadura,badajoz,fuente del maestre,6054000100,100.0
684,extremadura,badajoz,fuentes de leon,6055000100,70.0
685,extremadura,badajoz,garbayuela,6056000100,80.0
686,extremadura,badajoz,garlitos,6057000100,80.0
687,extremadura,badajoz,garrovilla ,6058000100,70.0
688,extremadura,badajoz,granja de torrehermosa,6059000100,60.0
689,extremadura,badajoz,guarena,6060000300,90.0
690,extremadura,badajoz,haba ,6061000100,70.0
691,extremadura,badajoz,helechosa de los montes,6062000100,27.5
692,extremadura,badajoz,herrera del duque,6063000100,65.0
693,extremadura,badajoz,higuera de la serena,6064000100,80.0
694,extremadura,badajoz,higuera de llerena,6065000100,65.0
695,extremadura,badajoz,higuera de vargas,6066000100,60.0
696,extremadura,badajoz,higuera la real,6067000300,70.0
697,extremadura,badajoz,hinojosa del valle,6068000100,80.0
698,extremadura,badajoz,hornachos,6069000100,70.0
699,extremadura,badajoz,jerez de los caballeros,6070000200,70.0
700,extremadura,badajoz,lapa ,6071000100,42.5
701,extremadura,badajoz,lobon,6072000100,70.0
702,extremadura,badajoz,llera,6073000100,55.0
703,extremadura,badajoz,llerena,6074000200,70.0
704,extremadura,badajoz,magacela,6075000100,80.0
705,extremadura,badajoz,maguilla,6076000100,70.0
706,extremadura,badajoz,malcocinado,6077000100,80.0
707,extremadura,badajoz,malpartida de la serena,6078000100,67.5
708,extremadura,badajoz,manchita,6079000100,30.0
709,extremadura,badajoz,medellin,6080000100,65.0
710,extremadura,badajoz,medina de las torres,6081000100,80.0
711,extremadura,badajoz,mengabril,6082000100,60.0
712,extremadura,badajoz,merida,6083000100,52.95
713,extremadura,badajoz,mirandilla,6084000100,70.0
714,extremadura,badajoz,monesterio,6085000100,100.0
715,extremadura,badajoz,montemolin,6086000100,66.67
716,extremadura,badajoz,monterrubio de la serena,6087000100,70.0
717,extremadura,badajoz,montijo,6088000100,76.67
718,extremadura,badajoz,morera ,6089000100,80.0
719,extremadura,badajoz,nava de santiago ,6090000100,70.0
720,extremadura,badajoz,navalvillar de pela,6091000100,70.0
721,extremadura,badajoz,nogales,6092000100,70.0
722,extremadura,badajoz,oliva de la frontera,6093000100,70.0
723,extremadura,badajoz,oliva de merida,6094000100,19.58
724,extremadura,badajoz,olivenza,6095000100,62.14
725,extremadura,badajoz,orellana de la sierra,6096000100,22.5
726,extremadura,badajoz,orellana la vieja,6097000100,70.0
727,extremadura,badajoz,palomas,6098000100,70.0
728,extremadura,badajoz,parra ,6099000100,70.0
729,extremadura,badajoz,penalsordo,6100000100,80.0
730,extremadura,badajoz,peraleda del zaucejo,6101000100,80.0
731,extremadura,badajoz,puebla de alcocer,6102000100,80.0
732,extremadura,badajoz,puebla de la calzada,6103000100,100.0
733,extremadura,badajoz,puebla de la reina,6104000100,70.0
734,extremadura,badajoz,puebla del maestre,6105000100,30.0
735,extremadura,badajoz,puebla del prior,6106000100,57.5
736,extremadura,badajoz,puebla de obando,6107000100,70.0
737,extremadura,badajoz,puebla de sancho perez,6108000100,65.0
738,extremadura,badajoz,quintana de la serena,6109000100,70.0
739,extremadura,badajoz,reina,6110000100,35.0
740,extremadura,badajoz,rena,6111000100,67.5
741,extremadura,badajoz,retamal de llerena,6112000100,80.0
742,extremadura,badajoz,ribera del fresno,6113000100,70.0
743,extremadura,badajoz,risco,6114000100,47.5
744,extremadura,badajoz,roca de la sierra ,6115000100,70.0
745,extremadura,badajoz,salvaleon,6116000100,70.0
746,extremadura,badajoz,salvatierra de los barros,6117000100,70.0
747,extremadura,badajoz,sancti-spiritus,6118000100,75.0
748,extremadura,badajoz,san pedro de merida,6119000100,80.0
749,extremadura,badajoz,santa amalia,6120000100,70.0
750,extremadura,badajoz,santa marta,6121000100,100.0
751,extremadura,badajoz,santos de maimona ,6122000300,70.0
752,extremadura,badajoz,san vicente de alcantara,6123000100,50.83
753,extremadura,badajoz,segura de leon,6124000100,70.0
754,extremadura,badajoz,siruela,6125000100,70.0
755,extremadura,badajoz,solana de los barros,6126000100,76.67
756,extremadura,badajoz,talarrubias,6127000100,40.0
757,extremadura,badajoz,talavera la real,6128000200,100.0
758,extremadura,badajoz,taliga,6129000100,0.0
759,extremadura,badajoz,tamurejo,6130000100,35.0
760,extremadura,badajoz,torre de miguel sesmero,6131000100,60.0
761,extremadura,badajoz,torremayor,6132000100,70.0
762,extremadura,badajoz,torremejia,6133000100,70.0
763,extremadura,badajoz,trasierra,6134000100,80.0
